,P_GEN
10070,0.2042553191489362
6787,0.000547112462006
8524,0.000547112462006
4208,0.0717493472584856
9130,0.000547112462006
10848,0.1351367781155015
7258,0.0919148936170212
8370,0.0003647416413373
10208,0.0366565349544072
11267,0.0895440729483282
3503,0.01
1453,0.233
3406,0.005
6557,0.0003647416413373
3201,0.002
4826,0.0551436031331592
7693,0.0003647416413373
8917,0.2691793313069909
1839,0.023
2529,0.013
11065,0.0003647416413373
9738,0.1422492401215805
11483,0.0003647416413373
5843,0.0507571801566579
909,0.013
2899,0.018
10003,0.0003647416413373
9090,0.0003647416413373
9037,0.0003647416413373
3671,0.03
4666,0.0018798955613577
11787,0.0003647416413373
11004,0.0003647416413373
2990,0.069
262,0.222
6498,0.0105775075987841
2017,0.084
8621,0.0003647416413373
4575,0.0361879895561357
10276,0.0563525835866261
9430,0.0003647416413373
5164,0.0780156657963446
11513,0.0795136778115501
3805,0.009242819843342
4748,0.198798955613577
4583,0.0648563968668407
4733,0.0509138381201044
5272,0.2854308093994778
7877,0.159209726443769
3744,0.1397389033942558
5662,0.0128459530026109
7563,0.0003647416413373
6416,0.0003647416413373
10541,0.0003647416413373
4271,0.0023498694516971
4864,0.1439686684073106
8342,0.2024316109422492
5090,0.0628198433420365
7086,0.0003647416413373
5434,0.1370757180156658
1908,0.06
1700,0.072
5421,0.0488772845953002
10956,0.0003647416413373
2003,0.284
3269,0.104
6470,0.0235258358662613
4480,0.2063185378590078
4637,0.0114360313315926
7215,0.018966565349544
7075,0.000547112462006
8873,0.108693009118541
1035,0.0
3889,0.1464751958224543
2260,0.173
2678,0.041
7346,0.0975683890577507
1438,0.045
207,0.064
5737,0.0034464751958224
7094,0.0320972644376899
11426,0.0455927051671732
920,0.009
8505,0.0133130699088145
5586,0.2893472584856396
4445,0.2006788511749347
11646,0.0003647416413373
5832,0.059686684073107
3286,0.192
3837,0.034621409921671
2667,0.102
1813,0.011
550,0.054
3797,0.1481984334203655
11559,0.1327659574468085
7428,0.2184802431610942
272,0.132
11645,0.0003647416413373
379,0.001
11362,0.0707598784194528
10859,0.0003647416413373
1589,0.275
6830,0.161580547112462
9487,0.0286322188449848
290,0.033
11676,0.0003647416413373
10796,0.0875379939209726
10971,0.0003647416413373
200,0.004
8476,0.000547112462006
9245,0.000547112462006
612,0.068
2833,0.005
7776,0.0459574468085106
7943,0.0003647416413373
2555,0.022
1333,0.025
6661,0.011854103343465
6299,0.0153524804177545
589,0.021
4244,0.0028198433420365
10129,0.304741641337386
8419,0.0003647416413373
216,0.278
634,0.265
7402,0.0038297872340425
8341,0.1123404255319149
5791,0.0045430809399477
4874,0.205065274151436
517,0.141
11245,0.0003647416413373
3570,0.013
1301,0.127
2892,0.033
1487,0.035
562,0.218
11318,0.2301519756838905
5536,0.0112793733681462
8135,0.0003647416413373
2352,0.094
10293,0.0003647416413373
8121,0.0224316109422492
11064,0.0003647416413373
11217,0.000547112462006
2197,0.023
11022,0.0003647416413373
6606,0.0003647416413373
2671,0.187
3260,0.014
10463,0.0942857142857142
11834,0.0003647416413373
973,0.035
11718,0.0003647416413373
10009,0.0003647416413373
6250,0.0004699738903394
731,0.018
6694,0.0003647416413373
10196,0.0003647416413373
9239,0.0003647416413373
4559,0.207728459530026
9965,0.0003647416413373
7197,0.3080243161094225
2894,0.006
3630,0.001
590,0.032
9199,0.0158662613981762
2682,0.005
8707,0.0003647416413373
8034,0.0003647416413373
6946,0.0003647416413373
930,0.058
3833,0.0136292428198433
3838,0.0786422976501305
10057,0.0003647416413373
2932,0.025
9938,0.0649240121580547
5898,0.1192167101827676
6836,0.0003647416413373
6794,0.0003647416413373
2831,0.011
10215,0.1717933130699088
9827,0.0869908814589665
6941,0.0003647416413373
2029,0.118
467,0.0
7102,0.1396960486322188
5305,0.0109660574412532
7443,0.3140425531914893
6050,0.0805221932114882
4650,0.3104960835509138
7454,0.000547112462006
4590,0.2387467362924281
11504,0.0062006079027355
3146,0.177
11206,0.0003647416413373
11354,0.0003647416413373
4545,0.0266318537859007
3455,0.042
10443,0.0003647416413373
1398,0.192
10207,0.0220668693009118
10351,0.0091185410334346
11541,0.0003647416413373
6447,0.0829787234042553
4019,0.0202088772845953
5467,0.1986422976501305
11662,0.0242553191489361
2090,0.262
735,0.01
25,0.006
11626,0.0003647416413373
3436,0.0
1998,0.015
6696,0.0003647416413373
2656,0.063
6197,0.015195822454308
4078,0.179373368146214
6979,0.000547112462006
4299,0.0466840731070496
7043,0.000547112462006
7590,0.1996960486322188
5594,0.0366579634464751
8633,0.1207294832826747
8676,0.2772036474164133
81,0.045
4729,0.0233420365535248
10258,0.1358662613981762
6376,0.0465045592705167
3605,0.147
2086,0.164
5346,0.008929503916449
9533,0.0003647416413373
4239,0.0325848563968668
2743,0.024
9279,0.0003647416413373
10857,0.0003647416413373
547,0.1
410,0.017
5433,0.0813054830287206
8120,0.0339209726443769
8658,0.0003647416413373
2490,0.275
4037,0.1702872062663185
2911,0.022
88,0.005
3465,0.049
3365,0.078
3329,0.018
4755,0.0252219321148825
6310,0.0739425587467362
11576,0.0003647416413373
10793,0.1282066869300911
9798,0.0297264437689969
9001,0.0003647416413373
3419,0.07
8569,0.0003647416413373
5096,0.0578067885117493
7374,0.0003647416413373
4813,0.056396866840731
11351,0.0003647416413373
4971,0.0285117493472584
11301,0.0003647416413373
2121,0.046
11380,0.0196960486322188
4417,0.1309660574412532
8016,0.1783586626139817
1240,0.28
1990,0.074
8749,0.0003647416413373
8543,0.1378723404255319
11408,0.0114893617021276
6954,0.0178723404255319
3433,0.006
10687,0.004741641337386
1679,0.032
1680,0.019
3894,0.0148825065274151
5736,0.0145691906005221
9384,0.0003647416413373
10993,0.2390881458966565
11831,0.0003647416413373
9809,0.0003647416413373
4673,0.0476240208877284
6807,0.0682066869300911
8332,0.000547112462006
10725,0.0003647416413373
7308,0.0206079027355623
3149,0.059
7324,0.0003647416413373
6786,0.0129483282674772
1706,0.033
2037,0.198
2106,0.012
6014,0.0050130548302872
6725,0.1856534954407294
5661,0.0507571801566579
1815,0.014
3231,0.055
3080,0.042
1415,0.281
2433,0.044
2902,0.055
11107,0.0003647416413373
8769,0.0747720364741641
9269,0.0355623100303951
5103,0.2008355091383812
11091,0.0413981762917933
9611,0.0003647416413373
7492,0.099756838905775
10241,0.0003647416413373
11670,0.0003647416413373
7185,0.0003647416413373
474,0.059
1945,0.001
1903,0.15
7718,0.1768996960486322
1138,0.115
2377,0.048
9433,0.0003647416413373
9188,0.0003647416413373
7130,0.0003647416413373
7972,0.1619452887537994
131,0.043
10036,0.0426747720364741
3493,0.039
8412,0.0003647416413373
7762,0.0300911854103343
6804,0.0124012158054711
3993,0.0294516971279373
1593,0.177
673,0.034
5089,0.075195822454308
9431,0.0003647416413373
4426,0.0065796344647519
1478,0.101
7493,0.1508206686930091
4931,0.0733159268929503
3967,0.2547258485639686
9232,0.0003647416413373
3092,0.178
1774,0.104
6208,0.2891906005221932
2065,0.212
7933,0.0003647416413373
7313,0.0003647416413373
2572,0.011
1505,0.122
3034,0.002
11029,0.1340425531914893
4685,0.0712793733681462
8562,0.0003647416413373
5591,0.0285117493472584
4487,0.0051697127937336
2619,0.029
3663,0.0
10374,0.02790273556231
11754,0.0776899696048632
4730,0.0371279373368146
5823,0.1397389033942558
9754,0.0003647416413373
11593,0.0003647416413373
8187,0.000547112462006
7822,0.0514285714285714
3346,0.031
10597,0.0849848024316109
6798,0.0003647416413373
11510,0.0933738601823708
11815,0.0003647416413373
9057,0.0333738601823708
9549,0.2099088145896656
9583,0.007112462006079
9237,0.0003647416413373
794,0.218
7881,0.0169604863221884
10487,0.0003647416413373
8038,0.0003647416413373
8708,0.0003647416413373
8311,0.0729483282674772
6033,0.0134725848563968
6668,0.2356231003039513
7823,0.0601823708206686
8668,0.0003647416413373
3,0.256
10336,0.0003647416413373
2971,0.045
9554,0.2379939209726443
9771,0.0003647416413373
9034,0.000547112462006
10191,0.0003647416413373
3722,0.029
827,0.288
3145,0.151
6440,0.200790273556231
11583,0.0003647416413373
10508,0.08790273556231
6974,0.1285714285714285
5882,0.0234986945169712
2955,0.0
890,0.026
1063,0.003
9559,0.0226139817629179
5174,0.2566057441253263
11796,0.1891185410334346
8694,0.0568996960486322
193,0.022
2098,0.049
6117,0.037284595300261
5077,0.1594778067885117
3153,0.073
2968,0.075
4424,0.0183289817232375
1734,0.066
7537,0.1316717325227963
487,0.131
797,0.283
9420,0.0003647416413373
5638,0.0068929503916449
9311,0.046322188449848
3811,0.2810443864229764
9850,0.0003647416413373
9717,0.0003647416413373
1780,0.078
8405,0.1980547112462006
5032,0.2465796344647519
10389,0.0003647416413373
9275,0.0003647416413373
9300,0.1960486322188449
10623,0.0003647416413373
1779,0.156
3701,0.074
1369,0.127
862,0.152
6906,0.1626747720364741
6751,0.0003647416413373
5665,0.0368146214099216
10049,0.0003647416413373
9642,0.0911854103343465
3687,0.019
9450,0.2345288753799392
4848,0.0991644908616187
1306,0.016
1638,0.093
1787,0.004
11085,0.2618844984802431
7273,0.0003647416413373
6249,0.0061096605744125
10017,0.0133130699088145
10565,0.0346504559270516
7078,0.0003647416413373
5557,0.018485639686684
3692,0.055
6891,0.0003647416413373
1657,0.022
3064,0.044
5489,0.132219321148825
8996,0.0003647416413373
1728,0.023
9029,0.0722188449848024
6374,0.0158662613981762
8934,0.1510030395136778
5997,0.0050130548302872
10548,0.0324620060790273
2534,0.155
1247,0.024
138,0.035
747,0.085
5769,0.02177545691906
1273,0.114
554,0.023
4490,0.0358746736292428
752,0.154
5373,0.2318537859007832
8115,0.3060182370820669
3767,0.0584334203655352
3070,0.004
9997,0.0003647416413373
4855,0.0003133159268929
86,0.014
9952,0.0003647416413373
4199,0.1411488250652741
7381,0.1581155015197568
1188,0.277
6089,0.0255352480417754
306,0.135
8198,0.1511854103343465
1327,0.036
11524,0.0124012158054711
5295,0.1669973890339425
9681,0.0649240121580547
1423,0.274
256,0.024
7679,0.1398784194528875
1778,0.159
8485,0.2383586626139817
5542,0.0908616187989556
4003,0.1004177545691906
4639,0.0087728459530026
3044,0.022
5156,0.1228198433420365
892,0.023
10166,0.2591489361702128
6296,0.2019321148825064
9462,0.0713069908814589
3215,0.048
8478,0.0233434650455927
10236,0.0003647416413373
3474,0.032
6541,0.2390881458966565
5982,0.2832375979112271
7426,0.150273556231003
8872,0.0911854103343465
10887,0.1564741641337386
3280,0.14
2781,0.156
9890,0.26370820668693
9148,0.0003647416413373
8579,0.138966565349544
10122,0.1278419452887537
9134,0.0003647416413373
6890,0.0003647416413373
3610,0.027
11620,0.0124012158054711
6846,0.0003647416413373
11555,0.0466869300911854
7803,0.0003647416413373
11517,0.0523404255319148
7188,0.0045592705167173
2135,0.063
7521,0.0330091185410334
9954,0.0003647416413373
4555,0.0960313315926892
9560,0.0138601823708206
289,0.006
10644,0.1659574468085106
2493,0.009
11013,0.0003647416413373
9177,0.000547112462006
8142,0.0372036474164133
3513,0.188
11265,0.0729483282674772
4231,0.1044908616187989
5884,0.0073629242819843
6406,0.0003647416413373
9650,0.118176291793313
2402,0.105
11792,0.000547112462006
3258,0.003
854,0.049
1495,0.042
7715,0.1152583586626139
6742,0.0003647416413373
10533,0.0003647416413373
11671,0.0003647416413373
10173,0.0618237082066869
6577,0.1338601823708206
9682,0.1198176291793313
6985,0.0003647416413373
2084,0.21
295,0.117
10849,0.1336778115501519
4780,0.160261096605744
3104,0.038
468,0.007
10509,0.1353191489361702
9580,0.0003647416413373
2729,0.23
96,0.307
2927,0.161
9630,0.0089361702127659
5810,0.0170757180156657
5601,0.0067362924281984
5788,0.0610966057441253
3548,0.171
2045,0.032
6034,0.0032898172323759
11233,0.0114893617021276
3783,0.2418798955613576
7862,0.0682066869300911
2879,0.187
481,0.161
9041,0.0003647416413373
8808,0.000547112462006
3918,0.0614099216710182
9494,0.0920972644376899
8415,0.0003647416413373
2236,0.15
4609,0.0028198433420365
6383,0.3058358662613982
1147,0.058
2378,0.06
5398,0.2058485639686683
5559,0.0009399477806788
2623,0.033
8978,0.2648024316109422
5506,0.2431331592689294
8326,0.0003647416413373
1885,0.099
3555,0.013
7660,0.009483282674772
9618,0.0003647416413373
1614,0.068
10470,0.0206079027355623
9309,0.2206686930091185
6894,0.0003647416413373
1750,0.109
840,0.013
6331,0.212644376899696
4092,0.2504960835509138
518,0.11
8634,0.0711246200607902
26,0.005
7509,0.0003647416413373
6697,0.0003647416413373
9010,0.1198176291793313
9326,0.0003647416413373
5945,0.0744125326370757
6686,0.127112462006079
1696,0.164
4923,0.046840731070496
9958,0.0003647416413373
10835,0.1172644376899696
5568,0.2545691906005221
7501,0.0003647416413373
8592,0.0786018237082066
3276,0.0
10342,0.0003647416413373
8337,0.0570820668693009
9734,0.2751975683890577
1793,0.247
4722,0.0294516971279373
1192,0.113
7494,0.0685714285714285
4757,0.0021932114882506
11587,0.0003647416413373
5349,0.0791122715404699
9290,0.0003647416413373
5747,0.1377023498694516
6294,0.1579112271540469
2630,0.25
11774,0.0003647416413373
6032,0.0499738903394255
9705,0.000547112462006
9722,0.0003647416413373
3448,0.051
6164,0.0234986945169712
2650,0.161
3208,0.2
1223,0.01
5501,0.0657963446475195
759,0.015
10073,0.212644376899696
3554,0.023
6633,0.0315501519756838
134,0.056
11156,0.0003647416413373
780,0.127
365,0.297
11014,0.0003647416413373
9482,0.0003647416413373
7184,0.0003647416413373
8284,0.000547112462006
5687,0.0897650130548302
722,0.165
1092,0.0
9579,0.0003647416413373
9149,0.000547112462006
2403,0.107
9914,0.0003647416413373
5685,0.1514882506527415
6780,0.0620060790273556
8856,0.0003647416413373
