,Site,TempOut,OutHum,DewPt,WindSpeed,WindRun,WindChill,HeatIndex,THWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,P_GEN,Temp_Pressure_ratio,Humidity_Radiation_ratio
7530,Forest Road,18.4,85.0,15.9,4,2.0,18.4,18.9,18.9,747.6,0.0,0.0,255.0,10.97,0.030638297872340427,0.02461209202782236,0.3333333333333333
7531,Forest Road,19.7,82.0,16.5,4,2.0,19.7,20.4,20.4,747.8,0.0,0.0,515.0,22.15,0.025531914893617023,0.026343942230542927,0.15922330097087378
7532,Forest Road,19.6,80.0,16.0,5,2.5,19.6,20.2,20.2,748.1,0.0,0.0,254.0,10.92,0.03282674772036474,0.026199705921668228,0.31496062992125984
7533,Forest Road,20.4,74.0,15.6,3,1.5,20.4,20.9,20.9,748.2,0.0,0.0,216.0,9.29,0.1096048632218845,0.027265437048917398,0.3425925925925926
7534,Forest Road,19.9,74.0,15.2,4,2.0,19.9,20.4,20.4,748.5,0.0,0.0,157.0,6.75,0.5224924012158055,0.02658650634602538,0.4713375796178344
7535,Forest Road,19.9,74.0,15.2,3,1.5,19.9,20.4,20.4,748.7,0.0,0.0,208.0,8.95,0.06310030395136777,0.026579404300788027,0.3557692307692308
7536,Forest Road,21.9,65.0,15.1,3,1.5,21.9,22.0,22.0,748.7,0.0,0.0,466.0,20.04,0.04613981762917933,0.029250701215440093,0.13948497854077252
7537,Forest Road,19.6,75.0,15.0,4,2.0,19.6,19.9,19.9,749.1,0.0,0.0,141.0,6.06,0.13167173252279635,0.02616473101054599,0.5319148936170213
7538,Forest Road,19.2,77.0,15.0,2,1.0,19.2,19.6,19.6,749.4,0.0,0.0,175.0,7.53,0.007477203647416414,0.025620496397117692,0.44
7539,Forest Road,19.6,76.0,15.2,1,0.5,19.6,20.0,20.0,749.5,0.0,0.0,149.0,6.41,0.004741641337386018,0.026150767178118747,0.5100671140939598
7540,Forest Road,19.1,76.0,14.8,1,0.5,19.1,19.5,19.5,749.7,0.0,0.0,51.0,2.19,0.014407294832826748,0.02547685740963052,1.4901960784313726
7541,Forest Road,18.6,80.0,15.0,1,0.5,18.6,19.0,19.0,749.9,0.0,0.0,20.0,0.86,0.02006079027355623,0.02480330710761435,4.0
7542,Forest Road,18.3,79.0,14.6,1,0.5,18.3,18.7,18.7,749.9,0.0,0.0,32.0,1.38,0.008571428571428572,0.024403253767168957,2.46875
7543,Forest Road,18.4,79.0,14.7,1,0.5,18.4,18.7,18.7,750.0,0.0,0.0,48.0,2.06,0.022796352583586626,0.02453333333333333,1.6458333333333333
7544,Forest Road,17.6,75.0,13.1,3,1.5,17.6,17.6,17.6,750.3,0.0,0.0,37.0,1.59,0.008206686930091186,0.023457283753165404,2.027027027027027
7545,Forest Road,17.4,80.0,14.0,1,0.5,17.4,17.7,17.7,750.3,0.0,0.0,44.0,1.89,0.005835866261398176,0.023190723710515792,1.8181818181818181
7546,Forest Road,18.5,76.0,14.2,0,0.0,18.5,18.7,18.7,750.3,0.0,0.0,55.0,2.37,0.000547112462006079,0.024656803945088634,1.3818181818181818
7547,Forest Road,18.1,77.0,14.0,0,0.0,18.1,18.3,18.3,750.4,0.0,0.0,27.0,1.16,0.000364741641337386,0.024120469083155655,2.8518518518518516
7548,Forest Road,17.7,80.0,14.2,1,0.5,17.7,18.0,18.0,750.4,0.0,0.0,13.0,0.56,0.000364741641337386,0.023587420042643924,6.153846153846154
7549,Forest Road,17.6,80.0,14.1,0,0.0,17.6,17.8,17.8,750.5,0.0,0.0,5.0,0.22,0.000364741641337386,0.023451032644903398,16.0
7550,Forest Road,17.2,82.0,14.1,1,0.5,17.2,17.4,17.4,750.9,0.0,0.0,1.0,0.04,0.000364741641337386,0.02290584631775203,82.0
7551,Forest Road,17.2,84.0,14.4,1,0.5,17.2,17.4,17.4,750.9,0.0,0.0,0.0,0.0,0.000547112462006079,0.02290584631775203,inf
7552,Forest Road,17.4,84.0,14.7,0,0.0,17.4,17.7,17.7,750.9,0.0,0.0,0.0,0.0,0.000364741641337386,0.02317219336795845,inf
7553,Forest Road,17.3,84.0,14.6,1,0.5,17.3,17.6,17.6,750.7,0.0,0.0,0.0,0.0,0.000364741641337386,0.02304515785267084,inf
7554,Forest Road,16.8,84.0,14.1,2,1.0,16.8,16.9,16.9,750.7,0.0,0.0,0.0,0.0,0.000364741641337386,0.022379112828027174,inf
7555,Forest Road,16.4,85.0,13.9,2,1.0,16.4,16.6,16.6,750.7,0.0,0.0,0.0,0.0,0.000364741641337386,0.021846276808312238,inf
7556,Forest Road,16.2,88.0,14.2,2,1.0,16.2,16.4,16.4,750.7,0.0,0.0,0.0,0.0,0.000364741641337386,0.021579858798454775,inf
7557,Forest Road,15.8,90.0,14.2,3,1.5,15.8,16.0,16.0,750.5,0.0,0.0,0.0,0.0,0.000364741641337386,0.021052631578947368,inf
7558,Forest Road,15.7,91.0,14.2,2,1.0,15.7,15.8,15.8,750.4,0.25,0.0,0.0,0.0,0.000364741641337386,0.020922174840085288,inf
7559,Forest Road,15.7,91.0,14.3,1,0.5,15.7,15.9,15.9,750.4,0.0,0.0,0.0,0.0,0.000364741641337386,0.020922174840085288,inf
7560,Forest Road,15.9,92.0,14.6,1,0.5,15.9,16.1,16.1,750.1,0.0,0.0,0.0,0.0,0.000364741641337386,0.021197173710171976,inf
7561,Forest Road,15.8,92.0,14.5,0,0.0,15.8,16.1,16.1,749.9,0.0,0.0,0.0,0.0,0.000364741641337386,0.021069475930124017,inf
7562,Forest Road,15.8,91.0,14.4,0,0.0,15.8,16.1,16.1,749.9,0.0,0.0,0.0,0.0,0.000364741641337386,0.021069475930124017,inf
7563,Forest Road,15.7,93.0,14.5,1,0.5,15.7,15.9,15.9,749.8,0.0,0.0,0.0,0.0,0.000364741641337386,0.020938917044545213,inf
7564,Forest Road,16.0,91.0,14.5,0,0.0,16.0,16.2,16.2,749.7,0.0,0.0,0.0,0.0,0.000547112462006079,0.021341870081365878,inf
7565,Forest Road,16.3,91.0,14.9,0,0.0,16.3,16.6,16.6,749.7,0.0,0.0,0.0,0.0,0.0182370820668693,0.02174203014539149,inf
7566,Forest Road,16.1,90.0,14.4,0,0.0,16.1,16.3,16.3,749.6,0.0,0.0,6.0,0.26,0.018419452887537994,0.021478121664887943,15.0
7567,Forest Road,16.2,91.0,14.7,0,0.0,16.2,16.4,16.4,749.5,0.0,0.0,21.0,0.9,0.010212765957446808,0.021614409606404268,4.333333333333333
7568,Forest Road,16.3,89.0,14.5,0,0.0,16.3,16.5,16.5,749.6,0.0,0.0,35.0,1.51,0.030638297872340427,0.021744930629669156,2.5428571428571427
7569,Forest Road,16.2,89.0,14.4,0,0.0,16.2,16.4,16.4,749.7,0.0,0.0,40.0,1.72,0.05617021276595745,0.02160864345738295,2.225
7570,Forest Road,16.2,89.0,14.4,0,0.0,16.2,16.4,16.4,749.8,0.0,0.0,49.0,2.11,0.07513677811550151,0.02160576153640971,1.816326530612245
7571,Forest Road,16.3,88.0,14.3,1,0.5,16.3,16.4,16.4,749.8,0.0,0.0,96.0,4.13,0.05325227963525835,0.02173913043478261,0.9166666666666666
7572,Forest Road,16.7,87.0,14.5,1,0.5,16.7,16.9,16.9,749.7,0.0,0.0,142.0,6.11,0.0964741641337386,0.022275576897425636,0.6126760563380281
7573,Forest Road,16.8,86.0,14.5,1,0.5,16.8,17.1,17.1,749.6,0.0,0.0,130.0,5.59,0.06948328267477204,0.022411953041622197,0.6615384615384615
7574,Forest Road,16.6,84.0,13.9,2,1.0,16.6,16.8,16.8,749.7,0.0,0.0,137.0,5.89,0.0780547112462006,0.0221421902094171,0.6131386861313869
7575,Forest Road,15.9,86.0,13.5,2,1.0,15.9,16.0,16.0,749.8,0.25,0.0,130.0,5.59,0.14170212765957446,0.021205654841291013,0.6615384615384615
7576,Forest Road,16.3,84.0,13.6,0,0.0,16.3,16.4,16.4,749.9,0.25,0.0,129.0,5.55,0.10285714285714284,0.021736231497533006,0.6511627906976745
7577,Forest Road,17.0,83.0,14.1,0,0.0,17.0,17.2,17.2,750.0,0.25,0.0,238.0,10.24,0.07003039513677811,0.02266666666666667,0.3487394957983193
7578,Forest Road,16.8,83.0,13.9,1,0.5,16.8,17.0,17.0,750.5,0.0,0.0,281.0,12.08,0.15300911854103344,0.022385076615589607,0.29537366548042704
7579,Forest Road,16.7,84.0,13.9,2,1.0,16.7,16.8,16.8,750.5,0.0,0.0,253.0,10.88,0.1745288753799392,0.02225183211192538,0.33201581027667987
7580,Forest Road,16.6,78.0,12.7,1,0.5,16.6,16.6,16.6,750.6,0.0,0.0,189.0,8.13,0.18620060790273554,0.022115640820676793,0.4126984126984127
7581,Forest Road,17.2,72.0,12.1,2,1.0,17.2,17.1,17.1,750.7,0.0,0.0,370.0,15.91,0.4249240121580547,0.022911948847742104,0.1945945945945946
7582,Forest Road,17.1,74.0,12.4,2,1.0,17.1,17.0,17.0,750.8,0.0,0.0,293.0,12.6,0.466322188449848,0.022775705913692067,0.2525597269624573
7583,Forest Road,18.7,68.0,12.6,2,1.0,18.7,18.7,18.7,750.7,0.0,0.0,591.0,25.42,0.3366565349544073,0.024910083921673102,0.11505922165820642
7584,Forest Road,19.8,59.0,11.6,3,1.5,19.8,19.6,19.6,750.8,0.0,0.0,627.0,26.96,0.43148936170212765,0.026371870005327654,0.09409888357256778
7585,Forest Road,19.7,57.0,10.9,3,1.5,19.7,19.3,19.3,750.7,0.0,0.0,493.0,21.2,0.16395136778115502,0.026242173970960434,0.11561866125760649
7586,Forest Road,20.7,50.0,9.9,3,1.5,20.7,19.8,19.8,750.9,0.0,0.0,569.0,24.47,0.1508206686930091,0.027566919696364364,0.08787346221441125
7587,Forest Road,20.8,49.0,9.7,3,1.5,20.8,19.9,19.9,751.1,0.0,0.0,440.0,18.92,0.12145896656534955,0.02769271734788976,0.11136363636363636
7588,Forest Road,20.6,45.0,8.2,3,1.5,20.6,19.5,19.5,751.2,0.0,0.0,318.0,13.68,0.15975683890577508,0.02742279020234292,0.14150943396226415
7589,Forest Road,20.6,47.0,8.9,3,1.5,20.6,19.7,19.7,751.1,0.0,0.0,294.0,12.64,0.2936170212765958,0.02742644121954467,0.1598639455782313
7590,Forest Road,20.5,49.0,9.4,3,1.5,20.5,19.7,19.7,751.2,0.0,0.0,291.0,12.51,0.19969604863221885,0.027289669861554844,0.16838487972508592
7591,Forest Road,20.9,47.0,9.2,3,1.5,20.9,19.8,19.8,751.2,0.0,0.0,261.0,11.22,0.08699088145896657,0.02782215122470713,0.18007662835249041
7592,Forest Road,21.5,40.0,7.3,3,1.5,21.5,20.1,20.1,751.4,0.0,0.0,276.0,11.87,0.02480243161094225,0.028613255256853872,0.14492753623188406
7593,Forest Road,22.2,38.0,7.2,3,1.5,22.2,21.0,21.0,751.7,0.0,0.0,298.0,12.82,0.01933130699088146,0.029533058400957827,0.12751677852348994
7594,Forest Road,20.8,42.0,7.4,3,1.5,20.8,19.5,19.5,752.0,0.0,0.0,105.0,4.52,0.010759878419452886,0.027659574468085108,0.4
7595,Forest Road,20.4,45.0,8.1,1,0.5,20.4,19.3,19.3,752.2,0.0,0.0,47.0,2.02,0.000547112462006079,0.02712044668971018,0.9574468085106383
7596,Forest Road,20.8,47.0,9.1,1,0.5,20.8,19.8,19.8,752.6,0.0,0.0,66.0,2.84,0.000364741641337386,0.02763752325272389,0.7121212121212122
7597,Forest Road,19.5,49.0,8.5,1,0.5,19.5,18.7,18.7,753.1,0.0,0.0,25.0,1.08,0.000364741641337386,0.02589297570043819,1.96
7598,Forest Road,18.7,54.0,9.2,1,0.5,18.7,18.0,18.0,753.6,0.0,0.0,1.0,0.04,0.000364741641337386,0.024814225053078554,54.0
7599,Forest Road,16.7,62.0,9.4,4,2.0,16.7,16.2,16.2,754.0,0.0,0.0,0.0,0.0,0.000364741641337386,0.022148541114058354,inf
7600,Forest Road,16.4,60.0,8.6,3,1.5,16.4,15.7,15.7,754.2,0.0,0.0,0.0,0.0,0.000364741641337386,0.02174489525324847,inf
7601,Forest Road,16.7,58.0,8.4,2,1.0,16.7,16.0,16.0,754.6,0.0,0.0,0.0,0.0,0.000364741641337386,0.0221309302941956,inf
7602,Forest Road,16.1,63.0,9.1,1,0.5,16.1,15.6,15.6,754.9,0.0,0.0,0.0,0.0,0.000364741641337386,0.021327328122930193,inf
7603,Forest Road,15.6,69.0,9.9,1,0.5,15.6,15.2,15.2,755.2,0.0,0.0,0.0,0.0,0.000364741641337386,0.020656779661016946,inf
7604,Forest Road,15.2,73.0,10.4,1,0.5,15.2,14.9,14.9,755.4,0.0,0.0,0.0,0.0,0.000364741641337386,0.020121789780248873,inf
7605,Forest Road,15.0,75.0,10.6,0,0.0,15.0,14.7,14.7,755.6,0.0,0.0,0.0,0.0,0.000364741641337386,0.01985177342509264,inf
7606,Forest Road,14.4,78.0,10.6,0,0.0,14.4,14.2,14.2,755.8,0.0,0.0,0.0,0.0,0.000364741641337386,0.019052659433712624,inf
7607,Forest Road,14.1,79.0,10.5,1,0.5,14.1,13.9,13.9,756.0,0.0,0.0,0.0,0.0,0.000364741641337386,0.01865079365079365,inf
7608,Forest Road,13.8,80.0,10.4,1,0.5,13.8,13.7,13.7,756.2,0.0,0.0,0.0,0.0,0.000364741641337386,0.018249140439037293,inf
7609,Forest Road,13.4,80.0,10.1,0,0.0,13.4,13.3,13.3,756.4,0.0,0.0,0.0,0.0,0.000364741641337386,0.017715494447382338,inf
7610,Forest Road,13.2,80.0,9.8,0,0.0,13.2,13.1,13.1,756.6,0.0,0.0,0.0,0.0,0.000547112462006079,0.017446471054718474,inf
7611,Forest Road,13.0,80.0,9.6,0,0.0,13.0,12.8,12.8,756.8,0.0,0.0,0.0,0.0,0.000364741641337386,0.017177589852008457,inf
7612,Forest Road,12.9,81.0,9.7,0,0.0,12.9,12.7,12.7,757.1,0.0,0.0,0.0,0.0,0.005106382978723404,0.01703870030379078,inf
7613,Forest Road,12.7,80.0,9.3,0,0.0,12.7,12.5,12.5,757.4,0.0,0.0,2.0,0.09,0.01203647416413374,0.01676789015051492,40.0
7614,Forest Road,12.2,82.0,9.2,0,0.0,12.2,12.1,12.1,757.7,0.0,0.0,11.0,0.47,0.014042553191489362,0.01610135937706216,7.454545454545454
7615,Forest Road,12.3,84.0,9.7,0,0.0,12.3,12.3,12.3,758.0,0.0,0.0,20.0,0.86,0.017507598784194528,0.016226912928759895,4.2
7616,Forest Road,12.5,84.0,9.9,0,0.0,12.5,12.4,12.4,758.3,0.0,0.0,27.0,1.16,0.03209726443768997,0.016484241065541343,3.111111111111111
7617,Forest Road,13.3,81.0,10.1,0,0.0,13.3,13.2,13.2,758.4,0.0,0.0,84.0,3.61,0.06255319148936171,0.01753691983122363,0.9642857142857143
7618,Forest Road,14.4,77.0,10.5,1,0.5,14.4,14.2,14.2,758.6,0.0,0.0,40.0,1.72,0.1564741641337386,0.018982335881887687,1.925
7619,Forest Road,15.1,75.0,10.7,1,0.5,15.1,14.8,14.8,758.7,0.0,0.0,51.0,2.19,0.20224924012158055,0.019902464742322393,1.4705882352941178
7620,Forest Road,16.1,71.0,10.8,2,1.0,16.1,15.8,15.8,758.9,0.0,0.0,62.0,2.67,0.2235866261398176,0.0212149163262617,1.1451612903225807
7621,Forest Road,16.8,68.0,10.9,2,1.0,16.8,16.6,16.6,758.9,0.0,0.0,59.0,2.54,0.346322188449848,0.0221373039926209,1.152542372881356
7622,Forest Road,17.9,61.0,10.3,2,1.0,17.9,17.5,17.5,759.0,0.0,0.0,118.0,5.07,0.2591489361702128,0.023583662714097495,0.5169491525423728
7623,Forest Road,18.4,58.0,10.0,2,1.0,18.4,17.9,17.9,759.0,0.0,0.0,442.0,19.01,0.396838905775076,0.02424242424242424,0.13122171945701358
7624,Forest Road,18.7,57.0,10.0,3,1.5,18.7,18.2,18.2,759.1,0.0,0.0,687.0,29.54,0.4181762917933131,0.024634435515742324,0.08296943231441048
7625,Forest Road,19.4,54.0,9.8,4,2.0,19.4,18.8,18.8,759.2,0.0,0.0,707.0,30.4,0.08024316109422493,0.02555321390937829,0.07637906647807638
7626,Forest Road,19.8,51.0,9.4,3,1.5,19.8,19.2,19.2,759.2,0.0,0.0,783.0,33.67,0.4513677811550152,0.026080084299262382,0.06513409961685823
7627,Forest Road,20.0,51.0,9.6,4,2.0,20.0,19.3,19.3,759.2,0.0,0.0,588.0,25.29,0.22814589665653492,0.026343519494204423,0.08673469387755102
7628,Forest Road,20.5,49.0,9.4,3,1.5,20.5,19.7,19.7,759.2,0.0,0.0,500.0,21.5,0.46158054711246205,0.027002107481559536,0.098
7629,Forest Road,20.4,55.0,11.1,3,1.5,20.4,19.9,19.9,759.2,0.0,0.0,518.0,22.28,0.5374468085106383,0.026870389884088512,0.10617760617760617
7630,Forest Road,20.7,55.0,11.4,3,1.5,20.7,20.1,20.1,759.1,0.0,0.0,689.0,29.63,0.48820668693009117,0.027269134501383217,0.07982583454281568
7631,Forest Road,21.7,50.0,10.8,3,1.5,21.7,21.0,21.0,759.1,0.0,0.0,887.0,38.15,0.5004255319148937,0.02858648399420366,0.05636978579481398
7632,Forest Road,21.7,51.0,11.1,4,2.0,21.7,20.9,20.9,758.9,0.0,0.0,906.0,38.96,0.40577507598784196,0.028594017657135328,0.056291390728476824
7633,Forest Road,21.9,52.0,11.6,4,2.0,21.9,21.3,21.3,758.9,0.0,0.0,789.0,33.93,0.3082066869300912,0.028857556990380815,0.06590621039290241
7634,Forest Road,21.6,54.0,11.9,4,2.0,21.6,21.0,21.0,758.9,0.0,0.0,787.0,33.85,0.1697872340425532,0.028462247990512588,0.06861499364675985
7635,Forest Road,21.2,56.0,12.0,3,1.5,21.2,20.5,20.5,758.8,0.0,0.0,536.0,23.05,0.0756838905775076,0.0279388508170796,0.1044776119402985
7636,Forest Road,20.8,59.0,12.5,3,1.5,20.8,20.4,20.4,758.9,0.0,0.0,376.0,16.17,0.07531914893617021,0.027408090657530637,0.15691489361702127
7637,Forest Road,20.1,61.0,12.3,3,1.5,20.1,19.9,19.9,758.6,0.0,0.0,169.0,7.27,0.06693009118541034,0.02649617716846823,0.3609467455621302
7638,Forest Road,20.1,60.0,12.0,2,1.0,20.1,19.9,19.9,758.6,0.0,0.0,146.0,6.28,0.05416413373860182,0.02649617716846823,0.410958904109589
7639,Forest Road,20.3,60.0,12.3,3,1.5,20.3,20.1,20.1,758.6,0.0,0.0,234.0,10.06,0.036656534954407294,0.026759820722383337,0.2564102564102564
7640,Forest Road,19.8,61.0,12.1,3,1.5,19.8,19.7,19.7,758.5,0.0,0.0,132.0,5.68,0.0339209726443769,0.026104152933421228,0.4621212121212121
7641,Forest Road,19.7,57.0,10.9,2,1.0,19.7,19.3,19.3,758.7,0.0,0.0,76.0,3.27,0.0182370820668693,0.025965467246606033,0.75
7642,Forest Road,19.8,58.0,11.3,1,0.5,19.8,19.6,19.6,758.9,0.0,0.0,74.0,3.18,0.010759878419452886,0.026090393991303203,0.7837837837837838
7643,Forest Road,18.9,60.0,11.0,1,0.5,18.9,18.5,18.5,758.9,0.0,0.0,68.0,2.92,0.000547112462006079,0.02490446699169851,0.8823529411764706
7644,Forest Road,18.7,62.0,11.3,1,0.5,18.7,18.4,18.4,758.9,0.0,0.0,39.0,1.68,0.000364741641337386,0.024640927658453025,1.5897435897435896
7645,Forest Road,18.1,65.0,11.4,1,0.5,18.1,17.8,17.8,759.1,0.0,0.0,21.0,0.9,0.000364741641337386,0.02384402582005006,3.0952380952380953
7646,Forest Road,18.2,65.0,11.5,0,0.0,18.2,18.1,18.1,759.1,0.0,0.0,3.0,0.13,0.000364741641337386,0.023975760769332104,21.666666666666668
7647,Forest Road,18.2,66.0,11.7,0,0.0,18.2,18.0,18.0,759.1,0.0,0.0,0.0,0.0,0.000364741641337386,0.023975760769332104,inf
7648,Forest Road,18.1,66.0,11.7,0,0.0,18.1,17.9,17.9,759.0,0.0,0.0,0.0,0.0,0.000364741641337386,0.023847167325428197,inf
7649,Forest Road,17.3,68.0,11.3,0,0.0,17.3,17.1,17.1,759.1,0.0,0.0,0.0,0.0,0.000364741641337386,0.022790146225793704,inf
7650,Forest Road,16.9,70.0,11.4,0,0.0,16.9,16.7,16.7,759.2,0.0,0.0,0.0,0.0,0.000364741641337386,0.022260273972602735,inf
7651,Forest Road,17.1,71.0,11.8,0,0.0,17.1,16.9,16.9,759.3,0.0,0.0,0.0,0.0,0.000364741641337386,0.022520742789411304,inf
7652,Forest Road,17.0,71.0,11.7,0,0.0,17.0,16.8,16.8,759.2,0.0,0.0,0.0,0.0,0.000364741641337386,0.02239199157007376,inf
7653,Forest Road,16.1,74.0,11.4,0,0.0,16.1,15.8,15.8,759.3,0.0,0.0,0.0,0.0,0.000547112462006079,0.02120374028710655,inf
7654,Forest Road,15.8,76.0,11.6,0,0.0,15.8,15.6,15.6,759.2,0.0,0.0,0.0,0.0,0.000364741641337386,0.020811380400421495,inf
7655,Forest Road,15.3,77.0,11.3,0,0.0,15.3,15.2,15.2,759.1,0.0,0.0,0.0,0.0,0.000364741641337386,0.020155447240152814,inf
7656,Forest Road,15.1,78.0,11.2,0,0.0,15.1,14.9,14.9,758.8,0.0,0.0,0.0,0.0,0.000364741641337386,0.019899841855561415,inf
7657,Forest Road,14.6,79.0,11.0,0,0.0,14.6,14.4,14.4,758.7,0.0,0.0,0.0,0.0,0.000364741641337386,0.019243442730987215,inf
7658,Forest Road,13.4,81.0,10.2,0,0.0,13.4,13.2,13.2,758.6,0.0,0.0,0.0,0.0,0.000364741641337386,0.017664118112312156,inf
7659,Forest Road,12.8,85.0,10.4,0,0.0,12.8,12.8,12.8,758.4,0.0,0.0,0.0,0.0,0.000364741641337386,0.01687763713080169,inf
7660,Forest Road,13.2,83.0,10.3,0,0.0,13.2,13.1,13.1,758.4,0.0,0.0,0.0,0.0,0.009483282674772036,0.01740506329113924,inf
7661,Forest Road,12.7,83.0,9.9,0,0.0,12.7,12.6,12.6,758.5,0.0,0.0,1.0,0.04,0.011124620060790274,0.016743572841133817,83.0
7662,Forest Road,12.6,84.0,9.9,0,0.0,12.6,12.5,12.5,758.5,0.0,0.0,16.0,0.69,0.013313069908814588,0.016611733684904414,5.25
7663,Forest Road,12.3,86.0,10.0,0,0.0,12.3,12.2,12.2,758.6,0.0,0.0,36.0,1.55,0.017689969604863222,0.016214078565779066,2.388888888888889
7664,Forest Road,12.6,86.0,10.3,0,0.0,12.6,12.5,12.5,758.6,0.0,0.0,26.0,1.12,0.04541033434650456,0.016609543896651726,3.3076923076923075
7665,Forest Road,13.3,84.0,10.6,0,0.0,13.3,13.2,13.2,758.7,0.0,0.0,64.0,2.75,0.058541033434650454,0.01752998550151575,1.3125
7666,Forest Road,13.8,82.0,10.8,1,0.5,13.8,13.7,13.7,758.8,0.0,0.0,46.0,1.98,0.10085106382978724,0.01818661043753295,1.7826086956521738
7667,Forest Road,14.6,78.0,10.8,2,1.0,14.6,14.4,14.4,758.7,0.0,0.0,62.0,2.67,0.15738601823708206,0.019243442730987215,1.2580645161290323
7668,Forest Road,15.2,76.0,11.0,1,0.5,15.2,15.0,15.0,758.7,0.0,0.0,78.0,3.35,0.1876595744680851,0.020034269144589428,0.9743589743589743
7669,Forest Road,15.8,73.0,11.0,2,1.0,15.8,15.6,15.6,758.6,0.0,0.0,112.0,4.82,0.29343465045592704,0.020827840759293434,0.6517857142857143
7670,Forest Road,16.7,69.0,11.0,2,1.0,16.7,16.4,16.4,758.5,0.0,0.0,160.0,6.88,0.3412158054711246,0.02201713909030982,0.43125
7671,Forest Road,17.6,65.0,10.9,2,1.0,17.6,17.3,17.3,758.4,0.0,0.0,387.0,16.64,0.21975683890577508,0.023206751054852322,0.16795865633074936
7672,Forest Road,18.9,59.0,10.8,2,1.0,18.9,18.5,18.5,758.3,0.0,0.0,675.0,29.03,0.21720364741641338,0.02492417249109851,0.0874074074074074
7673,Forest Road,19.4,56.0,10.4,2,1.0,19.4,18.9,18.9,758.1,0.0,0.0,614.0,26.41,0.15063829787234043,0.025590291518269356,0.09120521172638436
7674,Forest Road,19.7,54.0,10.1,2,1.0,19.7,19.1,19.1,758.1,0.0,0.0,678.0,29.16,0.2795744680851064,0.025986017675768365,0.07964601769911504
7675,Forest Road,20.5,53.0,10.6,2,1.0,20.5,19.9,19.9,758.0,0.0,0.0,638.0,27.44,0.11835866261398177,0.02704485488126649,0.08307210031347963
7676,Forest Road,20.8,49.0,9.7,2,1.0,20.8,19.9,19.9,757.9,0.0,0.0,663.0,28.51,0.09045592705167173,0.027444253859348202,0.07390648567119155
7677,Forest Road,20.9,48.0,9.5,2,1.0,20.9,19.9,19.9,757.9,0.0,0.0,420.0,18.06,0.11927051671732523,0.027576197387518143,0.11428571428571428
7678,Forest Road,20.1,53.0,10.2,2,1.0,20.1,19.6,19.6,757.7,0.0,0.0,195.0,8.39,0.12583586626139817,0.02652764946548766,0.2717948717948718
7679,Forest Road,19.9,52.0,9.7,2,1.0,19.9,19.3,19.3,757.7,0.0,0.0,207.0,8.9,0.13987841945288754,0.026263692754388276,0.25120772946859904
7680,Forest Road,20.2,49.0,9.1,2,1.0,20.2,19.4,19.4,757.6,0.0,0.0,244.0,10.49,0.1382370820668693,0.02666314677930306,0.20081967213114754
7681,Forest Road,20.5,49.0,9.4,2,1.0,20.5,19.7,19.7,757.5,0.0,0.0,267.0,11.48,0.15173252279635258,0.02706270627062706,0.18352059925093633
7682,Forest Road,21.0,48.0,9.6,1,0.5,21.0,20.0,20.0,757.4,0.0,0.0,306.0,13.16,0.12364741641337387,0.027726432532347505,0.1568627450980392
7683,Forest Road,20.9,48.0,9.5,2,1.0,20.9,19.9,19.9,757.1,0.0,0.0,280.0,12.04,0.2522188449848024,0.02760533615110289,0.17142857142857143
7684,Forest Road,20.7,49.0,9.6,2,1.0,20.7,19.8,19.8,757.1,0.0,0.0,244.0,10.49,0.05069908814589666,0.027341170254920086,0.20081967213114754
7685,Forest Road,21.2,50.0,10.3,2,1.0,21.2,20.2,20.2,757.1,0.0,0.0,344.0,14.79,0.054346504559270516,0.028001584995377096,0.14534883720930233
7686,Forest Road,19.5,65.0,12.7,2,1.0,19.5,19.5,19.5,757.5,0.0,0.0,159.0,6.84,0.03556231003039514,0.02574257425742574,0.4088050314465409
7687,Forest Road,18.6,68.0,12.6,3,1.5,18.6,18.6,18.6,757.6,0.0,0.0,119.0,5.12,0.041945288753799395,0.024551214361140446,0.5714285714285714
7688,Forest Road,18.3,72.0,13.1,1,0.5,18.3,18.3,18.3,757.7,0.0,0.0,103.0,4.43,0.05580547112462006,0.024152039065593243,0.6990291262135923
7689,Forest Road,17.6,71.0,12.3,1,0.5,17.6,17.5,17.5,757.8,0.0,0.0,87.0,3.74,0.018784194528875378,0.023225125362892587,0.8160919540229885
7690,Forest Road,17.9,70.0,12.3,0,0.0,17.9,17.8,17.8,757.9,0.0,0.0,121.0,5.2,0.000547112462006079,0.023617891542419844,0.5785123966942148
7691,Forest Road,17.8,74.0,13.1,0,0.0,17.8,17.9,17.9,758.3,0.0,0.0,92.0,3.96,0.000364741641337386,0.023473559277330875,0.8043478260869565
7692,Forest Road,17.9,75.0,13.4,0,0.0,17.9,18.1,18.1,758.5,0.0,0.0,24.0,1.03,0.000364741641337386,0.02359920896506262,3.125
7693,Forest Road,17.6,74.0,12.9,0,0.0,17.6,17.6,17.6,758.8,0.0,0.0,2.0,0.09,0.000364741641337386,0.023194517659462312,37.0
7694,Forest Road,16.6,76.0,12.4,0,0.0,16.6,16.6,16.6,759.0,0.0,0.0,0.0,0.0,0.000364741641337386,0.02187088274044796,inf
7695,Forest Road,16.8,76.0,12.5,0,0.0,16.8,16.7,16.7,759.0,0.0,0.0,0.0,0.0,0.000364741641337386,0.022134387351778657,inf
