,Site,TempOut,OutHum,DewPt,WindSpeed,WindRun,WindChill,HeatIndex,THWIndex,Bar,Rain,RainRate,SolarRad,SolarEnergy,P_GEN,Temp_Pressure_ratio,Humidity_Radiation_ratio
2339,YMCA,21.3,71.0,15.8,0,0.0,21.3,21.4,21.4,760.0,0.0,0.0,204.0,8.77,0.075,0.028026315789473684,0.3480392156862745
2340,YMCA,21.1,71.0,15.6,0,0.0,21.1,21.2,21.2,759.8,0.0,0.0,286.0,12.3,0.021,0.02777046591208213,0.24825174825174826
2341,YMCA,21.4,66.0,14.8,1,0.5,21.4,21.4,21.4,759.7,0.0,0.0,528.0,22.71,0.01,0.02816901408450704,0.125
2342,YMCA,20.9,67.0,14.6,1,0.5,20.9,20.9,20.9,759.6,0.0,0.0,448.0,19.27,0.008,0.027514481305950498,0.14955357142857142
2343,YMCA,20.7,66.0,14.1,1,0.5,20.7,20.7,20.7,759.5,0.0,0.0,400.0,17.2,0.007,0.02725477287689269,0.165
2344,YMCA,20.4,70.0,14.7,1,0.5,20.4,20.7,20.7,759.5,0.0,0.0,126.0,5.42,0.004,0.026859776168531926,0.5555555555555556
2345,YMCA,19.5,71.0,14.1,1,0.5,19.5,19.8,19.8,759.4,0.0,0.0,190.0,8.17,0.001,0.025678166973926785,0.3736842105263158
2346,YMCA,13.0,96.0,12.4,0,0.0,13.0,13.1,13.1,757.9,0.0,0.0,6.0,0.26,0.009,0.017152658662092625,16.0
2347,YMCA,13.3,96.0,12.7,0,0.0,13.3,13.4,13.4,757.8,0.0,0.0,27.0,1.16,0.087,0.01755080496173133,3.5555555555555554
2348,YMCA,14.3,96.0,13.7,0,0.0,14.3,14.5,14.5,757.8,0.0,0.0,59.0,2.54,0.134,0.018870414357350228,1.6271186440677967
2349,YMCA,15.2,95.0,14.4,0,0.0,15.2,15.4,15.4,757.8,0.0,0.0,139.0,5.98,0.213,0.020058062813407232,0.6834532374100719
2350,YMCA,16.5,92.0,15.2,0,0.0,16.5,16.8,16.8,757.8,0.0,0.0,246.0,10.58,0.13,0.021773555027711798,0.37398373983739835
2351,YMCA,17.4,87.0,15.3,0,0.0,17.4,17.8,17.8,757.9,0.0,0.0,183.0,7.87,0.224,0.022958173901570126,0.47540983606557374
2352,YMCA,18.3,81.0,15.0,0,0.0,18.3,18.7,18.7,758.0,0.0,0.0,228.0,9.81,0.094,0.024142480211081795,0.35526315789473684
2353,YMCA,18.2,81.0,14.9,1,0.5,18.2,18.6,18.6,758.1,0.0,0.0,173.0,7.44,0.167,0.024007386888273315,0.4682080924855491
2354,YMCA,19.2,74.0,14.4,1,0.5,19.2,19.4,19.4,758.0,0.0,0.0,291.0,12.51,0.176,0.025329815303430078,0.2542955326460481
2355,YMCA,19.8,73.0,14.9,1,0.5,19.8,20.2,20.2,757.8,0.0,0.0,309.0,13.29,0.124,0.02612826603325416,0.23624595469255663
2356,YMCA,19.9,72.0,14.7,1,0.5,19.9,20.3,20.3,757.6,0.0,0.0,325.0,13.98,0.134,0.026267159450897568,0.22153846153846155
2357,YMCA,20.4,71.0,15.0,1,0.5,20.4,20.7,20.7,757.4,0.0,0.0,366.0,15.74,0.114,0.026934248745709002,0.19398907103825136
2358,YMCA,20.7,70.0,15.0,0,0.0,20.7,20.8,20.8,757.4,0.0,0.0,339.0,14.58,0.07,0.027330340639028256,0.20648967551622419
2359,YMCA,20.2,68.0,14.1,0,0.0,20.2,20.4,20.4,757.2,0.0,0.0,212.0,9.12,0.066,0.02667723190702588,0.32075471698113206
2360,YMCA,20.0,71.0,14.6,1,0.5,20.0,20.4,20.4,757.1,0.0,0.0,225.0,9.68,0.107,0.02641658961828028,0.31555555555555553
2361,YMCA,20.4,69.0,14.6,1,0.5,20.4,20.6,20.6,756.9,0.0,0.0,300.0,12.9,0.107,0.026952041220768923,0.23
2362,YMCA,20.8,67.0,14.4,0,0.0,20.8,20.8,20.8,756.8,0.0,0.0,277.0,11.91,0.108,0.027484143763213533,0.24187725631768953
2363,YMCA,20.8,66.0,14.2,1,0.5,20.8,20.8,20.8,756.7,0.0,0.0,231.0,9.93,0.072,0.027487775868904454,0.2857142857142857
2364,YMCA,21.1,64.0,14.0,0,0.0,21.1,20.9,20.9,756.6,0.0,0.0,303.0,13.03,0.066,0.02788791964049696,0.21122112211221122
2365,YMCA,20.7,64.0,13.6,1,0.5,20.7,20.6,20.6,756.5,0.0,0.0,272.0,11.7,0.027,0.027362855254461336,0.23529411764705882
2366,YMCA,21.9,61.0,14.1,0,0.0,21.9,21.8,21.8,756.4,0.0,0.0,393.0,16.9,0.037,0.028952934955050236,0.15521628498727735
2367,YMCA,20.8,62.0,13.3,1,0.5,20.8,20.6,20.6,756.3,0.0,0.0,309.0,13.29,0.012,0.02750231389660188,0.20064724919093851
2368,YMCA,20.4,65.0,13.6,1,0.5,20.4,20.4,20.4,756.2,0.0,0.0,129.0,5.55,0.015,0.026976990214229037,0.5038759689922481
2369,YMCA,20.0,67.0,13.7,0,0.0,20.0,20.2,20.2,756.3,0.0,0.0,127.0,5.46,0.002,0.026444532592886424,0.5275590551181102
2370,YMCA,15.8,90.0,14.1,0,0.0,15.8,15.9,15.9,755.6,0.0,0.0,17.0,0.73,0.0,0.020910534674430915,5.294117647058823
2371,YMCA,15.8,90.0,14.2,0,0.0,15.8,16.0,16.0,755.8,0.0,0.0,28.0,1.2,0.001,0.02090500132310135,3.2142857142857144
2372,YMCA,15.8,90.0,14.2,0,0.0,15.8,16.0,16.0,755.8,0.0,0.0,31.0,1.33,0.0,0.02090500132310135,2.903225806451613
2373,YMCA,15.9,90.0,14.3,0,0.0,15.9,16.2,16.2,756.0,0.0,0.0,30.0,1.29,0.006,0.021031746031746033,3.0
2374,YMCA,15.8,90.0,14.2,0,0.0,15.8,16.0,16.0,756.0,0.0,0.0,42.0,1.81,0.024,0.0208994708994709,2.142857142857143
2375,YMCA,15.9,90.0,14.3,0,0.0,15.9,16.2,16.2,756.1,0.0,0.0,81.0,3.48,0.034,0.02102896442269541,1.1111111111111112
2376,YMCA,16.2,89.0,14.4,0,0.0,16.2,16.4,16.4,756.1,0.0,0.0,109.0,4.69,0.042,0.02142573733633117,0.8165137614678899
2377,YMCA,16.6,88.0,14.6,0,0.0,16.6,16.8,16.8,755.8,0.0,0.0,135.0,5.81,0.048,0.021963482402752053,0.6518518518518519
2378,YMCA,16.9,86.0,14.6,0,0.0,16.9,17.2,17.2,755.8,0.0,0.0,158.0,6.79,0.06,0.022360412807621063,0.5443037974683544
2379,YMCA,17.3,85.0,14.7,0,0.0,17.3,17.6,17.6,755.8,0.0,0.0,182.0,7.83,0.077,0.022889653347446418,0.46703296703296704
2380,YMCA,17.7,83.0,14.8,0,0.0,17.7,18.0,18.0,755.7,0.0,0.0,220.0,9.46,0.09,0.023421992854307263,0.37727272727272726
2381,YMCA,17.9,82.0,14.8,1,0.5,17.9,18.3,18.3,755.6,0.0,0.0,261.0,11.22,0.1,0.02368978295394388,0.31417624521072796
2382,YMCA,18.7,81.0,15.3,0,0.0,18.7,19.1,19.1,755.5,0.0,0.0,280.0,12.04,0.11,0.02475181998676373,0.2892857142857143
2383,YMCA,18.8,79.0,15.1,1,0.5,18.8,19.3,19.3,755.4,0.0,0.0,306.0,13.16,0.113,0.024887476833465715,0.2581699346405229
2384,YMCA,19.2,78.0,15.3,1,0.5,19.2,19.7,19.7,755.2,0.0,0.0,328.0,14.11,0.104,0.02542372881355932,0.23780487804878048
2385,YMCA,20.1,75.0,15.5,0,0.0,20.1,20.6,20.6,755.1,0.0,0.0,317.0,13.63,0.087,0.026618990862137468,0.23659305993690852
2386,YMCA,20.3,74.0,15.5,0,0.0,20.3,20.8,20.8,755.0,0.0,0.0,305.0,13.12,0.062,0.02688741721854305,0.24262295081967214
2387,YMCA,20.3,73.0,15.3,1,0.5,20.3,20.8,20.8,755.0,0.0,0.0,291.0,12.51,0.042,0.02688741721854305,0.2508591065292096
2388,YMCA,19.9,74.0,15.2,0,0.0,19.9,20.4,20.4,755.0,0.0,0.0,189.0,8.13,0.037,0.026357615894039732,0.3915343915343915
2389,YMCA,19.7,73.0,14.7,0,0.0,19.7,20.1,20.1,754.9,0.0,0.0,141.0,6.06,0.029,0.026096171678367995,0.5177304964539007
2390,YMCA,19.7,73.0,14.7,0,0.0,19.7,20.1,20.1,754.8,0.0,0.0,112.0,4.82,0.012,0.02609962904080551,0.6517857142857143
2391,YMCA,20.1,72.0,14.9,0,0.0,20.1,20.5,20.5,754.8,0.0,0.0,128.0,5.5,0.001,0.02662957074721781,0.5625
2392,YMCA,14.3,93.0,13.2,0,0.0,14.3,14.4,14.4,754.5,0.0,0.0,22.0,0.95,0.002,0.01895294897282969,4.2272727272727275
2393,YMCA,14.7,91.0,13.2,0,0.0,14.7,14.8,14.8,754.5,0.0,0.0,34.0,1.46,0.008,0.019483101391650097,2.676470588235294
2394,YMCA,15.1,92.0,13.8,0,0.0,15.1,15.2,15.2,754.6,0.0,0.0,47.0,2.02,0.008,0.020010601643254702,1.9574468085106382
2395,YMCA,15.4,92.0,14.1,0,0.0,15.4,15.6,15.6,754.7,0.0,0.0,47.0,2.02,0.027,0.020405459122830264,1.9574468085106382
2396,YMCA,15.6,91.0,14.1,0,0.0,15.6,15.8,15.8,754.8,0.0,0.0,105.0,4.52,0.049,0.020667726550079493,0.8666666666666667
2397,YMCA,16.2,90.0,14.6,0,0.0,16.2,16.4,16.4,754.7,0.0,0.0,136.0,5.85,0.04,0.0214654829733669,0.6617647058823529
2398,YMCA,16.9,86.0,14.6,0,0.0,16.9,17.2,17.2,754.7,0.0,0.0,116.0,4.99,0.032,0.022393003842586454,0.7413793103448276
2399,YMCA,17.3,86.0,15.0,0,0.0,17.3,17.7,17.7,754.6,0.0,0.0,118.0,5.07,0.058,0.022926053538298435,0.7288135593220338
2400,YMCA,17.6,85.0,15.0,0,0.0,17.6,17.9,17.9,754.4,0.0,0.0,179.0,7.7,0.117,0.02332979851537646,0.4748603351955307
2401,YMCA,18.3,78.0,14.4,0,0.0,18.3,18.6,18.6,754.4,0.0,0.0,278.0,11.96,0.092,0.024257688229056204,0.2805755395683453
2402,YMCA,19.0,74.0,14.3,0,0.0,19.0,19.3,19.3,754.4,0.0,0.0,248.0,10.67,0.105,0.02518557794273595,0.29838709677419356
2403,YMCA,19.4,73.0,14.5,0,0.0,19.4,19.8,19.8,754.2,0.0,0.0,301.0,12.94,0.107,0.025722619994696362,0.2425249169435216
2404,YMCA,20.0,71.0,14.6,0,0.0,20.0,20.4,20.4,754.2,0.0,0.0,309.0,13.29,0.093,0.026518164942985943,0.2297734627831715
2405,YMCA,19.9,70.0,14.3,0,0.0,19.9,20.2,20.2,754.0,0.0,0.0,256.0,11.01,0.11,0.02639257294429708,0.2734375
2406,YMCA,20.2,69.0,14.3,0,0.0,20.2,20.4,20.4,753.9,0.0,0.0,282.0,12.13,0.085,0.026794004509881945,0.24468085106382978
2407,YMCA,20.6,67.0,14.2,0,0.0,20.6,20.6,20.6,754.0,0.0,0.0,253.0,10.88,0.061,0.027320954907161805,0.2648221343873518
2408,YMCA,20.1,69.0,14.2,0,0.0,20.1,20.3,20.3,753.9,0.0,0.0,159.0,6.84,0.036,0.026661360923199366,0.4339622641509434
2409,YMCA,19.9,71.0,14.5,0,0.0,19.9,20.3,20.3,753.9,0.0,0.0,140.0,6.02,0.03,0.026396073749834194,0.5071428571428571
2410,YMCA,20.2,71.0,14.7,0,0.0,20.2,20.5,20.5,753.9,0.0,0.0,180.0,7.74,0.033,0.026794004509881945,0.39444444444444443
2411,YMCA,20.6,68.0,14.4,0,0.0,20.6,20.7,20.7,753.8,0.0,0.0,165.0,7.1,0.026,0.02732820376757761,0.4121212121212121
2412,YMCA,20.5,69.0,14.6,0,0.0,20.5,20.7,20.7,753.8,0.0,0.0,150.0,6.45,0.003,0.027195542584239854,0.46
2413,YMCA,10.6,94.0,9.6,0,0.0,10.6,10.8,10.8,754.6,0.0,0.0,4.0,0.17,0.009,0.014047177312483434,23.5
2414,YMCA,10.6,94.0,9.6,0,0.0,10.6,10.8,10.8,754.8,0.0,0.0,26.0,1.12,0.054,0.014043455219925808,3.6153846153846154
2415,YMCA,10.4,94.0,9.5,0,0.0,10.4,10.7,10.7,755.1,0.0,0.0,62.0,2.67,0.099,0.013773010197324858,1.5161290322580645
2416,YMCA,11.7,96.0,11.1,0,0.0,11.7,11.8,11.8,755.1,0.0,0.0,122.0,5.25,0.118,0.015494636471990463,0.7868852459016393
2417,YMCA,13.3,94.0,12.3,0,0.0,13.3,13.4,13.4,755.2,0.0,0.0,179.0,7.7,0.042,0.01761122881355932,0.5251396648044693
2418,YMCA,13.2,94.0,12.3,0,0.0,13.2,13.3,13.3,755.3,0.0,0.0,126.0,5.42,0.106,0.017476499404210248,0.746031746031746
2419,YMCA,14.6,93.0,13.4,0,0.0,14.6,14.7,14.7,755.3,0.0,0.0,231.0,9.93,0.166,0.01933006752283861,0.4025974025974026
2420,YMCA,16.2,90.0,14.5,0,0.0,16.2,16.4,16.4,755.4,0.0,0.0,318.0,13.68,0.262,0.021445591739475776,0.2830188679245283
2421,YMCA,17.8,83.0,14.9,0,0.0,17.8,18.1,18.1,755.3,0.0,0.0,427.0,18.36,0.265,0.023566794651132005,0.19437939110070257
2422,YMCA,19.0,80.0,15.5,0,0.0,19.0,19.5,19.5,755.3,0.0,0.0,523.0,22.49,0.261,0.025155567324242026,0.15296367112810708
2423,YMCA,19.7,77.0,15.6,0,0.0,19.7,20.3,20.3,755.3,0.0,0.0,560.0,24.08,0.252,0.026082351383556204,0.1375
2424,YMCA,19.4,79.0,15.7,0,0.0,19.4,19.9,19.9,755.3,0.0,0.0,610.0,26.23,0.238,0.025685158215278697,0.12950819672131147
2425,YMCA,19.3,78.0,15.4,0,0.0,19.3,19.8,19.8,755.4,0.0,0.0,589.0,25.33,0.222,0.025549377813079165,0.13242784380305603
2426,YMCA,19.3,78.0,15.4,0,0.0,19.3,19.8,19.8,755.4,0.0,0.0,620.0,26.66,0.203,0.025549377813079165,0.12580645161290321
2427,YMCA,19.8,76.0,15.4,0,0.0,19.8,20.3,20.3,755.5,0.0,0.0,580.0,24.94,0.145,0.026207809397749835,0.1310344827586207
2428,YMCA,20.1,75.0,15.5,0,0.0,20.1,20.6,20.6,755.5,0.0,0.0,346.0,14.88,0.134,0.026604897418927864,0.21676300578034682
2429,YMCA,19.8,77.0,15.7,0,0.0,19.8,20.4,20.4,755.4,0.0,0.0,281.0,12.08,0.103,0.026211278792692614,0.27402135231316727
2430,YMCA,20.2,73.0,15.2,0,0.0,20.2,20.7,20.7,755.3,0.0,0.0,264.0,11.35,0.08,0.026744339997352047,0.2765151515151515
2431,YMCA,20.8,71.0,15.4,0,0.0,20.8,21.1,21.1,755.1,0.0,0.0,289.0,12.43,0.042,0.027546020394649717,0.24567474048442905
2432,YMCA,20.9,69.0,15.0,0,0.0,20.9,21.0,21.0,755.1,0.0,0.0,376.0,16.17,0.044,0.027678453185008604,0.18351063829787234
2433,YMCA,21.7,66.0,15.1,0,0.0,21.7,21.7,21.7,755.2,0.0,0.0,281.0,12.08,0.044,0.02873411016949152,0.23487544483985764
2434,YMCA,21.0,66.0,14.4,0,0.0,21.0,20.9,20.9,755.3,0.0,0.0,234.0,10.06,0.03,0.027803521779425397,0.28205128205128205
2435,YMCA,20.7,68.0,14.5,0,0.0,20.7,20.7,20.7,755.3,0.0,0.0,146.0,6.28,0.017,0.02740632861114789,0.4657534246575342
2436,YMCA,20.3,68.0,14.2,0,0.0,20.3,20.5,20.5,755.3,0.0,0.0,84.0,3.61,0.007,0.026876737720111215,0.8095238095238095
2437,YMCA,10.2,94.0,9.3,0,0.0,10.2,10.4,10.4,757.6,0.0,0.0,4.0,0.17,0.034,0.013463569165786693,23.5
2438,YMCA,10.3,95.0,9.6,0,0.0,10.3,10.6,10.6,757.8,0.0,0.0,20.0,0.86,0.124,0.013591976774874639,4.75
2439,YMCA,10.7,95.0,10.0,0,0.0,10.7,10.9,10.9,758.0,0.0,0.0,52.0,2.24,0.187,0.014116094986807387,1.8269230769230769
2440,YMCA,12.0,95.0,11.2,0,0.0,12.0,12.1,12.1,758.0,0.0,0.0,157.0,6.75,0.232,0.0158311345646438,0.6050955414012739
2441,YMCA,13.3,92.0,12.1,0,0.0,13.3,13.4,13.4,758.0,0.0,0.0,257.0,11.05,0.26,0.017546174142480213,0.35797665369649806
2442,YMCA,14.9,87.0,12.8,0,0.0,14.9,15.0,15.0,758.1,0.0,0.0,338.0,14.54,0.282,0.019654399155784198,0.257396449704142
2443,YMCA,17.2,72.0,12.1,0,0.0,17.2,17.1,17.1,758.2,0.0,0.0,417.0,17.93,0.304,0.02268530730677921,0.17266187050359713
2444,YMCA,18.2,61.0,10.5,0,0.0,18.2,17.8,17.8,758.1,0.0,0.0,495.0,21.29,0.31,0.024007386888273315,0.12323232323232323
2445,YMCA,19.2,59.0,11.0,0,0.0,19.2,18.8,18.8,758.2,0.0,0.0,561.0,24.13,0.309,0.02532313373780005,0.1051693404634581
2446,YMCA,19.5,58.0,11.0,0,0.0,19.5,19.2,19.2,758.2,0.0,0.0,614.0,26.41,0.299,0.02571880770245318,0.09446254071661238
2447,YMCA,20.7,52.0,10.5,0,0.0,20.7,19.9,19.9,758.2,0.0,0.0,652.0,28.04,0.286,0.027301503561065678,0.07975460122699386
2448,YMCA,20.5,53.0,10.6,0,0.0,20.5,19.9,19.9,758.1,0.0,0.0,697.0,29.97,0.273,0.027041287429099062,0.07604017216642754
2449,YMCA,20.4,53.0,10.5,0,0.0,20.4,19.8,19.8,758.1,0.0,0.0,720.0,30.96,0.252,0.026909378709932725,0.07361111111111111
2450,YMCA,20.5,51.0,10.0,0,0.0,20.5,19.8,19.8,758.2,0.0,0.0,736.0,31.65,0.221,0.027037720917963595,0.06929347826086957
2451,YMCA,21.2,48.0,9.7,0,0.0,21.2,20.1,20.1,758.2,0.0,0.0,729.0,31.35,0.191,0.027960960168820888,0.06584362139917696
2452,YMCA,20.3,46.0,8.3,0,0.0,20.3,19.3,19.3,758.2,0.0,0.0,255.0,10.97,0.153,0.026773938274861513,0.1803921568627451
2453,YMCA,19.9,47.0,8.2,0,0.0,19.9,19.0,19.0,758.2,0.0,0.0,83.0,3.57,0.109,0.026246372988657344,0.5662650602409639
2454,YMCA,19.8,48.0,8.5,0,0.0,19.8,19.0,19.0,758.2,0.0,0.0,108.0,4.64,0.054,0.026114481667106303,0.4444444444444444
2455,YMCA,20.1,47.0,8.4,0,0.0,20.1,19.2,19.2,758.1,0.0,0.0,153.0,6.58,0.015,0.026513652552433715,0.30718954248366015
2456,YMCA,20.5,51.0,10.0,0,0.0,20.5,19.8,19.8,758.3,0.0,0.0,353.0,15.18,0.012,0.027034155347487803,0.14447592067988668
2457,YMCA,20.9,45.0,8.6,0,0.0,20.9,19.8,19.8,758.2,0.0,0.0,206.0,8.86,0.01,0.027565286204167764,0.21844660194174756
2458,YMCA,21.3,44.0,8.6,0,0.0,21.3,20.1,20.1,758.2,0.0,0.0,352.0,15.14,0.008,0.028092851490371933,0.125
2459,YMCA,20.5,47.0,8.8,0,0.0,20.5,19.6,19.6,758.3,0.0,0.0,200.0,8.6,0.005,0.027034155347487803,0.235
2460,YMCA,20.1,47.0,8.4,0,0.0,20.1,19.2,19.2,758.2,0.0,0.0,181.0,7.78,0.001,0.02651015563175943,0.2596685082872928
2461,YMCA,9.9,92.0,8.7,0,0.0,9.9,10.2,10.2,759.7,0.0,0.0,5.0,0.22,0.022,0.01303145978675793,18.4
2462,YMCA,10.1,92.0,8.8,0,0.0,10.1,10.3,10.3,759.8,0.0,0.0,22.0,0.95,0.038,0.013292971834693341,4.181818181818182
2463,YMCA,10.8,91.0,9.4,0,0.0,10.8,10.9,10.9,759.8,0.0,0.0,45.0,1.94,0.141,0.014214266912345355,2.022222222222222
2464,YMCA,11.8,89.0,10.1,0,0.0,11.8,11.9,11.9,759.9,0.0,0.0,130.0,5.59,0.194,0.015528358994604554,0.6846153846153846
2465,YMCA,13.2,87.0,11.0,0,0.0,13.2,13.2,13.2,760.1,0.0,0.0,233.0,10.02,0.203,0.01736613603473227,0.37339055793991416
2466,YMCA,14.8,85.0,12.3,0,0.0,14.8,14.8,14.8,760.1,0.0,0.0,295.0,12.69,0.173,0.019471122220760428,0.288135593220339
2467,YMCA,17.2,77.0,13.2,0,0.0,17.2,17.3,17.3,760.2,0.0,0.0,358.0,15.4,0.098,0.022625624835569586,0.21508379888268156
2468,YMCA,17.8,76.0,13.5,0,0.0,17.8,17.9,17.9,760.3,0.0,0.0,324.0,13.93,0.329,0.02341181112718664,0.2345679012345679
2469,YMCA,18.2,73.0,13.3,0,0.0,18.2,18.3,18.3,760.3,0.0,0.0,638.0,27.44,0.332,0.023937919242404314,0.11442006269592477
2470,YMCA,18.8,68.0,12.8,0,0.0,18.8,18.8,18.8,760.3,0.0,0.0,462.0,19.87,0.154,0.024727081415230834,0.1471861471861472
2471,YMCA,19.3,68.0,13.3,0,0.0,19.3,19.4,19.4,760.2,0.0,0.0,417.0,17.93,0.31,0.025388055774796105,0.1630695443645084
2472,YMCA,19.9,64.0,12.9,0,0.0,19.9,19.9,19.9,760.1,0.0,0.0,766.0,32.94,0.296,0.026180765688725165,0.0835509138381201
2473,YMCA,20.1,61.0,12.4,0,0.0,20.1,19.9,19.9,760.1,0.0,0.0,558.0,24.0,0.141,0.026443888961978686,0.10931899641577061
2474,YMCA,19.7,63.0,12.5,0,0.0,19.7,19.7,19.7,760.0,0.0,0.0,356.0,15.31,0.07,0.025921052631578945,0.17696629213483145
2475,YMCA,20.7,58.0,12.2,0,0.0,20.7,20.3,20.3,759.9,0.0,0.0,652.0,28.04,0.203,0.027240426371891037,0.08895705521472393
2476,YMCA,20.4,57.0,11.6,0,0.0,20.4,19.9,19.9,759.8,0.0,0.0,326.0,14.02,0.169,0.026849170834430114,0.17484662576687116
2477,YMCA,19.7,59.0,11.4,0,0.0,19.7,19.4,19.4,759.7,0.0,0.0,185.0,7.96,0.088,0.02593128866657891,0.31891891891891894
2478,YMCA,19.3,62.0,11.9,0,0.0,19.3,19.2,19.2,759.6,0.0,0.0,185.0,7.96,0.068,0.025408109531332282,0.33513513513513515
2479,YMCA,19.0,62.0,11.6,0,0.0,19.0,18.7,18.7,759.6,0.0,0.0,215.0,9.25,0.025,0.025013164823591363,0.28837209302325584
2480,YMCA,19.7,59.0,11.5,0,0.0,19.7,19.4,19.4,759.6,0.0,0.0,267.0,11.48,0.022,0.025934702474986835,0.2209737827715356
2481,YMCA,19.4,61.0,11.7,0,0.0,19.4,19.2,19.2,759.6,0.0,0.0,181.0,7.78,0.02,0.025539757767245916,0.3370165745856354
2482,YMCA,19.6,60.0,11.6,0,0.0,19.6,19.4,19.4,759.6,0.0,0.0,319.0,13.72,0.02,0.025803054239073198,0.18808777429467086
2483,YMCA,19.1,61.0,11.4,0,0.0,19.1,18.8,18.8,759.6,0.0,0.0,158.0,6.79,0.011,0.025144813059505004,0.3860759493670886
2484,YMCA,18.1,62.0,10.7,0,0.0,18.1,17.7,17.7,759.5,0.0,0.0,154.0,6.62,0.001,0.02383146807109941,0.4025974025974026
2485,YMCA,8.9,93.0,7.8,0,0.0,8.9,9.1,9.1,760.0,0.0,0.0,2.0,0.09,0.024,0.011710526315789473,46.5
2486,YMCA,9.2,94.0,8.3,0,0.0,9.2,9.4,9.4,760.1,0.0,0.0,20.0,0.86,0.102,0.012103670569661886,4.7
2487,YMCA,9.7,94.0,8.8,0,0.0,9.7,10.0,10.0,760.1,0.0,0.0,51.0,2.19,0.17,0.012761478752795683,1.8431372549019607
2488,YMCA,10.8,93.0,9.7,0,0.0,10.8,10.9,10.9,760.1,0.0,0.0,143.0,6.15,0.219,0.014208656755690042,0.6503496503496503
2489,YMCA,12.3,92.0,11.1,0,0.0,12.3,12.4,12.4,760.0,0.0,0.0,243.0,10.45,0.25,0.01618421052631579,0.3786008230452675
2490,YMCA,14.3,86.0,12.0,0,0.0,14.3,14.2,14.2,760.1,0.0,0.0,320.0,13.76,0.275,0.01881331403762663,0.26875
2491,YMCA,16.6,80.0,13.1,0,0.0,16.6,16.7,16.7,759.9,0.0,0.0,397.0,17.07,0.124,0.02184497960257929,0.20151133501259447
2492,YMCA,16.8,77.0,12.7,0,0.0,16.8,16.8,16.8,760.1,0.0,0.0,237.0,10.19,0.074,0.02210235495329562,0.32489451476793246
2493,YMCA,16.5,79.0,12.8,0,0.0,16.5,16.6,16.6,760.2,0.0,0.0,152.0,6.54,0.009,0.02170481452249408,0.5197368421052632
2494,YMCA,16.0,80.0,12.5,0,0.0,16.0,16.0,16.0,760.1,0.0,0.0,57.0,2.45,0.038,0.02104986186028154,1.4035087719298245
2495,YMCA,16.3,80.0,12.8,0,0.0,16.3,16.3,16.3,760.0,0.0,0.0,141.0,6.06,0.052,0.02144736842105263,0.5673758865248227
2496,YMCA,16.8,77.0,12.8,0,0.0,16.8,16.8,16.8,760.0,0.0,0.0,203.0,8.73,0.139,0.02210526315789474,0.3793103448275862
2497,YMCA,18.4,67.0,12.1,0,0.0,18.4,18.3,18.3,759.9,0.0,0.0,364.0,15.65,0.141,0.02421371233056981,0.18406593406593408
2498,YMCA,19.1,61.0,11.4,0,0.0,19.1,18.8,18.8,759.9,0.0,0.0,333.0,14.32,0.162,0.025134886169232797,0.1831831831831832
2499,YMCA,18.5,61.0,10.8,0,0.0,18.5,18.1,18.1,759.8,0.0,0.0,207.0,8.9,0.128,0.024348512766517505,0.2946859903381642
2500,YMCA,18.5,61.0,10.8,0,0.0,18.5,18.1,18.1,759.7,0.0,0.0,209.0,8.99,0.061,0.024351717783335527,0.291866028708134
2501,YMCA,18.3,62.0,10.9,0,0.0,18.3,18.0,18.0,759.6,0.0,0.0,185.0,7.96,0.151,0.024091627172195894,0.33513513513513515
2502,YMCA,18.9,61.0,11.3,0,0.0,18.9,18.6,18.6,759.5,0.0,0.0,224.0,9.63,0.087,0.02488479262672811,0.27232142857142855
2503,YMCA,18.6,66.0,12.1,0,0.0,18.6,18.4,18.4,759.4,0.0,0.0,189.0,8.13,0.028,0.024493020805899397,0.3492063492063492
2504,YMCA,19.3,62.0,11.9,0,0.0,19.3,19.2,19.2,759.3,0.0,0.0,225.0,9.68,0.023,0.025418148294481763,0.27555555555555555
2505,YMCA,19.4,61.0,11.7,0,0.0,19.4,19.2,19.2,759.2,0.0,0.0,181.0,7.78,0.021,0.02555321390937829,0.3370165745856354
2506,YMCA,18.4,64.0,11.5,0,0.0,18.4,18.2,18.2,759.2,0.0,0.0,235.0,10.11,0.013,0.024236037934668067,0.2723404255319149
2507,YMCA,18.5,67.0,12.3,0,0.0,18.5,18.4,18.4,759.1,0.0,0.0,176.0,7.57,0.008,0.024370965617178237,0.3806818181818182
2508,YMCA,17.2,71.0,11.9,0,0.0,17.2,17.1,17.1,759.1,0.0,0.0,156.0,6.71,0.001,0.022658411276511657,0.4551282051282051
2509,YMCA,12.9,92.0,11.7,0,0.0,12.9,13.0,13.0,759.5,0.0,0.0,11.0,0.47,0.0,0.01698485845951284,8.363636363636363
2510,YMCA,13.1,91.0,11.7,0,0.0,13.1,13.2,13.2,759.6,0.0,0.0,27.0,1.16,0.008,0.017245918904686675,3.3703703703703702
2511,YMCA,13.4,91.0,12.0,0,0.0,13.4,13.5,13.5,759.7,0.0,0.0,47.0,2.02,0.02,0.01763854152955114,1.9361702127659575
2512,YMCA,14.0,89.0,12.2,0,0.0,14.0,14.1,14.1,759.8,0.0,0.0,74.0,3.18,0.021,0.018425901553040275,1.2027027027027026
