,Power
7999,5424.0
1712,608.0
8719,4096.0
15044,4592.0
1535,0.0
835,160.0
10531,7280.0
8587,0.0
6446,1104.0
7273,10048.0
10621,144.0
2081,16.0
3822,976.0
12603,9312.0
3542,0.0
13640,0.0
9938,0.0
4507,0.0
12795,2704.0
14749,0.0
402,1512.0
5227,0.0
9929,0.0
2089,1592.0
10334,848.0
9757,368.0
373,0.0
5326,0.0
6883,4496.0
13761,3808.0
2254,0.0
14136,8528.0
15564,0.0
14970,0.0
10713,0.0
10314,0.0
1229,4744.0
5416,0.0
14604,0.0
4260,1664.0
822,0.0
7396,0.0
6011,0.0
12125,7856.0
13071,352.0
12951,0.0
6448,4160.0
13190,0.0
13866,0.0
15920,1680.0
9395,4176.0
17524,0.0
10490,7968.0
13234,1680.0
17186,0.0
16450,256.0
10294,8240.0
7100,0.0
14877,0.0
15119,0.0
13066,0.0
16975,1504.0
13235,944.0
15871,656.0
101,0.0
10924,5952.0
8174,0.0
7101,0.0
16893,0.0
3532,528.0
2988,0.0
16998,0.0
1278,5160.0
444,0.0
17208,240.0
9805,64.0
8225,4816.0
3631,1504.0
10144,2704.0
12824,0.0
14470,4096.0
15744,0.0
13850,3248.0
479,0.0
8707,3200.0
955,0.0
6571,0.0
1215,0.0
12643,6976.0
9676,4624.0
13719,0.0
16133,0.0
16245,416.0
1047,0.0
11411,2112.0
3467,0.0
12536,0.0
16818,96.0
11912,0.0
1422,4080.0
8272,3728.0
15132,0.0
15746,0.0
3590,0.0
7454,1136.0
16100,400.0
7336,32.0
8641,0.0
15348,0.0
3218,0.0
3531,368.0
7151,0.0
2927,0.0
8270,1440.0
7927,0.0
4943,0.0
6538,0.0
17351,6016.0
1048,0.0
4184,0.0
8534,768.0
12502,8400.0
16807,0.0
1674,0.0
2595,0.0
14266,0.0
4512,0.0
2205,0.0
7555,7344.0
7948,4224.0
3183,112.0
7832,0.0
10197,1408.0
656,2168.0
14628,0.0
13268,7520.0
13705,2688.0
832,0.0
16269,0.0
2875,0.0
13010,0.0
12654,8480.0
15228,0.0
3360,0.0
14586,0.0
10746,0.0
16401,192.0
7881,0.0
190,0.0
7370,10032.0
14430,3408.0
6093,0.0
5628,0.0
2528,7040.0
4481,4560.0
8279,7520.0
996,64.0
15879,0.0
6331,0.0
12489,0.0
2473,10216.0
9510,0.0
6326,576.0
3048,10152.0
11519,0.0
13013,0.0
13550,0.0
6677,0.0
15740,0.0
11071,1136.0
6588,64.0
2985,0.0
15014,0.0
13923,0.0
15338,8496.0
17281,0.0
4066,4848.0
7404,80.0
4537,8448.0
10479,1808.0
716,0.0
12979,6112.0
3580,1488.0
14468,832.0
2976,0.0
8886,0.0
7526,608.0
2239,728.0
9746,0.0
2579,608.0
16181,0.0
8381,5136.0
9252,2784.0
6640,1376.0
1056,0.0
7531,0.0
2718,1464.0
13954,2016.0
17558,0.0
14607,176.0
9024,0.0
6117,10016.0
751,6000.0
16680,1488.0
27,8384.0
3651,0.0
2476,10168.0
16643,48.0
1288,0.0
3296,2784.0
15287,1280.0
16307,64.0
8498,0.0
1113,0.0
2623,464.0
3763,336.0
863,0.0
2416,16.0
178,40.0
11232,0.0
13603,1120.0
6019,976.0
11686,3792.0
16817,0.0
7354,0.0
2735,0.0
17083,0.0
9463,0.0
4513,0.0
14079,0.0
12008,0.0
10476,0.0
3624,2160.0
12484,0.0
11284,0.0
12322,1728.0
13023,1072.0
6536,0.0
7465,4832.0
15680,32.0
1465,1312.0
6896,1568.0
17202,0.0
2147,1728.0
5903,0.0
7922,0.0
10495,5136.0
8048,7872.0
2627,176.0
512,80.0
1627,0.0
9167,0.0
1062,0.0
2117,0.0
10107,5984.0
6622,0.0
8131,3808.0
8284,2640.0
15509,0.0
1122,160.0
13645,0.0
1600,80.0
16544,2336.0
3178,0.0
12624,0.0
15159,0.0
12628,0.0
9644,0.0
7334,544.0
1477,0.0
14822,0.0
4002,1520.0
16740,0.0
3299,560.0
3885,0.0
9920,7280.0
9438,8352.0
5393,5408.0
7348,0.0
7050,0.0
6505,5936.0
7628,0.0
11730,2272.0
7980,160.0
2574,5144.0
16439,2000.0
983,6184.0
3432,5936.0
2847,16.0
8549,0.0
5361,6832.0
1759,240.0
1868,0.0
4722,1840.0
16966,2448.0
10388,2096.0
10078,0.0
1511,2248.0
6996,1920.0
7293,0.0
8540,0.0
4409,0.0
55,0.0
2435,1112.0
15226,0.0
8797,512.0
9642,0.0
10909,0.0
12952,0.0
16789,0.0
11594,1760.0
2977,0.0
312,8488.0
1976,0.0
8872,160.0
16884,0.0
833,0.0
7505,1840.0
1486,0.0
11865,0.0
14832,0.0
1420,5448.0
13536,0.0
9781,992.0
5424,0.0
3805,0.0
10923,7024.0
5763,0.0
12957,0.0
2279,4688.0
15007,4784.0
834,104.0
2065,0.0
4067,3200.0
14945,2320.0
4677,6576.0
12436,0.0
7056,0.0
568,0.0
1308,0.0
7997,7744.0
12778,0.0
3981,0.0
11736,7840.0
16262,0.0
812,0.0
1455,0.0
6275,4000.0
6864,0.0
1574,0.0
16041,0.0
4666,0.0
9670,8144.0
12692,7936.0
3448,0.0
16839,0.0
10331,0.0
710,0.0
10812,0.0
6789,6832.0
4713,0.0
5624,0.0
4912,560.0
8959,8016.0
3284,6288.0
13378,2816.0
9977,0.0
8440,96.0
11127,64.0
8615,704.0
10883,2144.0
3688,0.0
7270,10096.0
8349,0.0
15216,0.0
8917,1600.0
6050,0.0
12705,4912.0
3485,6288.0
1588,0.0
10694,896.0
13169,4032.0
8612,656.0
5163,4576.0
16513,0.0
7117,544.0
17012,528.0
7951,6272.0
15783,0.0
14903,8080.0
13275,8752.0
14502,0.0
8898,6016.0
16463,0.0
807,0.0
5620,0.0
16769,384.0
5477,0.0
16745,0.0
4981,816.0
5783,1488.0
5749,800.0
226,952.0
8074,0.0
474,0.0
16329,0.0
16291,3408.0
986,9672.0
11656,0.0
4391,3952.0
12376,0.0
12264,3456.0
4784,8032.0
2132,1704.0
3730,368.0
9779,2560.0
5542,5808.0
8851,7136.0
11174,352.0
15061,0.0
1205,0.0
9668,7504.0
7009,0.0
33,1728.0
217,8640.0
5562,0.0
5700,640.0
7517,8128.0
13899,9616.0
7508,2528.0
11398,8272.0
13734,0.0
16270,0.0
16706,0.0
7919,0.0
13733,0.0
64,0.0
7677,0.0
17371,0.0
16425,0.0
5334,0.0
15070,0.0
1181,512.0
4812,0.0
2411,0.0
3919,2080.0
13299,0.0
5355,10080.0
5279,0.0
11625,0.0
8507,0.0
9175,0.0
1645,0.0
16927,2368.0
14600,0.0
9206,624.0
16610,0.0
8292,64.0
867,0.0
3513,0.0
11522,0.0
16831,192.0
5576,0.0
2940,0.0
5126,272.0
2281,3280.0
13036,688.0
17406,5488.0
16006,6192.0
15036,0.0
612,16.0
3322,0.0
13348,0.0
14387,80.0
4357,352.0
5274,0.0
11238,0.0
13001,0.0
6549,8352.0
13892,7584.0
16559,0.0
16504,0.0
16726,1440.0
11314,4608.0
17297,192.0
12453,6256.0
7676,0.0
654,2224.0
16782,5360.0
2142,9176.0
9818,3968.0
6555,9488.0
13961,0.0
16227,0.0
15565,0.0
13276,7872.0
4155,9504.0
12726,0.0
16689,240.0
13341,0.0
12773,0.0
14821,0.0
11652,784.0
15912,7856.0
4176,0.0
12602,10080.0
7596,112.0
7468,1872.0
15580,2576.0
11586,1776.0
14149,0.0
3455,0.0
11312,7056.0
2450,0.0
10863,608.0
3988,0.0
8460,112.0
901,0.0
13780,0.0
6425,0.0
12073,9600.0
12766,0.0
16386,272.0
17395,240.0
3712,336.0
8033,3216.0
5084,0.0
4138,0.0
2554,0.0
9687,336.0
6772,0.0
15384,8816.0
2079,0.0
5113,10144.0
1734,0.0
10286,256.0
14642,0.0
9934,0.0
17312,2992.0
17124,0.0
13343,0.0
4407,0.0
11283,0.0
13260,0.0
7600,3584.0
17347,2432.0
3298,1328.0
13398,0.0
11194,0.0
15376,624.0
12516,912.0
14284,1728.0
3718,1520.0
2344,0.0
6199,0.0
2600,0.0
451,1984.0
10674,3136.0
17469,0.0
6693,1056.0
6386,0.0
12588,0.0
10624,3232.0
3263,0.0
11088,0.0
8035,6288.0
1883,0.0
6783,3232.0
7520,3008.0
2833,0.0
214,7152.0
16441,2368.0
13932,0.0
6613,480.0
11868,0.0
8339,2560.0
3571,1664.0
2723,216.0
8628,1296.0
3891,0.0
4102,10064.0
5194,0.0
4707,0.0
15715,3584.0
1610,2560.0
2549,0.0
1772,0.0
12465,3744.0
12960,0.0
15553,0.0
1785,0.0
5555,1536.0
13581,0.0
10363,0.0
13909,0.0
8980,0.0
6039,16.0
17289,0.0
4492,10112.0
15769,5328.0
12457,3360.0
6560,2704.0
13863,0.0
9378,6208.0
5853,0.0
1528,0.0
9126,0.0
8686,0.0
14918,0.0
8471,5824.0
16179,0.0
16120,0.0
12637,0.0
71,736.0
959,0.0
14542,0.0
16424,0.0
7812,2784.0
3551,0.0
3426,2112.0
16775,7280.0
16855,0.0
6923,0.0
16562,0.0
7893,8960.0
11003,0.0
8786,0.0
10631,9616.0
607,4848.0
15031,0.0
7618,4912.0
13221,8992.0
14456,0.0
54,0.0
12021,8192.0
12669,0.0
2368,224.0
2925,0.0
6345,0.0
4854,0.0
4795,0.0
11444,7104.0
5855,0.0
13952,4400.0
7081,6320.0
11354,7408.0
13505,3152.0
2993,736.0
4216,0.0
4742,144.0
8233,7184.0
6248,0.0
14954,8144.0
7903,2512.0
1995,1600.0
11496,5040.0
6102,0.0
1439,0.0
11690,5232.0
838,296.0
15576,3504.0
3991,0.0
13641,0.0
10077,0.0
11782,6864.0
5655,64.0
9885,0.0
4640,7264.0
16913,432.0
4907,0.0
4086,0.0
12823,0.0
17567,0.0
10065,6432.0
16819,176.0
15959,6960.0
10861,0.0
13021,0.0
7043,4464.0
11541,6432.0
5835,9984.0
5395,8064.0
4061,10080.0
6465,5360.0
16257,544.0
17118,5648.0
6189,0.0
12983,4288.0
11337,0.0
2683,0.0
15383,8576.0
3821,2144.0
5298,6544.0
4801,0.0
11201,1728.0
7136,2880.0
13830,0.0
15138,288.0
215,7880.0
14235,6160.0
14509,0.0
11476,0.0
11597,6112.0
10478,800.0
8357,0.0
8183,9216.0
4320,0.0
10553,0.0
7873,0.0
892,8984.0
16280,0.0
13935,608.0
13887,544.0
17355,6336.0
13939,5664.0
11469,0.0
972,0.0
5095,0.0
8651,0.0
14692,0.0
8404,0.0
4760,0.0
10236,0.0
10013,7856.0
17531,0.0
7761,5856.0
11703,0.0
5427,0.0
15584,832.0
4516,0.0
4586,10080.0
8167,0.0
9957,6576.0
17100,0.0
7729,0.0
12551,9536.0
11735,7056.0
8322,3760.0
4966,1664.0
10551,144.0
11229,0.0
16113,784.0
15062,0.0
15763,1776.0
13489,0.0
3047,10016.0
1412,5576.0
1727,0.0
11212,3968.0
1810,0.0
13336,0.0
7099,0.0
16630,320.0
4249,10080.0
13384,0.0
5417,0.0
7655,8000.0
17411,128.0
11137,0.0
2154,0.0
466,160.0
7380,2528.0
16868,304.0
6076,5984.0
5838,9776.0
5831,8192.0
11498,2768.0
17452,6016.0
5340,0.0
11859,0.0
606,6480.0
14038,624.0
15469,0.0
10321,0.0
4904,0.0
13005,0.0
16094,0.0
333,0.0
4420,0.0
14757,7536.0
16964,1536.0
7486,0.0
1603,3096.0
6976,3280.0
17325,0.0
10801,0.0
6960,0.0
7143,208.0
5286,0.0
5109,9936.0
4826,7744.0
12926,80.0
9094,8736.0
10496,4640.0
14500,0.0
2502,0.0
15380,6320.0
5882,10080.0
4048,720.0
11617,0.0
6602,8384.0
7500,0.0
10276,0.0
11280,0.0
4290,6112.0
11553,992.0
7765,1472.0
1260,0.0
15218,0.0
2837,0.0
179,8.0
1896,2488.0
1019,0.0
458,1136.0
6957,0.0
16558,0.0
1329,1280.0
1559,8856.0
4108,7616.0
7852,6896.0
12657,5104.0
5075,2112.0
1453,0.0
8385,6592.0
13124,7472.0
13589,0.0
4256,7680.0
17277,0.0
5656,0.0
8717,8912.0
12052,0.0
14099,416.0
4796,0.0
11695,3616.0
484,0.0
2892,0.0
7013,0.0
8062,0.0
10554,0.0
5189,0.0
11083,0.0
5249,1824.0
12318,3232.0
10290,6080.0
10458,0.0
7937,880.0
7643,0.0
17110,6880.0
16627,144.0
9861,6960.0
6437,0.0
7224,7264.0
6747,8032.0
11158,9584.0
8830,0.0
12945,2640.0
15617,112.0
4051,2624.0
10868,3360.0
7622,496.0
7439,0.0
15669,1008.0
500,824.0
7451,0.0
4311,0.0
16040,0.0
6190,0.0
13381,16.0
7495,0.0
14205,0.0
9956,6560.0
5057,5520.0
13440,0.0
12016,2464.0
12486,0.0
17526,0.0
2725,0.0
9828,2656.0
12889,9456.0
12629,0.0
15816,1072.0
13860,16.0
9087,2160.0
1571,792.0
10018,4944.0
311,7880.0
5026,2480.0
11468,0.0
9669,7968.0
15030,0.0
14118,0.0
14739,0.0
9052,9488.0
12687,1328.0
10189,128.0
16279,0.0
16538,5744.0
15619,736.0
2712,1624.0
7245,0.0
6958,0.0
7211,0.0
13288,0.0
2757,3496.0
4726,6960.0
4883,864.0
5770,0.0
9410,0.0
11461,352.0
2104,0.0
2386,3176.0
10162,1344.0
4281,0.0
8018,0.0
15786,0.0
16121,0.0
12901,64.0
11236,0.0
10664,0.0
17512,0.0
2393,0.0
2428,3576.0
14675,288.0
7492,0.0
16144,96.0
14677,0.0
5995,0.0
15185,1920.0
2153,0.0
13728,0.0
4135,0.0
12350,144.0
14714,9424.0
11451,8656.0
10882,4688.0
10820,7584.0
14836,0.0
5862,0.0
7083,4192.0
297,0.0
16080,0.0
1946,288.0
14329,1584.0
4476,0.0
7784,0.0
12791,7280.0
2707,704.0
3802,0.0
16409,0.0
5954,0.0
14281,1200.0
10011,8848.0
4548,1712.0
3570,1776.0
9812,2992.0
2828,0.0
10673,4752.0
5682,864.0
11624,0.0
13100,0.0
5648,7824.0
2362,0.0
15731,96.0
12282,0.0
1675,0.0
14361,0.0
15163,0.0
17094,0.0
4106,5360.0
13960,0.0
1831,0.0
7827,0.0
2672,880.0
7630,0.0
331,0.0
8327,7408.0
5408,6992.0
17294,0.0
12416,4768.0
14434,1152.0
8862,8224.0
1493,0.0
12380,0.0
3742,0.0
989,8472.0
10656,0.0
17215,352.0
10019,3440.0
5000,0.0
11220,928.0
14368,112.0
2331,808.0
14950,7584.0
7661,8448.0
16225,0.0
14776,0.0
15971,48.0
5405,9840.0
10570,0.0
8443,0.0
7383,240.0
6231,112.0
12557,8352.0
9055,4160.0
10258,1376.0
13739,0.0
14622,6672.0
10965,7440.0
12891,5936.0
571,0.0
9278,944.0
6261,9840.0
11722,0.0
11890,3088.0
3216,0.0
2856,10184.0
1789,0.0
15750,0.0
13848,4432.0
16646,0.0
15999,0.0
16267,0.0
8517,7952.0
14204,0.0
8025,0.0
586,0.0
15985,0.0
13035,432.0
6379,0.0
9118,0.0
4695,0.0
2268,0.0
12526,0.0
16286,0.0
8379,6704.0
15298,128.0
2616,2816.0
15683,0.0
8140,6800.0
6374,560.0
17509,0.0
1130,808.0
15615,0.0
2244,256.0
9427,7072.0
2772,608.0
3237,8336.0
10299,7360.0
758,0.0
8417,4592.0
11678,0.0
15973,0.0
1984,0.0
931,648.0
14130,4240.0
990,7624.0
13535,0.0
78,1200.0
7594,0.0
6492,48.0
8986,0.0
16521,0.0
14355,0.0
16429,0.0
3441,128.0
16419,0.0
1667,112.0
8017,0.0
242,0.0
11181,0.0
12372,928.0
8550,0.0
525,0.0
6313,2688.0
9974,400.0
2310,0.0
11762,0.0
15796,0.0
13546,0.0
12969,0.0
17486,0.0
8888,0.0
13024,1376.0
1277,4088.0
9299,496.0
2803,3376.0
839,272.0
12992,2912.0
10313,0.0
1709,688.0
6216,10144.0
4946,0.0
15152,1104.0
4630,8928.0
9763,6384.0
14611,6176.0
11797,304.0
15776,1600.0
12210,1056.0
3127,0.0
4458,0.0
17348,3664.0
16970,1584.0
12584,0.0
7279,8944.0
9634,5216.0
10007,8816.0
1769,0.0
467,16.0
17328,0.0
12015,1280.0
2580,200.0
6055,0.0
346,0.0
4383,400.0
13825,0.0
3272,0.0
5634,7056.0
10581,8672.0
2392,0.0
6767,0.0
5572,0.0
4626,5888.0
3867,1648.0
14033,784.0
15053,6592.0
975,0.0
3920,4512.0
4528,3088.0
12866,0.0
9522,816.0
4918,1584.0
6865,0.0
16246,368.0
7115,0.0
10814,672.0
8447,0.0
6997,896.0
14536,0.0
14316,0.0
7243,0.0
2288,4792.0
14631,0.0
1899,2592.0
16897,0.0
3830,16.0
7908,1856.0
12158,272.0
15710,0.0
7374,8864.0
5847,80.0
5755,0.0
15839,0.0
3652,0.0
16128,0.0
10024,32.0
1436,0.0
1371,2592.0
377,0.0
14428,5264.0
4194,4336.0
8280,7248.0
9037,384.0
11627,0.0
10770,4688.0
17021,3056.0
16757,0.0
352,8.0
16889,0.0
6266,6880.0
1350,0.0
1221,2968.0
5488,560.0
2213,0.0
11828,960.0
9949,208.0
855,0.0
17426,0.0
1104,0.0
17519,0.0
5203,6672.0
9241,7696.0
4122,0.0
12287,0.0
13537,0.0
15916,6944.0
9939,0.0
8630,864.0
12199,0.0
2731,0.0
15193,9056.0
9381,8912.0
12495,656.0
15888,0.0
3465,0.0
17090,0.0
4769,5104.0
5373,0.0
15784,0.0
17116,7360.0
10274,0.0
15168,0.0
553,2760.0
286,0.0
1912,0.0
6005,0.0
12439,0.0
14122,0.0
4209,4704.0
9089,4160.0
10227,0.0
4026,0.0
698,2064.0
16692,0.0
13182,4544.0
1928,0.0
8092,6752.0
10906,0.0
9762,5568.0
10816,3024.0
10934,384.0
12610,3600.0
10956,0.0
4241,4288.0
8866,4944.0
11589,5104.0
15856,0.0
557,1968.0
4285,0.0
7059,0.0
3904,1648.0
2487,0.0
14443,0.0
12933,5504.0
4624,2064.0
481,0.0
13872,0.0
16762,0.0
3982,0.0
8481,4320.0
12511,5904.0
4088,0.0
5639,10128.0
9062,688.0
13599,48.0
9139,6656.0
13573,0.0
16676,1376.0
8276,8384.0
16640,1920.0
17311,4560.0
4223,0.0
13998,784.0
3382,7600.0
3526,1056.0
9710,1136.0
13257,0.0
697,1856.0
10671,1552.0
15893,0.0
16241,48.0
1584,0.0
9342,9424.0
11980,9280.0
7856,7872.0
8640,0.0
1833,0.0
13083,3456.0
7175,9392.0
6916,0.0
13464,9200.0
16848,0.0
2682,0.0
3589,48.0
4551,0.0
14107,0.0
12444,0.0
10735,6736.0
4856,0.0
2269,0.0
1618,1328.0
10128,0.0
681,0.0
1116,0.0
13587,0.0
5748,608.0
10731,5120.0
16976,880.0
16774,6224.0
10978,1408.0
12487,0.0
6877,640.0
15498,0.0
12184,0.0
7702,6656.0
13646,0.0
10475,0.0
1602,1656.0
3177,0.0
9923,4016.0
551,5520.0
4494,8976.0
4352,1904.0
7291,0.0
7829,0.0
13634,0.0
16189,0.0
2763,5440.0
968,0.0
1151,0.0
16915,3184.0
8091,7472.0
10037,0.0
16007,5056.0
6515,1120.0
12964,0.0
422,0.0
9703,0.0
11605,944.0
5432,0.0
12811,0.0
6315,5984.0
17183,0.0
13671,0.0
5178,0.0
946,496.0
11585,1376.0
5188,0.0
3567,0.0
10114,4912.0
16637,2416.0
9311,0.0
10113,1904.0
1318,1968.0
9635,3936.0
7425,5856.0
2445,0.0
7389,0.0
3629,2480.0
3334,992.0
13810,2208.0
2855,10208.0
5560,0.0
2241,616.0
15610,0.0
2693,0.0
5658,0.0
16236,0.0
12313,1984.0
1263,0.0
15630,880.0
15339,5904.0
10609,0.0
5129,0.0
15614,0.0
5564,0.0
1155,0.0
15813,704.0
1417,9472.0
50,0.0
4545,5696.0
4011,3232.0
3,0.0
9365,0.0
12289,0.0
12684,0.0
8703,1280.0
2227,2080.0
8571,2192.0
4431,1328.0
9936,0.0
14973,0.0
12982,7248.0
443,0.0
1693,0.0
8614,960.0
17098,0.0
2215,0.0
12821,0.0
14001,336.0
15858,336.0
11588,1728.0
1748,288.0
9724,9632.0
10159,3792.0
13559,5456.0
6874,0.0
7675,0.0
12036,1232.0
4660,0.0
3855,96.0
2987,0.0
3779,1136.0
8436,3104.0
6628,0.0
4345,1888.0
643,448.0
9162,0.0
9549,0.0
870,0.0
14260,0.0
11202,2352.0
6753,4464.0
15834,0.0
10954,0.0
4141,0.0
7801,8800.0
14682,0.0
14491,0.0
15277,0.0
11021,9056.0
9627,9232.0
1401,0.0
12860,0.0
14179,4160.0
15206,0.0
210,1520.0
11857,0.0
8144,5440.0
6417,976.0
11878,2848.0
1518,1048.0
354,1616.0
8317,208.0
998,0.0
12132,1296.0
17385,0.0
4579,6464.0
10347,8608.0
13246,0.0
14352,0.0
4585,10112.0
4991,0.0
12482,0.0
11379,0.0
1595,0.0
9948,0.0
7732,0.0
14902,7632.0
5321,0.0
7536,0.0
13150,0.0
8875,0.0
8416,3408.0
5448,320.0
5384,0.0
8655,112.0
8378,5376.0
149,0.0
4353,1696.0
9448,32.0
6886,5824.0
12428,0.0
4040,0.0
13910,0.0
16068,0.0
6480,0.0
3252,1280.0
5834,10096.0
4567,0.0
3206,16.0
15522,3232.0
17157,4928.0
16362,0.0
7946,4880.0
9065,0.0
13388,0.0
6220,10128.0
17027,80.0
6494,1344.0
6967,0.0
4554,0.0
6853,1152.0
14250,0.0
5376,0.0
14672,4272.0
10442,5936.0
6724,0.0
13090,3072.0
3697,0.0
686,0.0
3984,0.0
5107,8096.0
3615,112.0
13675,0.0
2044,1280.0
15799,0.0
4380,0.0
8736,0.0
16376,0.0
9323,0.0
5824,2576.0
17126,0.0
10962,5584.0
15404,0.0
4258,4912.0
7690,0.0
9116,0.0
12859,0.0
6655,1824.0
15777,896.0
6218,9872.0
389,0.0
811,0.0
10980,1920.0
5570,0.0
1150,0.0
4282,0.0
10191,464.0
12283,0.0
538,0.0
8164,0.0
12398,192.0
17443,1696.0
17375,0.0
6286,0.0
5773,256.0
9565,352.0
10190,16.0
2401,0.0
3857,480.0
3223,0.0
13395,0.0
9192,8640.0
14730,0.0
2495,0.0
6688,832.0
12188,0.0
5856,0.0
16957,0.0
2499,0.0
15600,0.0
4386,2016.0
12733,0.0
14932,0.0
17319,0.0
7763,4096.0
4910,352.0
8509,512.0
159,0.0
12137,0.0
1781,0.0
7815,256.0
4146,480.0
4675,2000.0
5291,0.0
6139,0.0
3080,0.0
17291,0.0
6444,48.0
12400,1776.0
11724,0.0
10121,0.0
11871,432.0
6097,0.0
774,0.0
2519,9952.0
5681,1280.0
886,3512.0
12769,0.0
11816,0.0
540,0.0
3438,1792.0
11101,144.0
14200,0.0
14383,656.0
6416,1024.0
4505,0.0
4359,0.0
1082,2264.0
17103,0.0
8763,1952.0
7089,2976.0
8823,256.0
10124,0.0
13437,0.0
1818,0.0
12166,8416.0
2670,1112.0
12715,0.0
16151,7136.0
9250,5360.0
4377,0.0
9955,5296.0
14979,0.0
420,0.0
16899,0.0
13993,1520.0
4493,10048.0
13403,0.0
3704,0.0
2480,6928.0
5439,176.0
8504,0.0
7297,0.0
8399,0.0
11915,0.0
3850,0.0
2325,936.0
13786,0.0
11926,9360.0
2996,1376.0
8245,1744.0
10872,1392.0
13244,0.0
13552,944.0
3058,1648.0
5348,9104.0
12419,1568.0
7895,9936.0
8568,1440.0
13487,0.0
8315,0.0
10899,0.0
2394,0.0
717,0.0
2295,0.0
6096,0.0
12448,1664.0
16044,0.0
10723,4112.0
11294,528.0
9446,784.0
4776,10096.0
17505,416.0
3250,4480.0
2939,0.0
8619,3088.0
5788,992.0
10324,0.0
8422,7280.0
15097,8256.0
4344,1600.0
14286,1200.0
4262,112.0
11622,0.0
1163,0.0
17342,0.0
13037,272.0
2375,9672.0
8826,0.0
4993,0.0
13194,0.0
3536,512.0
2746,0.0
3873,640.0
1198,0.0
12674,0.0
6824,0.0
2533,112.0
12730,0.0
9183,1728.0
13201,0.0
13279,7008.0
7305,0.0
1830,0.0
5215,9056.0
1125,296.0
1589,0.0
240,0.0
16616,0.0
15158,0.0
6567,80.0
11511,0.0
15826,256.0
12886,6336.0
5767,0.0
5317,896.0
16575,0.0
8839,0.0
17304,7904.0
15849,0.0
12848,2304.0
8411,0.0
14914,848.0
2869,184.0
4210,2704.0
3072,0.0
9049,6624.0
17096,0.0
26,8560.0
10833,1616.0
13956,112.0
13698,752.0
13091,688.0
2418,408.0
3215,0.0
4329,0.0
8319,1008.0
12832,752.0
252,0.0
17231,0.0
9756,16.0
1959,0.0
13317,4528.0
12990,6688.0
4628,7296.0
5958,0.0
1647,0.0
2328,672.0
15623,3008.0
16226,0.0
9656,0.0
4365,0.0
13377,4304.0
12066,5200.0
11237,0.0
16928,1456.0
15775,2016.0
9794,0.0
4902,0.0
15281,832.0
8108,0.0
13320,7760.0
3995,0.0
13626,0.0
13515,8064.0
4793,0.0
8962,1680.0
10172,0.0
4757,0.0
11557,256.0
5059,8240.0
11842,3904.0
2354,0.0
13778,0.0
3644,0.0
9564,48.0
2266,0.0
15782,0.0
3022,0.0
17275,0.0
12485,0.0
7194,0.0
9459,0.0
14845,0.0
3384,4752.0
15598,0.0
1058,0.0
11362,3232.0
7707,4896.0
2587,0.0
17550,640.0
10939,0.0
16230,0.0
10968,7792.0
13030,6656.0
6594,4016.0
490,0.0
12304,80.0
1228,8440.0
15462,0.0
8834,0.0
15770,5584.0
2308,0.0
5695,6064.0
9023,0.0
17501,1712.0
10120,0.0
14493,0.0
7250,0.0
15714,2672.0
6757,912.0
3655,0.0
4540,10032.0
13990,1088.0
11974,8976.0
6599,6592.0
14115,0.0
9165,0.0
9592,48.0
15379,5104.0
1230,2736.0
7760,1984.0
871,0.0
13908,128.0
8152,0.0
17477,0.0
196,0.0
7809,5632.0
12893,2352.0
9667,6688.0
14892,0.0
6479,0.0
16552,0.0
8569,448.0
1258,0.0
12641,4304.0
5136,0.0
16800,0.0
13752,9664.0
15616,16.0
16287,0.0
14499,0.0
17122,592.0
15321,0.0
17018,800.0
10867,2832.0
13615,1504.0
5042,0.0
4473,0.0
14976,0.0
49,0.0
11789,5376.0
619,0.0
9198,7984.0
13351,0.0
2320,0.0
8828,0.0
1767,0.0
8673,5488.0
1347,0.0
5344,3696.0
4398,3632.0
10857,0.0
14476,1328.0
5637,9968.0
13582,0.0
7408,3856.0
5868,0.0
6022,1296.0
4558,0.0
11864,0.0
584,0.0
8740,0.0
4125,0.0
8114,0.0
11941,464.0
12856,0.0
16648,0.0
16531,2016.0
14765,7312.0
4238,80.0
10084,0.0
8516,7520.0
2902,8760.0
6336,0.0
92,0.0
9281,1408.0
15354,0.0
556,2456.0
11023,6944.0
8450,0.0
9768,8800.0
6831,1008.0
5536,2496.0
12571,0.0
2552,0.0
14629,0.0
14425,6080.0
6730,0.0
5338,0.0
11208,7328.0
7102,0.0
3926,16.0
10002,5680.0
4774,10160.0
8758,6800.0
13979,0.0
13405,0.0
7918,0.0
14210,0.0
17435,0.0
13622,0.0
10050,2272.0
5490,1616.0
2914,2408.0
4443,9920.0
8323,6336.0
513,0.0
12214,1488.0
17461,0.0
4028,0.0
16700,0.0
16926,4720.0
10637,9136.0
1968,0.0
1908,360.0
1745,0.0
12049,0.0
2224,16.0
8303,0.0
12623,0.0
13085,4880.0
11221,480.0
2094,872.0
8030,752.0
7794,6848.0
3415,0.0
2598,0.0
10453,1328.0
2035,528.0
532,0.0
2673,656.0
6478,0.0
8056,80.0
16931,80.0
13399,0.0
8165,0.0
7902,7744.0
7467,4000.0
3694,0.0
153,0.0
1162,0.0
5425,0.0
7726,0.0
5192,0.0
10616,0.0
11374,0.0
8527,7472.0
1484,0.0
8186,9488.0
10860,0.0
7667,2224.0
10878,8032.0
8923,0.0
9247,8160.0
17271,0.0
16693,0.0
