,Power
14415,48.0
15410,0.0
1272,4592.0
3096,9760.0
13498,0.0
13556,3904.0
16397,928.0
15981,0.0
6748,4272.0
16359,0.0
5558,128.0
15507,0.0
1902,2096.0
10111,7536.0
9465,0.0
10325,0.0
4413,0.0
15023,0.0
2798,0.0
6696,9728.0
1362,792.0
9070,0.0
7697,4784.0
5592,1488.0
15467,0.0
12471,0.0
8967,160.0
4828,9344.0
17080,0.0
12182,64.0
13141,48.0
13322,6176.0
10877,8128.0
3530,432.0
3194,10176.0
2593,0.0
916,0.0
4167,0.0
2896,1328.0
16293,3376.0
10957,64.0
15394,672.0
17394,144.0
13957,0.0
15288,992.0
13650,752.0
14349,0.0
11719,0.0
10940,0.0
188,0.0
10635,9424.0
6796,6560.0
261,6264.0
2845,0.0
15539,96.0
4515,0.0
12217,3312.0
15347,112.0
17565,0.0
8024,0.0
11438,432.0
9568,3312.0
5525,0.0
6754,4944.0
9688,16.0
6512,2336.0
3898,0.0
4007,3680.0
5693,6304.0
10813,80.0
1039,4216.0
8141,3072.0
478,0.0
7573,1296.0
15573,6448.0
4142,0.0
16069,0.0
2706,424.0
16008,4064.0
1684,0.0
6850,2656.0
2771,1584.0
12130,3264.0
7276,10048.0
11481,0.0
11783,6016.0
652,1968.0
7424,6080.0
8467,7424.0
14505,0.0
13025,2464.0
640,0.0
8189,3248.0
2742,0.0
7036,992.0
12515,1856.0
1979,0.0
3962,3136.0
11418,0.0
11439,1200.0
1679,0.0
6583,0.0
14782,0.0
6838,7712.0
13693,0.0
17234,0.0
16431,0.0
14779,0.0
7616,6864.0
2858,10056.0
6003,0.0
11973,8368.0
12460,6528.0
4597,656.0
324,8.0
15313,0.0
15797,0.0
11499,3312.0
10426,0.0
7562,5536.0
211,3192.0
4673,2272.0
13180,5744.0
1433,0.0
6623,0.0
5214,9968.0
10777,9136.0
3702,0.0
9080,0.0
11344,2768.0
17051,0.0
5551,6672.0
10296,8528.0
12249,0.0
1252,0.0
16238,0.0
12722,0.0
10837,416.0
12633,0.0
17542,528.0
16816,0.0
5686,5888.0
4600,0.0
14321,336.0
2868,1000.0
2968,0.0
6287,0.0
3762,1216.0
3603,0.0
1879,0.0
9153,4736.0
15204,0.0
16537,4864.0
15691,0.0
797,3000.0
6649,768.0
10058,8032.0
5241,0.0
1463,968.0
8605,48.0
4072,0.0
10322,0.0
15139,480.0
4652,0.0
13703,3024.0
1943,440.0
15520,416.0
15045,5952.0
2424,6608.0
5111,8496.0
11983,7312.0
14597,0.0
2407,0.0
3625,2480.0
9458,0.0
15518,0.0
13601,544.0
3208,0.0
4646,176.0
3289,9216.0
5979,10080.0
8075,0.0
12709,192.0
903,0.0
6395,0.0
3350,0.0
933,1592.0
957,0.0
16825,944.0
15736,0.0
5357,10080.0
13370,10000.0
10600,0.0
6668,0.0
9697,0.0
5013,3760.0
9918,8928.0
2948,360.0
13219,6784.0
15934,0.0
10422,0.0
4715,0.0
2497,0.0
9092,6768.0
7441,0.0
1341,0.0
15861,1184.0
7154,0.0
6994,2176.0
17144,0.0
16967,1888.0
11676,0.0
6780,208.0
16585,7136.0
6511,3984.0
6872,0.0
4705,0.0
13466,9376.0
14679,0.0
14764,8016.0
9406,0.0
8115,0.0
8036,8224.0
2305,0.0
17159,5536.0
11211,2176.0
5584,544.0
13931,0.0
5991,48.0
6819,0.0
8068,0.0
1614,4416.0
10602,0.0
14317,0.0
11935,7648.0
11800,0.0
14384,1440.0
6820,0.0
1081,1672.0
11526,0.0
1074,616.0
620,0.0
7008,0.0
12440,0.0
13549,0.0
2105,0.0
16477,0.0
3061,144.0
3507,0.0
482,0.0
13548,0.0
16996,0.0
14252,0.0
10988,0.0
15582,816.0
10928,4560.0
1232,1096.0
13700,736.0
2471,10056.0
3346,880.0
15033,0.0
6128,6160.0
8135,4816.0
8166,0.0
437,0.0
121,528.0
7442,0.0
9232,3456.0
16046,0.0
11148,0.0
16390,992.0
16294,4192.0
14060,0.0
13426,2352.0
7926,0.0
3899,0.0
13997,848.0
3176,0.0
5809,0.0
8622,2000.0
14755,5520.0
2385,5296.0
10059,9312.0
1724,0.0
8384,7520.0
15156,0.0
5626,0.0
11459,2864.0
9750,0.0
3148,928.0
2949,560.0
15720,5664.0
4650,0.0
385,0.0
463,696.0
663,0.0
930,232.0
14963,176.0
12899,800.0
4189,0.0
10688,3616.0
4855,0.0
15250,720.0
2947,160.0
9845,0.0
14046,528.0
2650,0.0
4305,4480.0
2057,0.0
11036,0.0
8632,192.0
15843,0.0
10260,2352.0
1164,0.0
11694,7072.0
3338,2848.0
2496,0.0
16988,0.0
8428,5440.0
12174,3504.0
10835,1536.0
11936,6672.0
15628,1296.0
13017,0.0
10627,6912.0
6891,7296.0
12655,7504.0
9550,0.0
4779,10128.0
7935,2624.0
5577,0.0
4384,624.0
904,0.0
9408,0.0
10684,432.0
7870,0.0
824,0.0
8970,0.0
4081,0.0
11482,0.0
5199,288.0
11829,1152.0
1982,0.0
14489,0.0
13524,208.0
6012,0.0
5711,0.0
2739,0.0
14684,0.0
7921,0.0
9648,0.0
8113,0.0
4663,0.0
8446,0.0
9716,7824.0
1411,4376.0
2187,9488.0
3890,0.0
1321,2592.0
9336,9408.0
7200,0.0
12293,0.0
2873,0.0
13527,0.0
14913,2064.0
13900,9088.0
3519,96.0
4738,4704.0
5337,0.0
15369,0.0
4958,48.0
8508,128.0
11412,1040.0
17147,0.0
15398,0.0
10853,0.0
9552,0.0
8304,0.0
4347,2032.0
9356,0.0
7853,7936.0
8441,0.0
11383,0.0
15969,1424.0
8415,2432.0
8512,3696.0
14213,0.0
6339,0.0
10151,4656.0
11064,8080.0
15525,6912.0
5863,0.0
14471,4288.0
7830,0.0
7545,0.0
17412,0.0
9685,1200.0
14151,0.0
6144,0.0
14650,0.0
6604,7824.0
4936,0.0
7599,2304.0
4453,640.0
6678,0.0
465,384.0
5301,9616.0
386,0.0
1256,0.0
8121,0.0
13167,1072.0
7029,9056.0
4427,0.0
12803,592.0
16464,0.0
3347,928.0
1887,0.0
6162,592.0
13554,3120.0
7524,2528.0
1601,464.0
5332,0.0
712,0.0
15276,0.0
14469,1088.0
227,192.0
13976,0.0
5775,640.0
17309,6848.0
11386,0.0
13483,0.0
3474,4400.0
15569,1472.0
1913,0.0
10742,368.0
3989,0.0
13854,2064.0
5529,0.0
10055,6176.0
1133,5408.0
11031,80.0
10709,0.0
203,0.0
1839,0.0
3211,0.0
9309,0.0
13681,0.0
12583,0.0
15876,0.0
11726,16.0
9425,4896.0
326,0.0
7423,7968.0
7657,8384.0
8876,0.0
6876,80.0
8772,2720.0
11072,2000.0
16857,0.0
3374,0.0
9282,4320.0
16458,0.0
16738,208.0
9263,0.0
1208,0.0
12922,0.0
885,2544.0
7253,0.0
2506,0.0
4750,0.0
3691,0.0
1621,0.0
1195,0.0
12605,9120.0
263,8032.0
7062,0.0
7691,0.0
15674,640.0
2125,0.0
5151,736.0
12760,0.0
13823,0.0
1012,0.0
10283,0.0
7998,6816.0
12237,0.0
768,0.0
11505,3360.0
17352,5792.0
15521,1632.0
1698,168.0
16901,0.0
14898,3776.0
2545,0.0
5554,1200.0
3000,3960.0
14467,656.0
14433,2592.0
1409,200.0
17072,2048.0
16418,0.0
5283,0.0
4951,0.0
3431,8016.0
6718,0.0
3849,0.0
2207,0.0
4550,128.0
6257,6000.0
5970,6992.0
11460,1664.0
6421,768.0
1331,376.0
16846,0.0
9704,0.0
6954,0.0
11657,0.0
3188,7776.0
16907,0.0
13695,96.0
1911,0.0
10374,0.0
5586,880.0
16947,0.0
6015,256.0
15781,0.0
13526,0.0
13512,9248.0
15466,0.0
4009,2864.0
6703,2160.0
6861,0.0
10301,9344.0
5446,880.0
5593,2208.0
10137,0.0
7429,1856.0
11914,0.0
851,224.0
13196,0.0
12260,3152.0
5021,3408.0
2889,0.0
11731,1696.0
3937,0.0
85,0.0
435,0.0
1768,0.0
6746,4208.0
13058,0.0
12948,624.0
16010,3248.0
5548,1104.0
16500,0.0
3260,0.0
15454,0.0
6435,0.0
2003,328.0
2270,0.0
8475,9552.0
15255,0.0
10764,0.0
12147,0.0
8912,7248.0
10392,5856.0
10778,8192.0
13621,0.0
8282,608.0
4161,3056.0
2208,0.0
2615,4496.0
15173,0.0
15670,592.0
10085,0.0
10417,0.0
10367,0.0
15734,0.0
14310,0.0
15604,0.0
13612,2304.0
5230,0.0
7716,1056.0
16669,0.0
9729,4880.0
4917,1632.0
10304,6672.0
6635,0.0
9399,224.0
1245,0.0
14788,0.0
9886,0.0
12058,0.0
16163,128.0
13614,1136.0
13616,1168.0
5858,0.0
3460,0.0
3095,9504.0
7448,0.0
13829,0.0
14526,960.0
9543,576.0
3963,4752.0
5277,0.0
3654,0.0
4379,0.0
11573,0.0
15289,3488.0
8819,3264.0
5602,1040.0
6771,0.0
900,48.0
245,0.0
9623,9408.0
1322,2784.0
4082,0.0
9695,0.0
12129,4528.0
16422,0.0
362,8776.0
2337,904.0
5619,0.0
10680,2752.0
15605,0.0
13436,0.0
1597,0.0
8780,0.0
8288,7232.0
13107,0.0
8102,1072.0
6643,2240.0
3708,0.0
14715,9088.0
4432,2768.0
7051,0.0
11012,7840.0
11723,0.0
10291,7168.0
15074,0.0
16219,0.0
1802,96.0
3979,0.0
16435,1056.0
9439,8096.0
16570,0.0
14570,5168.0
11629,64.0
13968,0.0
13765,0.0
3770,5440.0
14351,0.0
2369,888.0
15690,0.0
2532,728.0
12888,8608.0
16434,736.0
11095,0.0
16716,0.0
238,0.0
8107,0.0
1735,0.0
2298,0.0
7332,2592.0
8065,0.0
11981,8800.0
4584,10112.0
305,152.0
15177,0.0
4327,0.0
655,1968.0
14996,6032.0
14236,3536.0
4696,0.0
1021,0.0
16730,1680.0
7502,752.0
3403,0.0
6641,1680.0
15936,0.0
14669,7888.0
15624,912.0
8273,4880.0
6541,208.0
8367,272.0
4348,1296.0
10979,2080.0
12912,0.0
11391,1360.0
17455,2736.0
2857,10208.0
12745,7088.0
12312,2448.0
15099,8048.0
9981,0.0
12839,9680.0
8401,0.0
10243,4832.0
16252,544.0
6034,928.0
7338,0.0
10393,7168.0
12177,4912.0
17544,1312.0
2245,8.0
10824,5120.0
13295,0.0
14655,160.0
10433,4736.0
15191,8736.0
11808,0.0
4252,8928.0
2478,9064.0
16039,0.0
10679,1168.0
8269,496.0
12117,7744.0
2679,0.0
9784,48.0
11593,2480.0
4447,8928.0
7344,0.0
5011,1568.0
4084,0.0
4254,9712.0
3897,0.0
15164,0.0
10875,5728.0
13669,0.0
10525,144.0
12529,0.0
14291,112.0
16860,0.0
2360,0.0
5444,1680.0
6625,0.0
16942,0.0
1891,2696.0
10043,0.0
8213,0.0
10429,224.0
7842,6640.0
4267,0.0
9535,1664.0
2961,3032.0
14878,0.0
6497,2096.0
14055,0.0
10552,16.0
14761,8976.0
3257,0.0
5518,0.0
3245,9584.0
11182,0.0
13163,0.0
8908,9056.0
6531,0.0
16631,496.0
9984,0.0
11018,9632.0
3495,0.0
2705,200.0
4662,0.0
14529,480.0
10188,0.0
13522,1296.0
12820,0.0
15377,2016.0
10407,240.0
4620,0.0
10176,0.0
7362,6448.0
5341,176.0
8790,0.0
7692,256.0
11145,0.0
17444,3888.0
7244,0.0
15830,0.0
16365,0.0
800,1000.0
14630,0.0
5784,1104.0
9401,0.0
15585,480.0
4233,0.0
8396,0.0
15896,0.0
11430,0.0
8889,0.0
17182,0.0
12065,3936.0
11640,7520.0
139,0.0
14369,336.0
7891,7504.0
521,0.0
13782,0.0
11126,288.0
15282,576.0
4866,5120.0
6346,0.0
7723,0.0
9088,3168.0
4532,7120.0
8096,4144.0
11494,6096.0
3292,6752.0
5046,0.0
8133,5056.0
1143,0.0
3558,0.0
14883,0.0
6333,0.0
16469,0.0
17410,752.0
4224,0.0
6438,0.0
11184,0.0
9319,0.0
6122,7824.0
14223,224.0
17384,0.0
5064,10144.0
11866,0.0
8414,1456.0
16591,3120.0
6563,2416.0
11769,0.0
14332,1232.0
5817,0.0
7119,2144.0
3450,0.0
2425,6952.0
4575,1152.0
11266,3936.0
645,784.0
12011,0.0
4903,0.0
2355,0.0
7252,0.0
2095,720.0
1744,0.0
11785,4656.0
7708,4944.0
14365,0.0
15353,0.0
1527,0.0
15054,5728.0
4227,0.0
6119,8352.0
6409,1520.0
11377,0.0
7923,0.0
16372,0.0
4909,0.0
10193,1216.0
4886,0.0
13930,0.0
9275,0.0
6897,1440.0
3473,1120.0
7479,64.0
3819,3056.0
14218,0.0
14802,4208.0
7026,6256.0
5070,9280.0
6169,928.0
9505,0.0
2743,0.0
8751,1296.0
6986,4992.0
14810,8672.0
13532,0.0
14595,0.0
4752,0.0
831,0.0
16656,0.0
14170,0.0
14395,0.0
10633,9984.0
16523,0.0
8393,0.0
4171,0.0
8523,7328.0
5553,2384.0
9590,608.0
5068,10112.0
3609,0.0
9348,2896.0
44,0.0
3288,9136.0
6763,0.0
4644,1728.0
12780,0.0
5452,544.0
1962,0.0
3416,0.0
547,816.0
4690,3056.0
12751,4576.0
9519,1232.0
14653,0.0
16206,1936.0
16391,1344.0
9497,0.0
3744,0.0
1955,184.0
17450,8064.0
12242,0.0
13653,1024.0
11693,5328.0
13209,0.0
14283,1664.0
3607,0.0
6069,3488.0
8518,9120.0
499,960.0
5209,9728.0
1554,2608.0
4004,2912.0
15827,0.0
11584,1104.0
6267,6624.0
11885,7312.0
15472,400.0
8573,3584.0
5905,0.0
6080,4192.0
7898,9968.0
8947,6944.0
14134,7936.0
7,0.0
9397,1600.0
11971,6640.0
2438,0.0
3539,208.0
15653,0.0
16387,448.0
3031,0.0
12847,2672.0
5422,0.0
17210,368.0
8058,0.0
8572,4480.0
1189,0.0
4676,6080.0
7912,288.0
881,88.0
8306,0.0
9820,3056.0
1382,0.0
13136,5712.0
5176,0.0
594,128.0
7528,16.0
347,0.0
7640,0.0
6539,0.0
7341,0.0
16130,0.0
9621,8560.0
4588,9920.0
17154,1472.0
7745,3952.0
9251,4080.0
8299,0.0
11646,2352.0
14182,7904.0
6587,0.0
7339,0.0
9771,9920.0
3454,0.0
6301,464.0
12474,0.0
11024,7008.0
16027,0.0
7352,0.0
6029,1392.0
12634,0.0
12382,0.0
10353,4304.0
4605,0.0
14639,0.0
10917,4512.0
2909,8360.0
3535,720.0
15811,512.0
10169,0.0
2182,7360.0
7262,1520.0
4109,7184.0
6047,0.0
1686,0.0
3235,5920.0
5731,2560.0
2910,8264.0
158,0.0
11421,0.0
6697,8656.0
7001,0.0
3037,0.0
9478,4656.0
1167,0.0
14219,0.0
2729,0.0
9283,7456.0
5534,640.0
14813,7184.0
1159,0.0
4685,8176.0
936,2080.0
11556,624.0
13507,5488.0
14816,3872.0
13751,9424.0
4059,10128.0
4440,9504.0
13926,0.0
12109,0.0
5125,864.0
8791,0.0
8217,0.0
16331,0.0
3761,736.0
12095,0.0
4387,2352.0
17449,7616.0
6271,3440.0
14241,2592.0
5823,2608.0
4962,928.0
662,0.0
12626,0.0
3958,2272.0
3620,1824.0
16584,6928.0
13836,0.0
11105,1504.0
14453,0.0
12434,0.0
17188,0.0
693,904.0
1466,1464.0
392,0.0
5714,0.0
1332,104.0
15664,96.0
11707,0.0
13798,8544.0
3155,800.0
14350,0.0
7309,608.0
2513,2288.0
15303,0.0
5729,5408.0
9925,1456.0
2520,10200.0
1404,0.0
11204,5040.0
254,0.0
17251,64.0
2036,496.0
16918,6272.0
4832,8112.0
9796,0.0
3826,2064.0
13558,5568.0
6495,2304.0
5854,0.0
5240,0.0
15704,0.0
6348,32.0
9857,4608.0
15088,736.0
8340,2544.0
9797,0.0
10796,0.0
6393,0.0
9491,1936.0
16739,16.0
8532,1872.0
11407,5264.0
8211,0.0
7319,9056.0
9588,2608.0
657,2208.0
11285,0.0
14222,0.0
2491,0.0
1851,776.0
7739,0.0
12389,0.0
723,0.0
6136,0.0
15331,880.0
6616,0.0
3478,9152.0
7810,4192.0
15302,0.0
16117,0.0
15199,5008.0
3983,0.0
10336,3344.0
8258,0.0
9050,5824.0
6830,1392.0
14718,6864.0
10668,0.0
1069,0.0
2522,10184.0
9858,5808.0
2059,0.0
5382,0.0
16346,7792.0
15209,0.0
2173,0.0
7185,6128.0
2890,0.0
8406,0.0
7476,656.0
2171,0.0
6088,0.0
17223,0.0
5269,672.0
1199,0.0
16447,1120.0
16143,0.0
4457,0.0
11781,3680.0
10359,144.0
13604,1104.0
4177,0.0
419,112.0
8019,0.0
3435,3472.0
5263,1696.0
15105,1152.0
12604,9600.0
15071,0.0
16336,0.0
14605,0.0
3503,0.0
6779,0.0
8996,7200.0
13358,16.0
10658,0.0
15825,1472.0
13852,3456.0
11059,6864.0
7748,7280.0
14659,3904.0
15300,0.0
2123,0.0
11790,7552.0
5707,0.0
1414,8984.0
5530,0.0
15340,6240.0
14127,384.0
3227,0.0
746,9328.0
17559,0.0
2343,0.0
12619,0.0
13148,0.0
10150,3536.0
2440,0.0
6459,10064.0
3768,1424.0
10086,0.0
1991,1224.0
8455,0.0
9576,8192.0
17169,960.0
10487,8720.0
1927,0.0
7866,0.0
9888,0.0
3433,6368.0
12196,0.0
13588,0.0
8156,0.0
3798,0.0
1649,0.0
11052,0.0
12946,1536.0
3209,0.0
4399,3408.0
10750,0.0
5079,16.0
608,3016.0
7392,0.0
5465,0.0
11513,0.0
11804,0.0
3062,0.0
12140,0.0
5394,6800.0
6118,9840.0
4222,0.0
7518,8112.0
6325,1200.0
16815,0.0
1702,856.0
961,0.0
15505,0.0
17248,0.0
15135,0.0
1357,0.0
7082,5792.0
3055,1736.0
13663,1264.0
14939,0.0
1154,0.0
10964,7648.0
7461,7888.0
1046,0.0
15579,2176.0
10160,6064.0
2350,0.0
4880,4288.0
815,0.0
11732,1264.0
6219,10096.0
12290,0.0
3554,0.0
8753,2768.0
16612,0.0
5253,2912.0
4858,0.0
16650,0.0
327,0.0
3797,0.0
7737,0.0
8646,0.0
5728,3696.0
7788,128.0
16948,0.0
11509,336.0
12621,0.0
5904,0.0
3248,7344.0
12836,6192.0
13530,0.0
6621,0.0
8638,0.0
6716,0.0
11741,6464.0
2995,3128.0
9879,240.0
4284,0.0
7440,0.0
12124,8160.0
3700,0.0
3592,0.0
3033,0.0
16694,0.0
6206,1504.0
8397,0.0
7446,0.0
884,1312.0
637,0.0
17301,4304.0
6297,0.0
4000,944.0
9370,0.0
523,0.0
9199,7056.0
13694,0.0
14374,1344.0
9392,7520.0
118,296.0
7326,9360.0
4303,6720.0
5840,7920.0
12531,0.0
3070,0.0
7155,0.0
2760,6888.0
14169,0.0
6412,1392.0
16371,0.0
11224,0.0
5701,400.0
8003,4576.0
10339,5456.0
1109,0.0
16869,448.0
284,0.0
2617,2064.0
5289,0.0
15408,0.0
14601,0.0
1214,0.0
289,0.0
17523,0.0
10772,7296.0
11576,0.0
5090,0.0
9426,6048.0
16119,0.0
5941,144.0
1606,2704.0
11778,4416.0
11669,0.0
1536,0.0
14161,0.0
10728,4608.0
106,0.0
5636,9232.0
2965,192.0
9528,4976.0
7466,6512.0
3670,1856.0
3352,0.0
16960,0.0
17037,0.0
10869,1936.0
3956,1600.0
15663,0.0
2376,9984.0
9019,0.0
2975,0.0
14196,48.0
117,176.0
9579,9280.0
2981,0.0
13564,5552.0
7464,6992.0
10946,0.0
294,0.0
4898,0.0
9073,0.0
5306,8944.0
11691,2384.0
7985,5344.0
429,0.0
14274,384.0
1124,736.0
5612,0.0
9350,640.0
12968,0.0
13041,640.0
11380,0.0
3071,0.0
7787,0.0
6225,6928.0
16565,0.0
11410,4128.0
5934,5376.0
14934,0.0
2277,3600.0
3788,0.0
1740,0.0
10620,0.0
335,0.0
16829,464.0
1950,344.0
8806,9312.0
16370,0.0
8994,5872.0
15642,0.0
15465,0.0
1044,48.0
6322,2608.0
5883,10048.0
12923,0.0
9135,2112.0
17387,0.0
14459,0.0
5307,7088.0
602,6672.0
14890,0.0
17420,0.0
16174,0.0
5436,0.0
14175,96.0
9513,0.0
9077,0.0
5035,0.0
11010,5232.0
10333,176.0
7943,5408.0
2782,0.0
14693,0.0
12055,0.0
9101,3696.0
14708,7056.0
15106,336.0
9273,0.0
4982,272.0
16929,1392.0
6733,144.0
14592,0.0
6854,352.0
15903,0.0
16935,0.0
4118,80.0
6054,0.0
7364,8416.0
5598,544.0
3915,3712.0
16980,0.0
11788,6480.0
1068,0.0
14560,32.0
10892,0.0
11714,0.0
12913,0.0
11807,0.0
14825,0.0
11815,0.0
6200,0.0
13240,0.0
4952,0.0
8555,0.0
13379,1344.0
426,0.0
10134,0.0
7929,0.0
10952,0.0
6698,7264.0
12804,208.0
4848,0.0
11172,1920.0
10459,0.0
8078,1664.0
16395,1408.0
11016,10000.0
1010,0.0
15261,0.0
6401,656.0
1866,0.0
1399,0.0
13137,4400.0
17543,672.0
15184,576.0
11909,0.0
15533,6736.0
4805,0.0
13665,720.0
12741,8256.0
3872,720.0
4467,0.0
4899,0.0
14413,0.0
7034,5776.0
176,336.0
8371,4560.0
9142,9040.0
4593,3840.0
1014,0.0
3210,0.0
6167,1232.0
14367,0.0
7598,1296.0
4692,1552.0
276,8.0
17535,0.0
7705,7776.0
10437,8128.0
9109,1680.0
6445,544.0
10984,0.0
472,0.0
4508,0.0
9631,8208.0
1671,0.0
4957,0.0
14870,0.0
4120,0.0
11432,0.0
5483,0.0
3844,0.0
14111,0.0
8682,0.0
14187,5888.0
3114,0.0
9161,0.0
13118,144.0
9429,8688.0
2530,4032.0
17238,0.0
12924,0.0
3643,0.0
7230,7376.0
10994,0.0
12452,5808.0
2052,0.0
23,7800.0
3833,0.0
17190,0.0
6160,496.0
8093,4944.0
699,2544.0
7453,832.0
13766,0.0
3508,0.0
14393,0.0
3480,9312.0
8705,3680.0
2068,0.0
10756,0.0
5056,3840.0
5799,0.0
17317,0.0
8955,9984.0
16735,480.0
722,0.0
1201,0.0
8596,0.0
1549,0.0
4491,10096.0
7358,1360.0
2332,1720.0
7401,0.0
10902,0.0
8295,0.0
6508,7904.0
15946,0.0
7771,0.0
1492,0.0
1854,1296.0
9902,944.0
9068,0.0
16677,1536.0
5965,384.0
4149,3936.0
9935,0.0
15092,5920.0
11635,6960.0
8586,0.0
16606,0.0
10628,7840.0
13059,0.0
598,1968.0
3613,0.0
8639,0.0
6523,0.0
14955,7824.0
3743,0.0
6680,0.0
7047,304.0
15976,0.0
17268,0.0
9815,2608.0
15995,0.0
1817,0.0
11843,2336.0
9059,3648.0
3476,6896.0
12784,2224.0
16148,4736.0
8535,320.0
16555,0.0
8822,656.0
9435,8608.0
9998,944.0
11956,0.0
15264,0.0
13840,1936.0
9611,0.0
6978,5968.0
13307,0.0
12224,5872.0
609,1920.0
9485,6336.0
10297,7152.0
721,0.0
9524,4064.0
16507,0.0
10302,8720.0
11512,0.0
12456,4656.0
6006,0.0
16048,0.0
3349,112.0
15285,1792.0
4158,3808.0
12863,0.0
3510,0.0
7493,0.0
8086,7296.0
8829,0.0
7203,0.0
6108,48.0
5043,0.0
10327,0.0
8723,3360.0
2278,6296.0
13691,0.0
12170,6448.0
14581,0.0
6105,0.0
13052,0.0
10366,0.0
7116,64.0
585,0.0
2863,8608.0
14756,6640.0
16750,0.0
10095,2768.0
16540,6768.0
14800,1104.0
16349,5232.0
11740,8544.0
13338,0.0
16210,192.0
12837,6752.0
1218,608.0
10320,0.0
2989,0.0
5435,0.0
16451,16.0
4242,5888.0
7859,4128.0
16396,608.0
2384,6824.0
4564,0.0
8871,256.0
4794,0.0
5851,0.0
1821,0.0
7684,0.0
12682,0.0
2419,640.0
9194,8112.0
4905,0.0
12297,0.0
2573,7840.0
2472,10224.0
12231,0.0
7046,768.0
13591,0.0
17078,0.0
8519,9616.0
8474,8560.0
15325,0.0
3079,0.0
2050,72.0
10533,6784.0
8118,0.0
8530,3824.0
17346,928.0
11501,6208.0
12331,0.0
7679,0.0
15280,560.0
7671,400.0
15749,0.0
4547,3232.0
11319,32.0
47,0.0
17048,0.0
10809,0.0
13841,3408.0
5412,1632.0
9098,9056.0
10352,6320.0
15390,6016.0
13305,0.0
5739,464.0
11824,608.0
6439,0.0
12431,0.0
12840,7440.0
16722,224.0
6052,0.0
6109,432.0
5782,1152.0
8845,496.0
447,0.0
2200,0.0
11032,0.0
10593,6240.0
1850,1032.0
13827,0.0
7699,3488.0
7915,0.0
16442,2368.0
11227,0.0
8426,6000.0
8831,0.0
3642,0.0
5544,2704.0
14687,0.0
5108,9056.0
14221,0.0
10937,0.0
2526,9168.0
11768,0.0
1827,0.0
3639,0.0
14424,4320.0
11547,7792.0
1508,1216.0
16695,0.0
13966,0.0
1783,0.0
16436,1728.0
1108,0.0
17104,0.0
15241,8640.0
10180,0.0
8011,0.0
11048,0.0
11382,0.0
16060,1168.0
4438,9936.0
16711,0.0
12632,0.0
3180,0.0
3166,0.0
3461,0.0
3165,0.0
6598,7024.0
12232,0.0
15602,0.0
4994,0.0
4304,4720.0
3043,6200.0
6709,1408.0
16835,0.0
15091,4816.0
2923,0.0
11643,5824.0
3933,0.0
2067,0.0
3388,4256.0
7054,0.0
10032,0.0
13138,2976.0
5523,0.0
6848,5408.0
15986,0.0
10992,0.0
6955,0.0
7248,0.0
9452,0.0
11530,0.0
3482,9536.0
2922,0.0
3952,176.0
2647,0.0
2276,2608.0
8662,416.0
6592,2528.0
3137,48.0
12335,0.0
17274,0.0
9558,0.0
9943,0.0
15551,0.0
5244,0.0
6068,2016.0
6251,0.0
11419,0.0
3685,528.0
4698,0.0
15439,4960.0
10648,0.0
12652,9776.0
15833,0.0
4765,0.0
4823,9728.0
17382,0.0
6934,9344.0
6202,0.0
7097,0.0
12247,0.0
1676,0.0
3225,0.0
6195,0.0
10376,0.0
1006,0.0
13238,0.0
3036,0.0
496,0.0
12185,0.0
6582,0.0
15647,0.0
16299,5264.0
8978,0.0
12636,0.0
9591,224.0
8607,688.0
5496,2784.0
13179,3072.0
1708,592.0
5225,0.0
3088,720.0
10562,0.0
4895,0.0
10027,0.0
14554,0.0
5876,8768.0
13468,8688.0
7992,8976.0
16883,0.0
6514,2000.0
8427,7104.0
6082,4832.0
15908,4816.0
11205,6000.0
2464,608.0
14707,5936.0
12144,0.0
10887,48.0
1315,792.0
1937,0.0
2852,7456.0
9170,0.0
7743,2288.0
11648,2656.0
7251,0.0
16673,560.0
5716,0.0
14227,4176.0
12417,3728.0
13046,0.0
353,416.0
10303,8464.0
11578,0.0
13143,0.0
7773,0.0
17538,80.0
5400,9952.0
5621,0.0
11247,1168.0
10517,0.0
10622,816.0
4185,0.0
1607,2408.0
15761,720.0
5753,0.0
12776,0.0
16361,0.0
10765,128.0
14705,2768.0
13891,6480.0
8921,0.0
17161,6320.0
3776,2960.0
14947,5152.0
2671,1216.0
17517,0.0
16462,0.0
15057,1552.0
3806,0.0
428,0.0
8289,5296.0
15108,0.0
2126,0.0
13500,0.0
1678,0.0
627,0.0
14953,8272.0
14313,0.0
306,1520.0
13105,0.0
10293,7008.0
16754,0.0
6316,7056.0
8824,96.0
16369,0.0
14620,8256.0
4604,0.0
9742,0.0
15557,0.0
461,1048.0
7472,3328.0
3683,1696.0
956,0.0
10215,0.0
16177,0.0
3538,352.0
7670,832.0
3808,512.0
8032,1456.0
12207,368.0
6516,1104.0
12876,0.0
9638,720.0
11919,1024.0
13063,0.0
10921,6816.0
2626,136.0
16608,0.0
12695,9792.0
13945,8816.0
6943,7920.0
2283,3656.0
11263,8496.0
17471,0.0
8577,848.0
15440,3344.0
5345,5376.0
7678,0.0
7318,9088.0
2397,0.0
9382,9520.0
5089,0.0
4301,9440.0
12857,0.0
14721,2272.0
757,0.0
2888,0.0
1309,0.0
1885,0.0
10676,1312.0
1024,32.0
12816,0.0
4275,0.0
