,P_GEN
4885,0.3056396866840731
5654,0.1846997389033942
3763,0.3014099216710182
2128,0.01
10043,0.0003647416413373
10492,0.0003647416413373
8834,0.3262613981762918
3510,0.016
11693,0.0003647416413373
4882,0.1264229765013054
154,0.055
8886,0.0745896656534954
151,0.032
4622,0.1641775456919059
5092,0.0225587467362924
3830,0.0585900783289817
9605,0.1661398176291793
4110,0.2591122715404699
9109,0.2626139817629179
10132,0.1448024316109422
6774,0.0331914893617021
7497,0.0195136778115501
8909,0.0054711246200607
2711,0.019
11842,0.0501519756838905
7278,0.0003647416413373
7303,0.2772036474164133
8462,0.0003647416413373
4358,0.1275195822454307
2102,0.0
5344,0.0587467362924281
8992,0.0003647416413373
7390,0.2578723404255319
7403,0.000547112462006
3835,0.0007832898172323
3289,0.05
4111,0.1489817232375979
10198,0.0003647416413373
2047,0.02
9523,0.0003647416413373
2309,0.161
9258,0.0512462006079027
4897,0.1898694516971279
6122,0.3075195822454308
9989,0.0153191489361702
2755,0.247
10683,0.0003647416413373
5288,0.2058485639686683
6271,0.0222454308093994
9655,0.014224924012158
10932,0.1345896656534954
1305,0.067
2289,0.112
2538,0.094
3004,0.02
8071,0.0893617021276595
5457,0.3421409921671018
9715,0.0003647416413373
4942,0.1591644908616187
9649,0.1358662613981762
2705,0.003
10286,0.0003647416413373
8183,0.0003647416413373
4953,0.0330548302872062
5510,0.2041253263707571
9901,0.0003647416413373
10256,0.0335562310030395
10143,0.0003647416413373
9913,0.0003647416413373
1713,0.024
10218,0.3395744680851064
4490,0.0358746736292428
300,0.375
722,0.165
11312,0.0339209726443769
2681,0.017
4156,0.2520626631853785
4914,0.2199477806788511
250,0.035
10737,0.0430395136778115
9313,0.1012158054711246
6139,0.0087728459530026
6316,0.0397911227154046
1864,0.008
8236,0.0003647416413373
16,0.16
10684,0.0003647416413373
11307,0.0003647416413373
1963,0.12
1527,0.106
11538,0.0003647416413373
1763,0.086
10431,0.0003647416413373
882,0.014
1479,0.156
10749,0.1851063829787234
4313,0.0529503916449086
8815,0.0563525835866261
3089,0.046
6762,0.1519148936170212
5502,0.1236031331592689
5734,0.1472584856396866
10525,0.0003647416413373
685,0.333
1411,0.152
9713,0.0003647416413373
8403,0.3027355623100304
4372,0.3817754569190599
7407,0.0003647416413373
1260,0.24
9440,0.0443161094224924
8846,0.0003647416413373
3312,0.086
2727,0.263
4037,0.1702872062663185
4022,0.0003133159268929
3407,0.002
9514,0.0003647416413373
5264,0.0227154046997389
6555,0.0003647416413373
10059,0.0003647416413373
3261,0.038
5916,0.0908616187989556
6854,0.0224316109422492
1665,0.085
2842,0.055
10385,0.0003647416413373
8338,0.0866261398176291
9892,0.1351367781155015
8514,0.0003647416413373
5260,0.0634464751958224
3674,0.018
8247,0.1375075987841945
5418,0.1115404699738903
4357,0.3783289817232375
595,0.325
1496,0.102
5770,0.0275718015665796
6934,0.0003647416413373
825,0.239
1174,0.015
3061,0.058
9882,0.1019452887537994
10141,0.0003647416413373
5771,0.0220887728459529
4709,0.0562402088772845
11107,0.0003647416413373
8716,0.000547112462006
9874,0.1057750759878419
11680,0.0003647416413373
7220,0.0003647416413373
10869,0.0003647416413373
7331,0.0450455927051671
5671,0.1419321148825065
5451,0.0126892950391644
10015,0.000547112462006
9407,0.1276595744680851
6504,0.0003647416413373
5216,0.0
9479,0.0003647416413373
1957,0.348
4864,0.1439686684073106
2200,0.0
10361,0.1167173252279635
4343,0.1834464751958224
1223,0.01
6476,0.2221276595744681
89,0.001
2554,0.004
5060,0.1245430809399477
1667,0.103
10037,0.0176899696048632
10046,0.0003647416413373
4645,0.1347258485639686
1880,0.06
470,0.101
9832,0.1500911854103343
10158,0.000547112462006
3543,0.04
7707,0.0003647416413373
11783,0.0003647416413373
11456,0.0246200607902735
576,0.217
10600,0.0488753799392097
7864,0.086079027355623
11212,0.0003647416413373
4612,0.0612532637075717
8542,0.2275987841945288
2805,0.04
2355,0.124
727,0.12
8320,0.0003647416413373
7385,0.3268085106382978
714,0.314
4773,0.2965535248041775
10342,0.0003647416413373
2559,0.068
6234,0.0202088772845953
6448,0.0530699088145896
3051,0.238
2258,0.218
489,0.098
2492,0.074
9383,0.0003647416413373
323,0.248
2320,0.006
7744,0.0003647416413373
8573,0.0102127659574468
8124,0.000547112462006
205,0.092
1043,0.322
8518,0.0003647416413373
474,0.059
9132,0.000547112462006
8521,0.0003647416413373
3957,0.0036031331592689
4960,0.1774934725848563
1758,0.008
8850,0.0003647416413373
8805,0.0003647416413373
11346,0.0003647416413373
6955,0.0355623100303951
7592,0.0248024316109422
1130,0.108
10980,0.1475379939209726
1932,0.131
5136,0.1135770234986945
304,0.301
10557,0.0959270516717325
11629,0.0003647416413373
5382,0.2177545691906005
3198,0.038
7547,0.0003647416413373
11006,0.0003647416413373
1927,0.176
11513,0.0795136778115501
4048,0.0178590078328981
3027,0.141
7095,0.0381155015197568
4322,0.315509138381201
1240,0.28
10890,0.1088753799392097
7858,0.0448632218844984
3764,0.2105483028720626
11554,0.0390273556231003
10960,0.0003647416413373
11729,0.0003647416413373
9506,0.3479635258358662
9210,0.3100303951367781
4211,0.0205221932114882
10524,0.0003647416413373
7859,0.0632826747720364
5787,0.0355613577023498
4299,0.0466840731070496
292,0.167
5239,0.0366579634464751
6942,0.0003647416413373
1360,0.007
1627,0.004
8310,0.037386018237082
11775,0.0003647416413373
3457,0.143
2990,0.069
6702,0.0003647416413373
8985,0.000547112462006
5939,0.0064229765013054
3338,0.019
741,0.109
2892,0.033
4273,0.0319582245430809
6058,0.0186422976501305
10150,0.0003647416413373
3104,0.038
6128,0.0083028720626631
8411,0.000547112462006
8255,0.0443161094224924
3886,0.1633942558746736
7340,0.2967173252279635
2978,0.142
9848,0.000547112462006
9826,0.0820668693009118
3834,0.0070496083550913
8996,0.0003647416413373
8021,0.2516717325227963
1081,0.069
7381,0.1581155015197568
2957,0.008
11285,0.004741641337386
6274,0.0275718015665796
10452,0.1386018237082066
5208,0.3278851174934725
10472,0.000547112462006
4975,0.1022976501305483
9372,0.0003647416413373
2458,0.008
9762,0.0003647416413373
5823,0.1397389033942558
8849,0.0003647416413373
2654,0.164
9865,0.0003647416413373
5951,0.0460574412532637
9363,0.0164133738601823
1639,0.084
7934,0.0003647416413373
3327,0.003
11073,0.0140425531914893
6214,0.0053263707571801
6377,0.0962917933130699
11341,0.0003647416413373
652,0.261
9253,0.053434650455927
4698,0.0676762402088772
9516,0.0003647416413373
1080,0.267
2040,0.048
11618,0.0660182370820668
8558,0.0003647416413373
1726,0.021
7471,0.0195136778115501
119,0.001
9038,0.0003647416413373
10413,0.3667477203647417
9449,0.0733130699088145
9394,0.1225531914893617
591,0.087
6428,0.2040729483282674
11475,0.0386626139817629
2423,0.252
5044,0.0203655352480417
3843,0.3048563968668407
6248,0.0657963446475195
10280,0.0031003039513677
9836,0.2378115501519757
7071,0.0820668693009118
10406,0.1413373860182371
11458,0.0981155015197568
3577,0.049
6442,0.3796960486322188
5070,0.0145691906005221
11166,0.0003647416413373
3845,0.1424020887728459
1108,0.227
10336,0.0003647416413373
2396,0.049
9022,0.316048632218845
1389,0.34
11631,0.0003647416413373
6220,0.1994255874673628
10029,0.1106990881458966
4308,0.0328981723237597
9326,0.0003647416413373
11435,0.0003647416413373
6103,0.2403133159268929
611,0.035
5346,0.008929503916449
1225,0.004
2525,0.033
3982,0.2056919060052219
1352,0.111
1586,0.128
4569,0.1051174934725848
11012,0.0003647416413373
10471,0.005288753799392
2338,0.138
7996,0.000547112462006
5686,0.2481462140992167
5878,0.1597911227154047
64,0.224
4169,0.1106005221932114
10030,0.0488753799392097
8251,0.198419452887538
10051,0.0003647416413373
10462,0.0784194528875379
8936,0.0320972644376899
6936,0.000547112462006
3680,0.088
4672,0.0336814621409921
7344,0.1606686930091185
6533,0.0727659574468085
10729,0.0003647416413373
616,0.008
7500,0.0003647416413373
1848,0.051
7559,0.0003647416413373
7076,0.0003647416413373
4731,0.0385378590078328
2253,0.062
1688,0.311
9206,0.3114893617021276
7178,0.0003647416413373
3180,0.015
3555,0.013
262,0.222
2411,0.026
6447,0.0829787234042553
10554,0.1336778115501519
203,0.03
7364,0.0003647416413373
10755,0.0917325227963525
8760,0.0003647416413373
11053,0.0003647416413373
3656,0.04
10571,0.0003647416413373
8293,0.1329483282674772
3950,0.0404177545691906
6206,0.0615665796344647
9252,0.0202431610942249
479,0.178
11049,0.0003647416413373
930,0.058
3942,0.1268929503916449
574,0.07
122,0.086
2384,0.104
770,0.088
4925,0.0551436031331592
6219,0.0805221932114882
11758,0.1333130699088145
182,0.077
6475,0.2015197568389057
102,0.328
8808,0.000547112462006
9724,0.0003647416413373
8894,0.0003647416413373
979,0.161
8825,0.2947112462006079
10136,0.0198784194528875
4990,0.2436031331592688
11153,0.0003647416413373
4539,0.1339425587467362
1459,0.033
374,0.015
5228,0.2859007832898171
6634,0.1272948328267477
3150,0.059
6246,0.154308093994778
8336,0.0393920972644376
3340,0.062
8824,0.2099088145896656
4203,0.0798955613577023
11301,0.0003647416413373
4272,0.0126892950391644
7081,0.0003647416413373
2100,0.018
9973,0.0381155015197568
8623,0.000547112462006
4363,0.0360313315926892
4145,0.0740992167101827
1157,0.102
5454,0.1428720626631853
1808,0.131
5747,0.1377023498694516
10563,0.0625531914893617
648,0.013
9757,0.0003647416413373
1689,0.249
8308,0.0384802431610942
6407,0.0003647416413373
7189,0.0140425531914893
1113,0.017
7325,0.0003647416413373
457,0.168
11785,0.0003647416413373
6856,0.0550759878419452
6145,0.0048563968668407
9031,0.0351975683890577
8548,0.1369604863221884
11112,0.0003647416413373
7067,0.0733130699088145
8136,0.000547112462006
4997,0.0106527415143603
3441,0.179
6630,0.0915501519756838
3377,0.006
8223,0.0003647416413373
407,0.003
500,0.07
4181,0.0075195822454308
3437,0.011
6471,0.0368389057750759
7327,0.0045592705167173
261,0.091
134,0.056
3501,0.003
1259,0.09
5444,0.0979112271540469
2576,0.0
3514,0.184
7312,0.0003647416413373
1522,0.206
7789,0.0003647416413373
9369,0.0054711246200607
8154,0.2009726443768997
5722,0.0994778067885117
6175,0.2624020887728459
10375,0.0091185410334346
2685,0.059
6889,0.0003647416413373
1457,0.047
395,0.107
1346,0.346
669,0.092
1256,0.03
8667,0.0003647416413373
3323,0.048
5295,0.1669973890339425
277,0.103
1299,0.119
4092,0.2504960835509138
9157,0.2235866261398176
3715,0.083
7089,0.0003647416413373
1184,0.288
4689,0.1095039164490861
10477,0.0003647416413373
1147,0.058
7671,0.219756838905775
2413,0.009
3318,0.225
11448,0.0003647416413373
2678,0.041
1565,0.02
2114,0.026
2304,0.039
4573,0.0726892950391644
9276,0.0003647416413373
8981,0.0381155015197568
11627,0.0003647416413373
1460,0.057
5618,0.1154569190600522
4950,0.0054830287206266
1751,0.032
359,0.345
5959,0.0057963446475195
9135,0.0003647416413373
1825,0.359
459,0.051
11468,0.275015197568389
7647,0.0003647416413373
6966,0.26370820668693
5908,0.375195822454308
2774,0.2
9064,0.3018237082066869
8893,0.0003647416413373
5591,0.0285117493472584
2586,0.265
7249,0.1276595744680851
6480,0.18
9121,0.0499696048632218
3544,0.218
4248,0.1113838120104438
3124,0.109
1134,0.147
1408,0.001
8491,0.1075987841945288
11637,0.0003647416413373
2079,0.187
8126,0.0003647416413373
4912,0.2816710182767624
3035,0.006
7890,0.0003647416413373
2405,0.11
5970,0.0205221932114882
9747,0.2379939209726443
11720,0.0003647416413373
2260,0.173
8586,0.2782978723404255
2980,0.256
10619,0.0003647416413373
9325,0.0003647416413373
10386,0.0003647416413373
9087,0.0003647416413373
11601,0.044498480243161
9520,0.000547112462006
5075,0.0908616187989556
7318,0.0003647416413373
215,0.219
3473,0.022
5131,0.3648563968668407
1685,0.148
7194,0.2093617021276595
2781,0.156
5345,0.0245953002610966
3637,0.029
8459,0.0003647416413373
7085,0.0003647416413373
5252,0.3339947780678851
7379,0.0537993920972644
7745,0.0003647416413373
1020,0.34
10024,0.0310030395136778
3920,0.0444908616187989
2954,0.012
4973,0.0136292428198433
6025,0.346840731070496
819,0.012
62,0.08
11798,0.1263829787234042
2903,0.043
3329,0.018
2840,0.076
3699,0.026
4813,0.056396866840731
6881,0.0209726443768996
6984,0.0003647416413373
9996,0.0003647416413373
8728,0.1898480243161094
2410,0.033
4013,0.3224020887728459
11139,0.071854103343465
4038,0.0853785900783289
7862,0.0682066869300911
10133,0.0288145896656534
9297,0.0651063829787234
5059,0.3385378590078328
7338,0.1367781155015197
947,0.012
8175,0.0003647416413373
5305,0.0109660574412532
10510,0.138966565349544
7520,0.0122188449848024
1775,0.326
721,0.311
8050,0.0494224924012158
9548,0.2970820668693009
10488,0.0003647416413373
11230,0.0528875379939209
8885,0.1697872340425532
4664,0.0195822454308093
4966,0.1781201044386422
9620,0.0003647416413373
75,0.286
8415,0.0003647416413373
8721,0.0800607902735562
10311,0.2006079027355623
5121,0.1204699738903394
8639,0.1143465045592705
207,0.064
1301,0.127
8449,0.3578115501519757
3201,0.002
6329,0.0935562310030395
8665,0.0003647416413373
4017,0.0576501305483028
6252,0.0357180156657963
5219,0.0476240208877284
4628,0.2157180156657963
4936,0.1123237597911226
10383,0.0003647416413373
10919,0.0003647416413373
6031,0.1182767624020887
9777,0.0519756838905775
8119,0.0806079027355623
6015,0.0014099216710182
7079,0.0003647416413373
11496,0.0003647416413373
5404,0.0206788511749347
6286,0.0006266318537859
1209,0.247
9439,0.0366565349544072
7727,0.3727659574468085
7468,0.0078419452887537
5647,0.2738381201044386
5633,0.0228720626631853
6749,0.0003647416413373
10130,0.1814589665653495
5976,0.0144125326370757
7043,0.000547112462006
6460,0.0003647416413373
4959,0.271018276762402
8484,0.2390881458966565
3812,0.3546736292428197
1555,0.212
9614,0.0003647416413373
5590,0.0300783289817232
2149,0.001
818,0.026
5535,0.0357180156657963
8933,0.0430395136778115
807,0.064
11791,0.000547112462006
390,0.333
1835,0.098
11050,0.0003647416413373
10538,0.0003647416413373
9612,0.0003647416413373
5495,0.0018798955613577
223,0.054
5648,0.374882506527415
10942,0.1666869300911854
759,0.015
7123,0.000547112462006
4675,0.1062140992167101
9766,0.0003647416413373
2540,0.131
7352,0.2224924012158054
11154,0.0003647416413373
7197,0.3080243161094225
10923,0.0003647416413373
4058,0.1909660574412532
8530,0.0893617021276595
11,0.359
2101,0.006
1711,0.003
10365,0.1727051671732522
4465,0.3589033942558746
2188,0.182
7980,0.0003647416413373
7617,0.0625531914893617
1328,0.058
843,0.044
3000,0.049
10055,0.0003647416413373
7741,0.0003647416413373
8946,0.0003647416413373
7458,0.0003647416413373
1517,0.008
5676,0.1676240208877284
5177,0.277597911227154
7035,0.000547112462006
11792,0.000547112462006
9361,0.3328267477203647
3425,0.0
9052,0.0003647416413373
2813,0.217
10870,0.0003647416413373
9863,0.0003647416413373
8221,0.0003647416413373
7204,0.0401215805471124
7682,0.1236474164133738
6940,0.0003647416413373
10127,0.3643768996960486
8262,0.0127659574468085
11752,0.046322188449848
11718,0.0003647416413373
8793,0.0041945288753799
6322,0.0003647416413373
10223,0.0846200607902735
3433,0.006
9718,0.0003647416413373
1436,0.001
8529,0.0412158054711246
7263,0.0432218844984802
618,0.012
10746,0.1504559270516717
3651,0.029
5994,0.0463707571801566
8895,0.0003647416413373
4690,0.0679895561357702
10866,0.0003647416413373
9339,0.0003647416413373
2546,0.099
8155,0.1500911854103343
4854,0.0006266318537859
11399,0.0003647416413373
8270,0.0003647416413373
798,0.301
8962,0.1409726443768997
9102,0.0082066869300911
8943,0.0003647416413373
2985,0.056
152,0.034
4367,0.0432375979112271
9807,0.0003647416413373
465,0.007
9373,0.000547112462006
5238,0.0678328981723237
10172,0.127112462006079
1187,0.065
9799,0.0196960486322188
11425,0.143161094224924
9606,0.0393920972644376
4221,0.3830287206266318
8790,0.0435866261398176
3196,0.027
5873,0.100574412532637
2178,0.007
6507,0.0003647416413373
11474,0.0258966565349544
11192,0.0003647416413373
4206,0.0684595300261096
1167,0.029
7902,0.000547112462006
10188,0.0003647416413373
3999,0.1601044386422976
5480,0.0568668407310704
