,TempOut,OutHum,DewPt,WindSpeed,Bar,Rain,SolarRad,SolarEnergy,Temp_Pressure_ratio
6985,19.1,67.0,12.8,0,763.1,0.0,0.0,0.0,0.0250294849954134
2084,14.3,69.0,8.7,0,758.6,0.0,444.0,19.09,0.0188505141049301
295,12.9,85.0,10.5,0,761.2,0.0,180.0,7.74,0.0169469259064634
10849,21.0,63.0,13.7,1,765.8,0.0,191.0,8.21,0.0274223034734917
4780,25.5,62.0,17.7,1,752.3,0.0,284.0,12.21,0.0338960521068722
3104,10.4,92.0,9.2,2,751.3,0.0,3.0,0.13,0.0138426727006522
468,8.9,89.0,7.2,0,756.1,0.0,4.0,0.17,0.0117709297711942
10509,17.7,82.0,14.6,2,759.3,0.0,188.0,8.09,0.0233109442907941
9580,14.5,74.0,9.9,3,756.1,0.0,0.0,0.0,0.0191773574923951
2729,14.6,79.0,11.0,0,760.9,0.0,292.0,12.56,0.0191878039164147
96,18.2,69.0,12.4,0,762.8,0.0,451.0,19.4,0.023859465128474
2927,19.6,79.0,15.8,1,761.5,0.0,303.0,13.03,0.0257386736703873
9630,11.4,78.0,7.7,3,751.5,0.0,0.0,0.0,0.0151696606786427
5810,15.2,91.0,13.8,0,749.6,0.0,45.0,1.94,0.0202774813233724
5601,15.3,85.0,12.8,0,759.0,0.0,135.0,5.81,0.0201581027667984
5788,13.1,96.0,12.4,0,751.8,0.0,29.0,1.25,0.0174248470337855
3548,10.9,74.0,6.5,4,749.9,0.0,393.0,16.9,0.0145352713695159
2045,18.6,48.0,7.3,1,751.9,0.0,196.0,8.43,0.0247373320920335
6034,16.7,81.0,13.4,0,761.5,0.0,19.0,0.82,0.021930400525279
11233,17.3,91.0,15.8,1,759.3,0.0,54.0,2.32,0.0227841432898722
3783,16.9,73.0,12.1,1,766.9,0.0,70.0,3.01,0.0220367714173947
7862,15.1,96.0,14.4,1,758.6,0.0,160.0,6.88,0.0199050883205905
2879,15.0,94.0,14.0,0,759.8,0.0,224.0,9.63,0.0197420373782574
481,18.4,56.0,9.5,1,755.4,0.0,512.0,22.02,0.0243579560497749
9041,18.8,75.0,14.3,3,759.1,0.0,0.0,0.0,0.0247661704650243
8808,18.7,77.0,14.6,0,755.5,0.0,0.0,0.0,0.0247518199867637
3918,18.2,72.0,13.0,0,767.2,0.0,70.0,3.01,0.0237226277372262
9494,15.3,84.0,12.6,3,758.0,0.0,143.0,6.15,0.0201846965699208
8415,21.8,61.0,14.0,1,761.4,0.0,0.0,0.0,0.0286314683477804
2236,17.6,61.0,10.0,3,755.3,0.0,536.0,23.05,0.0233019992056136
4609,12.3,88.0,10.4,0,758.7,0.0,0.0,0.0,0.0162119414788453
6383,17.7,62.0,10.3,2,766.5,0.0,278.0,11.96,0.023091976516634
1147,17.4,95.0,16.6,0,750.3,0.0,50.0,2.15,0.0231907237105157
2378,16.9,86.0,14.6,0,755.8,0.0,158.0,6.79,0.022360412807621
5398,19.4,62.0,12.0,3,762.9,0.0,483.0,20.77,0.0254292829990824
5559,20.1,69.0,14.2,1,767.6,0.0,31.0,1.33,0.0261855132881709
2623,14.6,96.0,14.0,0,755.0,0.0,38.0,1.63,0.0193377483443708
8978,25.1,36.0,9.0,2,758.9,0.0,680.0,29.24,0.0330741863223086
5506,19.2,86.0,16.8,2,765.4,0.0,439.0,18.88,0.0250849229161222
8326,16.7,87.0,14.5,1,763.3,0.0,0.0,0.0,0.0218786846587187
1885,18.7,60.0,10.7,3,758.4,0.0,247.0,10.62,0.0246571729957805
3555,10.6,76.0,6.6,4,748.2,0.0,23.0,0.99,0.0141673349371825
7660,13.2,83.0,10.3,0,758.4,0.0,0.0,0.0,0.0174050632911392
9618,14.5,63.0,7.5,2,751.9,0.0,0.0,0.0,0.0192844793190583
1614,20.1,83.0,17.1,1,751.9,0.0,311.0,13.37,0.0267322782284878
10470,19.7,73.0,14.7,0,760.3,0.0,78.0,3.35,0.0259108246744706
9309,21.3,48.0,9.8,6,752.7,0.0,822.0,35.35,0.0282981267437225
6894,16.0,79.0,12.4,0,762.7,0.0,0.0,0.0,0.0209781041038416
1750,18.2,73.0,13.3,2,750.1,0.0,314.0,13.5,0.024263431542461
840,16.2,81.0,13.0,0,754.5,0.0,102.0,4.39,0.0214711729622266
6331,18.0,76.0,13.7,1,759.6,0.0,41.0,1.76,0.0236966824644549
4092,12.2,89.0,10.4,0,762.5,0.0,17.0,0.73,0.016
518,22.0,52.0,11.7,3,752.6,0.0,833.0,35.82,0.0292319957480733
8634,20.0,63.0,12.7,2,758.6,0.0,317.0,13.63,0.0263643553915106
26,19.2,55.0,10.0,3,758.6,0.0,395.0,16.99,0.0253097811758502
7509,16.8,88.0,14.8,5,749.7,0.0,0.0,0.0,0.0224089635854341
6697,13.4,77.0,9.4,1,767.5,0.0,0.0,0.0,0.0174592833876221
9010,16.0,78.0,12.2,0,761.3,0.0,37.0,1.59,0.0210166819913306
9326,14.9,73.0,10.1,3,753.3,0.0,0.0,0.0,0.0197796362670914
5945,14.0,80.0,10.6,3,763.4,0.0,43.0,1.85,0.0183390096934765
6686,19.7,49.0,8.7,3,767.0,0.0,391.0,16.82,0.0256844850065189
1696,20.6,61.0,12.8,3,750.6,0.0,755.0,32.47,0.0274447108979483
4923,21.2,72.0,16.0,0,759.9,0.0,82.0,3.53,0.0278984076852217
9958,13.3,76.0,9.2,0,759.1,0.0,0.0,0.0,0.0175207482545119
10835,12.9,94.0,12.0,0,765.8,0.0,31.0,1.33,0.0168451292765735
5568,18.3,82.0,15.2,2,765.1,0.0,70.0,3.01,0.023918442033721
7501,21.3,56.0,12.2,4,750.1,0.0,16.0,0.69,0.0283962138381549
8592,25.2,48.0,13.4,1,759.4,0.0,434.0,18.66,0.0331840927047669
3276,17.4,73.0,12.5,4,754.2,0.0,45.0,1.94,0.0230708035003977
10342,14.7,95.0,13.9,1,763.5,0.0,0.0,0.0,0.0192534381139489
8337,15.8,88.0,13.8,2,764.0,0.0,37.0,1.59,0.0206806282722513
9734,12.9,76.0,8.8,1,759.8,0.0,53.0,2.28,0.0169781521453013
1793,12.7,89.0,10.9,1,747.3,0.0,86.0,3.7,0.0169945135822293
4722,17.1,93.0,15.9,0,759.8,0.0,25.0,1.08,0.0225059226112134
1192,24.7,64.0,17.5,1,757.7,0.0,408.0,17.55,0.0325986538207733
7494,26.5,40.0,11.8,7,749.9,0.0,410.0,17.63,0.0353380450726763
4757,17.3,94.0,16.3,1,753.7,0.0,0.0,0.0,0.0229534297465835
11587,18.2,85.0,15.6,0,765.8,0.0,0.0,0.0,0.0237659963436928
5349,7.1,93.0,6.1,0,764.3,0.0,6.0,0.26,0.0092895459897945
9290,13.4,77.0,9.4,4,751.3,0.0,0.0,0.0,0.0178357513643018
5747,14.2,87.0,12.1,0,755.3,0.0,96.0,4.13,0.0188004766318019
6294,12.9,81.0,9.7,2,744.9,0.0,163.0,7.01,0.0173177607732581
2630,22.0,70.0,16.3,0,755.0,0.0,489.0,21.03,0.0291390728476821
11774,16.1,80.0,12.6,0,768.0,0.0,0.0,0.0,0.0209635416666666
6032,19.1,71.0,13.7,1,761.6,0.0,176.0,7.57,0.025078781512605
9705,16.4,49.0,5.7,1,757.6,0.0,72.0,3.1,0.0216473072861668
9722,10.2,79.0,6.7,0,759.2,0.0,0.0,0.0,0.0134351949420442
3448,18.7,80.0,15.2,1,757.5,0.0,134.0,5.76,0.0246864686468646
6164,6.5,96.0,5.9,0,741.5,0.0,22.0,0.95,0.0087660148347943
2650,19.0,85.0,16.4,0,752.7,0.0,251.0,10.79,0.025242460475621
3208,14.3,93.0,13.2,0,745.8,0.0,143.0,6.15,0.0191740412979351
1223,26.3,58.0,17.4,0,759.8,0.0,269.0,11.57,0.0346143722032113
5501,15.7,91.0,14.2,0,765.3,0.0,10.0,0.43,0.0205148307853129
759,19.8,68.0,13.7,1,746.8,0.0,209.0,8.99,0.0265131226566684
10073,17.9,66.0,11.5,1,759.8,0.0,361.0,15.53,0.0235588312713872
3554,10.9,76.0,6.9,4,748.6,0.0,58.0,2.49,0.0145605129575207
6633,15.6,77.0,11.5,3,767.5,0.0,230.0,9.89,0.0203257328990228
134,16.9,85.0,14.3,0,762.4,0.0,110.0,4.73,0.0221668415529905
11156,17.6,89.0,15.7,0,755.0,0.0,0.0,0.0,0.0233112582781457
780,18.6,64.0,11.7,2,747.8,0.0,609.0,26.19,0.024872960684675
365,22.6,55.0,13.1,1,759.7,0.0,565.0,24.3,0.0297485849677504
11014,14.7,92.0,13.4,0,759.3,0.0,0.0,0.0,0.0193599367838798
9482,12.6,91.0,11.2,0,755.6,0.0,0.0,0.0,0.0166754896770778
7184,13.4,84.0,10.7,1,755.9,0.0,0.0,0.0,0.0177272125942585
8284,18.2,91.0,16.7,1,758.1,0.0,0.0,0.0,0.0240073868882733
5687,16.3,73.0,11.4,6,747.2,0.0,109.0,4.69,0.0218147751605995
722,26.2,47.0,14.0,3,749.5,0.0,799.0,34.36,0.0349566377585056
1092,23.7,66.0,17.0,0,757.7,0.0,180.0,7.74,0.0312788702652764
9579,14.6,74.0,10.0,4,756.4,0.0,0.0,0.0,0.0193019566367001
9149,17.8,88.0,15.8,0,756.7,0.0,0.0,0.0,0.0235231928108893
2403,19.4,73.0,14.5,0,754.2,0.0,301.0,12.94,0.0257226199946963
9914,9.0,83.0,6.3,1,760.9,0.0,0.0,0.0,0.0118280983046392
5685,15.4,78.0,11.6,5,746.7,0.0,56.0,2.41,0.0206240792821749
6780,15.9,85.0,13.4,1,764.6,0.0,131.0,5.63,0.0207951870258958
8856,16.2,90.0,14.5,1,752.2,1.27,0.0,0.0,0.0215368253124169
5679,17.3,76.0,13.0,5,743.6,0.0,248.0,10.67,0.0232651963421194
9316,18.2,66.0,11.7,6,752.8,0.0,118.0,5.07,0.0241764080765143
7089,13.6,72.0,8.6,0,760.2,0.0,0.0,0.0,0.0178900289397526
4076,21.2,58.0,12.6,1,763.7,0.0,403.0,17.33,0.0277595914626162
1724,20.1,80.0,16.5,4,740.1,0.0,598.0,25.72,0.0271584920956627
10737,11.2,89.0,9.5,0,764.1,0.0,14.0,0.6,0.0146577673079439
11271,14.3,83.0,11.5,3,764.8,0.0,198.0,8.52,0.0186976987447698
11017,14.7,93.0,13.5,0,759.1,0.0,0.0,0.0,0.0193650375444605
10272,19.8,53.0,10.0,3,760.4,0.0,261.0,11.22,0.0260389268805891
2661,18.8,83.0,15.9,0,751.5,0.0,120.0,5.16,0.0250166333998669
2826,18.2,67.0,11.9,2,759.0,0.0,233.0,10.02,0.0239789196310935
11733,14.4,91.0,12.9,1,765.1,0.0,0.0,0.0,0.0188210691412887
648,9.6,91.0,8.2,0,760.5,0.0,14.0,0.6,0.0126232741617357
1248,26.4,61.0,18.3,1,756.9,0.0,617.0,26.53,0.0348791121680539
5127,17.4,86.0,15.0,0,766.7,0.0,73.0,3.14,0.0226946654493282
8545,28.2,41.0,13.7,2,758.6,0.0,486.0,20.9,0.03717374110203
1557,19.4,62.0,12.0,1,755.8,0.0,343.0,14.75,0.0256681661815295
6691,18.4,46.0,6.6,2,767.2,0.0,89.0,3.83,0.0239833159541188
3804,19.1,70.0,13.5,0,768.0,0.0,28.0,1.2,0.0248697916666666
4779,24.1,61.0,16.1,4,752.2,0.0,533.0,22.92,0.0320393512363733
8936,22.4,47.0,10.5,5,754.5,0.0,261.0,11.22,0.029688535453943
11173,17.8,94.0,16.9,0,755.8,0.0,131.0,5.63,0.0235512040222281
7190,12.9,87.0,10.8,1,755.4,0.0,17.0,0.73,0.017077045274027
6586,17.7,64.0,10.8,1,767.8,0.0,280.0,12.04,0.0230528783537379
3601,8.8,90.0,7.3,1,747.7,0.0,91.0,3.91,0.0117694262404707
1748,15.7,89.0,13.9,2,750.3,0.0,382.0,16.43,0.0209249633479941
9191,14.7,92.0,13.4,5,748.3,0.0,0.0,0.0,0.019644527595884
5854,19.3,84.0,16.6,2,755.9,0.0,77.0,3.31,0.0255324778409842
2614,21.2,67.0,14.8,1,755.7,0.0,286.0,12.3,0.0280534603678708
9868,9.7,83.0,7.0,1,757.2,0.0,0.0,0.0,0.012810353935552
4901,24.3,60.0,16.0,0,762.3,0.0,324.0,13.93,0.0318772136953955
11303,11.3,83.0,8.5,2,766.4,0.0,0.0,0.0,0.0147442588726513
1110,30.3,44.0,16.7,3,753.0,0.0,840.0,36.12,0.0402390438247012
6607,13.1,86.0,10.8,1,768.2,0.0,0.0,0.0,0.0170528508200989
3338,14.6,81.0,11.4,2,758.9,0.0,159.0,6.84,0.0192383713269205
3580,13.1,82.0,10.1,6,744.4,0.0,41.0,1.76,0.0175980655561526
10209,15.6,93.0,14.5,1,756.9,0.0,35.0,1.51,0.0206103844629409
754,20.1,68.0,14.0,3,746.4,0.0,307.0,13.2,0.0269292604501607
9116,23.6,59.0,15.1,1,758.0,0.0,371.0,15.96,0.0311345646437994
3025,15.3,52.0,5.5,0,759.0,0.0,561.0,24.13,0.0201581027667984
8881,23.6,64.0,16.3,5,748.7,0.0,467.0,20.08,0.0315213035928943
6835,17.5,67.0,11.3,1,763.0,0.0,53.0,2.28,0.0229357798165137
2575,17.3,76.0,13.1,0,763.0,0.0,66.0,2.84,0.0226736566186107
5549,19.1,80.0,15.6,0,768.8,0.0,50.0,2.15,0.0248439125910509
2203,13.4,92.0,12.2,0,753.8,0.0,29.0,1.25,0.0177765985672592
3310,11.3,69.0,5.8,5,750.4,0.0,41.0,1.76,0.0150586353944562
4397,11.6,88.0,9.7,0,760.8,0.0,0.0,0.0,0.0152471083070452
67,19.4,64.0,12.5,0,765.0,0.0,425.0,18.28,0.025359477124183
60,11.9,91.0,10.5,0,764.9,0.0,4.0,0.17,0.0155575892273499
8242,18.9,91.0,17.4,1,753.7,0.0,64.0,2.75,0.0250762903011808
3431,12.7,96.0,12.1,0,756.1,0.0,32.0,1.38,0.0167967200105806
2595,19.6,71.0,14.2,2,758.8,0.0,136.0,5.85,0.025830258302583
2134,16.3,97.0,15.8,0,746.3,0.0,103.0,4.43,0.0218410826745276
6748,14.3,74.0,9.8,0,765.7,0.0,0.0,0.0,0.0186757215619694
8494,27.5,45.0,14.5,2,759.4,0.0,457.0,19.65,0.0362127995786146
9557,19.8,50.0,9.1,5,760.6,0.0,208.0,8.95,0.0260320799368919
5082,17.9,75.0,13.4,0,763.4,0.0,106.0,4.56,0.0234477338223735
10706,20.0,58.0,11.5,0,763.6,0.0,118.0,5.07,0.0261917234154007
173,13.0,82.0,10.0,0,763.7,0.0,16.0,0.69,0.0170223909912269
9438,14.3,84.0,11.7,1,753.9,0.0,0.0,0.0,0.0189680328956095
1407,24.6,47.0,12.5,1,754.1,0.0,120.0,5.16,0.0326216682137647
6815,15.6,69.0,9.9,1,764.8,0.0,249.0,10.71,0.0203974895397489
2832,17.8,70.0,12.2,1,758.9,0.0,67.0,2.88,0.0234550006588483
7172,18.7,67.0,12.4,1,755.5,0.0,27.0,1.16,0.0247518199867637
10090,17.6,72.0,12.5,0,757.7,0.0,28.0,1.2,0.0232281905767454
2138,16.1,96.0,15.4,0,747.2,0.0,146.0,6.28,0.0215471092077087
2758,16.9,61.0,9.3,0,762.9,0.0,525.0,22.58,0.0221523135404378
8497,25.9,61.0,17.8,1,759.0,0.0,132.0,5.68,0.0341238471673254
8627,15.5,78.0,11.7,2,758.2,0.0,33.0,1.42,0.0204431548404115
9380,12.5,87.0,10.4,2,751.2,0.0,0.0,0.0,0.016640042598509
1029,24.9,56.0,15.6,1,757.8,0.0,476.0,20.47,0.0328582739509105
10999,19.8,71.0,14.4,0,759.3,0.0,29.0,1.25,0.0260766495456341
434,19.6,72.0,14.4,3,756.6,0.0,253.0,10.88,0.0259053661115516
6820,18.3,61.0,10.7,1,764.5,0.0,393.0,16.9,0.0239372138652714
9138,17.6,87.0,15.4,1,758.2,0.0,0.0,0.0,0.0232128725929833
8223,22.9,78.0,18.8,1,752.9,0.0,0.0,0.0,0.0304157258600079
9225,20.7,59.0,12.4,5,753.4,0.0,78.0,3.35,0.0274754446509158
9282,15.9,65.0,9.4,5,749.3,0.0,0.0,0.0,0.0212198051514747
7318,14.2,69.0,8.6,0,761.9,0.0,0.0,0.0,0.018637616485103
6057,16.3,95.0,15.5,0,758.9,0.0,17.0,0.73,0.0214784556595071
6501,20.9,57.0,12.0,0,764.7,0.0,22.0,0.95,0.0273309794690728
540,16.1,83.0,13.2,1,751.4,0.0,287.0,12.34,0.0214266702155975
7028,16.9,81.0,13.6,1,761.2,0.0,12.0,0.52,0.0222017866526537
10601,16.1,89.0,14.2,1,759.3,0.0,105.0,4.52,0.0212037402871065
7921,21.3,79.0,17.5,1,752.2,0.0,316.0,13.59,0.0283169369848444
3867,15.5,94.0,14.5,0,764.8,0.0,0.0,0.0,0.0202667364016736
2182,16.7,94.0,15.7,1,751.9,0.0,126.0,5.42,0.0222104003191913
5699,17.0,67.0,10.8,7,748.7,0.0,127.0,5.46,0.0227060237745425
10718,15.3,73.0,10.5,0,764.0,0.0,0.0,0.0,0.0200261780104712
3534,9.1,87.0,7.0,2,746.8,0.0,106.0,4.56,0.0121853240492769
6007,15.1,76.0,10.9,2,763.8,0.0,29.0,1.25,0.019769573186698
9246,16.1,91.0,14.6,0,749.8,0.0,0.0,0.0,0.0214723926380368
163,16.3,70.0,10.8,0,763.9,0.0,159.0,6.84,0.0213378714491425
9957,13.7,73.0,8.9,0,759.2,0.0,0.0,0.0,0.01804531085353
9852,15.6,68.0,9.7,0,756.5,0.0,0.0,0.0,0.0206212822207534
10745,17.9,64.0,11.0,1,764.4,0.0,236.0,10.15,0.0234170591313448
2370,15.8,90.0,14.1,0,755.6,0.0,17.0,0.73,0.0209105346744309
2590,21.1,68.0,14.9,1,759.6,0.0,639.0,27.48,0.0277777777777777
7232,12.4,91.0,11.0,1,755.0,0.25,0.0,0.0,0.0164238410596026
10536,14.1,88.0,12.2,0,758.2,0.0,0.0,0.0,0.0185966763386969
10740,12.9,88.0,10.9,0,764.2,0.0,45.0,1.94,0.0168803978016226
6487,24.3,49.0,12.9,1,765.4,0.0,512.0,22.02,0.0317481055657172
10864,15.1,86.0,12.8,0,766.9,0.0,0.0,0.0,0.0196896596687964
11044,24.7,59.0,16.1,1,758.1,0.0,286.0,12.3,0.0325814536340852
4351,19.4,63.0,12.2,0,756.5,0.0,144.0,6.19,0.0256444150693985
6068,15.2,97.0,14.7,0,759.7,0.0,31.0,1.33,0.0200078978544162
1988,16.6,55.0,7.5,1,756.1,0.0,326.0,14.02,0.0219547678878455
4573,19.4,64.0,12.4,6,752.2,0.0,94.0,4.04,0.0257910130284498
4006,17.8,78.0,13.9,0,767.0,0.0,82.0,3.53,0.0232073011734028
4594,19.7,61.0,11.9,3,759.2,0.0,508.0,21.85,0.0259483667017913
3265,16.9,85.0,14.3,3,754.2,0.0,123.0,5.29,0.0224078493768231
10919,13.6,88.0,11.7,0,766.6,0.0,0.0,0.0,0.0177406731020088
1339,19.7,77.0,15.6,0,756.4,0.0,151.0,6.49,0.0260444209413009
120,15.6,82.0,12.5,0,761.2,0.0,27.0,1.16,0.0204939569101418
3324,12.3,68.0,6.5,2,762.3,0.0,135.0,5.81,0.0161353797717434
6005,15.3,70.0,9.8,3,763.9,0.0,51.0,2.19,0.020028799581097
9773,8.4,84.0,5.9,1,759.6,0.0,0.0,0.0,0.0110584518167456
3191,13.2,93.0,12.1,0,748.2,0.0,237.0,10.19,0.0176423416198877
11656,16.7,88.0,14.7,0,762.6,0.0,160.0,6.88,0.0218987673747705
3683,11.3,90.0,9.7,0,742.4,0.0,18.0,0.77,0.0152209051724137
2428,20.1,75.0,15.5,0,755.5,0.0,346.0,14.88,0.0266048974189278
638,22.0,42.0,8.5,1,758.9,0.0,805.0,34.62,0.0289893266570035
6907,15.6,85.0,13.1,0,763.8,0.0,146.0,6.28,0.0204241948153967
3057,12.6,70.0,7.2,4,741.5,0.0,524.0,22.53,0.016992582602832
62,12.7,90.0,11.1,0,765.0,0.0,28.0,1.2,0.0166013071895424
431,20.1,66.0,13.6,4,756.9,0.0,207.0,8.9,0.0265556876734046
5547,18.3,84.0,15.5,0,769.1,0.0,94.0,4.04,0.0237940449876479
4079,18.7,63.0,11.5,2,763.8,0.0,69.0,2.97,0.024482848913328
8652,18.2,75.0,13.7,3,758.5,0.0,8.0,0.34,0.0239947264337508
5653,12.9,74.0,8.4,5,745.5,0.0,67.0,2.88,0.0173038229376257
8331,15.4,90.0,13.8,2,763.5,0.0,0.0,0.0,0.0201702685003274
11414,12.7,93.0,11.6,4,756.7,0.0,34.0,1.46,0.0167834016122637
6593,16.6,71.0,11.3,2,767.7,0.0,119.0,5.12,0.0216230298293604
8600,21.4,74.0,16.6,1,759.0,0.0,87.0,3.74,0.0281949934123847
6185,8.0,96.0,7.4,0,750.1,0.0,105.0,4.52,0.0106652446340487
8086,20.2,77.0,16.1,0,762.9,0.0,0.0,0.0,0.0264779132258487
1140,27.5,61.0,19.3,1,749.8,0.0,552.0,23.74,0.0366764470525473
774,15.5,87.0,13.3,0,747.4,0.0,158.0,6.79,0.0207385603425207
10458,20.2,76.0,15.9,1,761.9,0.0,233.0,10.02,0.0265126657041606
2087,16.1,58.0,7.8,1,758.1,0.0,568.0,24.43,0.0212373037857802
5413,17.4,88.0,15.4,2,765.1,0.0,40.0,1.72,0.0227421252123905
11544,15.2,81.0,12.0,0,767.2,0.0,0.0,0.0,0.0198123044838373
1193,25.5,60.0,17.2,2,757.7,0.0,674.0,28.99,0.0336544806651709
10511,18.5,81.0,15.2,2,759.0,0.0,222.0,9.55,0.0243741765480895
9451,18.6,67.0,12.3,2,754.3,0.0,214.0,9.2,0.024658623889699
3693,10.7,91.0,9.3,0,743.2,0.0,70.0,3.01,0.0143972012917115
8861,17.6,88.0,15.5,0,750.9,0.0,0.0,0.0,0.0234385404181648
3321,12.3,68.0,6.5,3,762.2,0.0,367.0,15.78,0.0161374967200209
942,23.4,69.0,17.4,2,752.8,0.0,558.0,24.0,0.0310839532412327
8940,20.6,49.0,9.5,3,755.1,0.0,18.0,0.77,0.0272811548139319
5233,25.1,63.0,17.5,0,754.9,0.0,525.0,22.58,0.0332494370115247
8382,15.7,91.0,14.2,1,763.4,0.0,6.0,0.26,0.0205658894419701
7554,16.8,84.0,14.1,2,750.7,0.0,0.0,0.0,0.0223791128280271
11493,15.6,81.0,12.3,2,762.5,0.0,0.0,0.0,0.0204590163934426
1448,21.7,59.0,13.4,1,754.7,0.0,720.0,30.96,0.0287531469458062
5182,22.4,65.0,15.5,0,759.0,0.0,463.0,19.91,0.0295125164690382
4298,20.2,60.0,12.2,4,756.6,0.0,70.0,3.01,0.0266983875231297
8839,23.1,52.0,12.7,5,752.1,0.0,236.0,10.15,0.0307140007977662
76,23.1,49.0,11.8,0,764.7,0.0,651.0,28.0,0.0302079246763436
8723,16.1,74.0,11.4,2,759.0,0.0,43.0,1.85,0.0212121212121212
6327,16.3,88.0,14.3,0,759.0,0.0,17.0,0.73,0.0214756258234519
9936,17.2,49.0,6.4,2,761.2,0.0,199.0,8.56,0.0225959012086179
2332,20.8,78.0,16.8,0,760.8,0.0,347.0,14.92,0.0273396424815983
2633,23.1,65.0,16.2,1,754.8,0.0,532.0,22.88,0.03060413354531
6553,14.6,67.0,8.5,1,767.4,0.0,0.0,0.0,0.0190252801667969
11331,18.3,55.0,9.1,3,765.3,0.0,319.0,13.72,0.0239121912975303
5642,13.0,97.0,12.5,1,746.6,0.0,3.0,0.13,0.017412268952585
11843,13.9,95.0,13.2,1,765.8,0.0,43.0,1.85,0.0181509532515017
9509,20.4,50.0,9.6,4,760.1,0.0,483.0,20.77,0.0268385738718589
5704,12.1,93.0,11.0,0,755.4,0.0,12.0,0.52,0.0160180037066454
6797,11.8,82.0,8.8,0,764.9,0.0,0.0,0.0,0.0154268531834226
10877,13.0,92.0,11.7,0,767.0,0.0,0.0,0.0,0.0169491525423728
8428,16.7,87.0,14.5,0,760.3,0.0,0.0,0.0,0.021965013810338
3200,14.1,86.0,11.7,5,746.5,0.0,76.0,3.27,0.0188881446751507
2069,17.9,42.0,4.8,3,754.9,0.0,490.0,21.07,0.023711749900649
3267,17.8,77.0,13.7,3,754.0,0.0,217.0,9.33,0.0236074270557029
7017,20.2,55.0,10.9,3,761.1,0.0,329.0,14.15,0.0265405334384443
8424,17.3,80.0,13.8,0,760.7,0.0,0.0,0.0,0.0227422111213356
7566,16.1,90.0,14.4,0,749.6,0.0,6.0,0.26,0.0214781216648879
9437,14.8,83.0,11.9,1,753.7,0.0,0.0,0.0,0.0196364601300252
3616,10.1,88.0,8.2,8,743.0,0.0,122.0,5.25,0.013593539703903
5326,6.1,91.0,4.7,0,767.2,0.0,0.0,0.0,0.0079509906152241
3533,8.5,88.0,6.6,2,746.6,0.0,112.0,4.82,0.0113849450843825
442,13.2,79.0,9.6,0,757.5,0.0,48.0,2.06,0.0174257425742574
1628,21.8,74.0,16.9,1,752.0,0.0,96.0,4.13,0.0289893617021276
6854,12.3,76.0,8.2,1,761.9,0.0,20.0,0.86,0.0161438508990681
10728,11.6,86.0,9.3,0,764.2,0.0,0.0,0.0,0.0151792724417691
6971,20.9,53.0,10.9,3,763.5,0.0,413.0,17.76,0.0273739358218729
7858,14.2,96.0,13.6,1,758.7,0.0,55.0,2.37,0.018716225121919
7035,13.6,82.0,10.5,0,762.0,0.0,0.0,0.0,0.0178477690288713
2397,16.2,90.0,14.6,0,754.7,0.0,136.0,5.85,0.0214654829733669
1249,26.2,61.0,18.1,0,756.8,0.0,542.0,23.31,0.0346194503171247
9772,8.3,85.0,5.9,1,759.7,0.0,0.0,0.0,0.0109253652757667
6393,22.1,46.0,9.9,3,767.0,0.0,423.0,18.19,0.0288135593220339
4638,16.9,71.0,11.6,0,758.5,0.0,21.0,0.9,0.0222808174027686
4956,16.7,91.0,15.2,0,758.2,0.0,25.0,1.08,0.022025850699024
2792,11.8,94.0,10.8,1,753.5,0.0,74.0,3.18,0.0156602521566025
5490,18.2,84.0,15.4,3,762.6,0.0,28.0,1.2,0.023865722528193
8256,24.3,72.0,19.0,1,754.7,0.0,189.0,8.13,0.0321982244600503
6244,14.3,83.0,11.5,3,748.1,0.0,110.0,4.73,0.0191150915652987
11074,16.4,87.0,14.3,0,757.5,0.0,23.0,0.99,0.0216501650165016
9443,15.1,79.0,11.4,2,754.4,0.0,95.0,4.09,0.0200159066808059
10532,15.0,87.0,12.9,0,758.6,0.0,0.0,0.0,0.019773266543633
9709,15.1,58.0,6.9,0,758.1,0.0,0.0,0.0,0.0199182165941168
9152,18.1,90.0,16.4,0,756.3,0.0,22.0,0.95,0.0239323019965622
4167,24.0,45.0,11.3,0,763.7,0.0,237.0,10.19,0.0314259525991881
6713,13.8,89.0,12.1,1,767.5,0.0,81.0,3.48,0.0179804560260586
587,14.4,83.0,11.5,1,754.6,0.0,66.0,2.84,0.019082957858468
1663,17.6,93.0,16.4,0,751.3,0.0,59.0,2.54,0.0234260614934114
6363,15.1,71.0,9.8,1,764.0,0.0,0.0,0.0,0.0197643979057591
6354,20.7,48.0,9.3,4,761.5,0.0,176.0,7.57,0.027183191070256
2060,15.7,61.0,8.2,2,755.1,0.0,327.0,14.06,0.0207919480863461
11225,18.1,89.0,16.2,0,759.2,0.0,145.0,6.24,0.023840885142255
2961,16.8,87.0,14.6,0,765.7,0.0,185.0,7.96,0.021940707849027
7653,16.1,74.0,11.4,0,759.3,0.0,0.0,0.0,0.0212037402871065
1385,15.7,96.0,15.1,0,755.4,0.0,67.0,2.88,0.0207836907598623
10721,14.3,77.0,10.3,0,764.1,0.0,0.0,0.0,0.018714827902107
874,21.6,45.0,9.1,2,755.3,0.0,311.0,13.37,0.0285979081159804
