,TempOut,OutHum,DewPt,WindSpeed,Bar,Rain,SolarRad,SolarEnergy,Temp_Pressure_ratio
11751,17.1,92.0,15.7,2,765.5,0.0,91.0,3.91,0.022338340953625
3196,14.3,88.0,12.4,2,747.0,0.0,111.0,4.77,0.0191432396251673
8935,22.4,48.0,10.8,4,754.4,0.0,219.0,9.42,0.0296924708377518
2415,10.4,94.0,9.5,0,755.1,0.0,62.0,2.67,0.0137730101973248
5815,13.8,96.0,13.2,2,748.9,0.0,22.0,0.95,0.0184270263052476
9729,8.3,87.0,6.3,1,759.3,0.0,36.0,1.55,0.0109311207691294
799,17.7,67.0,11.5,1,755.5,0.0,499.0,21.46,0.0234281932495036
1086,27.0,58.0,18.0,1,758.3,0.0,543.0,23.35,0.0356059607015693
700,24.8,41.0,10.6,3,757.5,0.0,709.0,30.49,0.0327392739273927
7081,15.3,65.0,8.7,0,760.7,0.0,0.0,0.0,0.0201130537662679
10361,17.5,77.0,13.4,1,765.2,0.0,244.0,10.49,0.0228698379508625
8318,19.5,85.0,16.9,1,762.6,0.0,0.0,0.0,0.0255704169944925
5220,17.2,89.0,15.4,0,756.1,0.0,9.0,0.39,0.022748313715117
3068,13.1,64.0,6.4,3,743.8,0.0,104.0,4.47,0.0176122613605808
580,15.9,74.0,11.3,1,753.7,0.0,216.0,9.29,0.0210959267613108
6478,20.1,66.0,13.5,1,766.3,0.0,135.0,5.81,0.0262299360563747
3636,12.0,82.0,9.0,4,741.8,0.0,127.0,5.46,0.0161768670800754
10787,14.0,79.0,10.4,0,763.8,0.0,22.0,0.95,0.0183294056035611
10089,18.1,69.0,12.3,0,757.9,0.0,52.0,2.24,0.0238817785987597
11635,15.9,86.0,13.6,0,762.1,0.0,0.0,0.0,0.0208634037527883
7783,14.9,90.0,13.3,4,760.0,0.0,65.0,2.8,0.0196052631578947
618,9.6,91.0,8.2,0,758.0,0.0,13.0,0.56,0.012664907651715
6695,14.3,70.0,8.9,1,767.4,0.0,0.0,0.0,0.0186343497524107
8643,20.1,63.0,12.8,3,758.3,0.0,258.0,11.1,0.0265066596333904
4781,25.8,60.0,17.4,0,752.4,0.0,122.0,5.25,0.0342902711323764
3652,11.5,89.0,9.7,8,747.6,0.0,94.0,4.04,0.0153825575173889
1828,18.7,65.0,12.0,1,750.7,0.0,331.0,14.23,0.0249100839216731
2869,19.2,79.0,15.4,2,763.0,0.0,156.0,6.71,0.0251638269986893
5563,14.3,91.0,12.8,0,765.6,0.0,17.0,0.73,0.0186781609195402
6297,13.3,80.0,9.9,2,744.1,0.0,137.0,5.89,0.0178739416745061
11791,14.7,90.0,13.1,0,769.1,0.0,0.0,0.0,0.0191132492523729
1414,16.6,72.0,11.5,0,755.7,0.0,219.0,9.42,0.0219663887786158
9928,14.9,62.0,7.7,2,761.9,0.0,314.0,13.5,0.0195563722273264
8631,17.9,71.0,12.6,1,758.4,0.0,191.0,8.21,0.0236023206751054
1387,16.3,94.0,15.3,0,755.7,0.0,134.0,5.76,0.0215694058488818
174,13.2,82.0,10.2,0,763.8,0.0,32.0,1.38,0.0172820109976433
1379,19.8,66.0,13.2,0,754.7,0.0,208.0,8.95,0.0262355903007817
8077,24.1,67.0,17.5,0,762.0,0.0,15.0,0.65,0.0316272965879265
1308,23.1,63.0,15.6,0,755.3,0.0,115.0,4.95,0.0305838739573679
7031,15.7,83.0,12.8,0,761.7,0.0,0.0,0.0,0.0206117894184061
2815,10.6,84.0,8.0,0,759.3,0.0,214.0,9.2,0.0139602265244303
3912,17.2,71.0,11.9,0,767.6,0.0,128.0,5.5,0.0224075039082855
4843,16.9,91.0,15.5,2,763.0,0.0,52.0,2.24,0.0221494102228047
3107,11.8,91.0,10.4,2,752.0,0.0,74.0,3.18,0.0156914893617021
6724,18.6,67.0,12.4,4,766.9,0.0,769.0,33.07,0.0242534880688486
10270,20.0,53.0,10.1,4,760.2,0.0,539.0,23.18,0.0263088660878716
9411,21.8,48.0,10.3,5,750.3,0.0,427.0,18.36,0.0290550446488071
4452,21.4,58.0,12.8,2,764.1,0.0,153.0,6.58,0.0280068053919644
2769,6.9,94.0,6.0,0,760.6,0.0,28.0,1.2,0.0090717854325532
11190,23.0,75.0,18.3,0,755.9,0.0,81.0,3.48,0.0304273051991004
2737,17.2,67.0,11.0,0,761.3,0.0,342.0,14.71,0.0225929331406804
1804,19.9,57.0,11.2,3,747.3,0.0,618.0,26.58,0.0266291984477452
10061,10.8,90.0,9.2,0,758.5,0.0,0.0,0.0,0.0142386288727752
11634,16.3,86.0,13.9,0,762.2,0.0,0.0,0.0,0.0213854631330359
5540,14.8,91.0,13.3,0,769.0,0.0,2.0,0.09,0.0192457737321196
6867,21.4,55.0,12.0,3,761.5,0.0,695.0,29.89,0.028102429415627
6241,13.6,86.0,11.3,3,748.7,0.0,129.0,5.55,0.018164819019634
10874,13.3,91.0,11.8,0,766.8,0.0,0.0,0.0,0.0173448095983307
2196,19.3,77.0,15.1,2,752.7,0.0,115.0,4.95,0.0256410256410256
10596,14.5,95.0,13.7,0,758.9,0.0,93.0,4.0,0.0191066016602978
1655,24.4,54.0,14.5,1,753.8,0.0,262.0,11.27,0.0323693287344123
11697,13.5,95.0,12.7,0,764.6,0.0,11.0,0.47,0.0176562908710436
8507,22.3,66.0,15.6,1,759.4,0.0,33.0,1.42,0.0293652883855675
11407,11.9,93.0,10.8,1,756.7,0.0,0.0,0.0,0.0157261794634597
1403,26.3,39.0,11.2,1,754.4,0.0,593.0,25.5,0.0348621420996818
9454,19.6,65.0,12.8,1,753.8,0.0,392.0,16.86,0.0260015919342
912,14.4,94.0,13.5,0,756.4,0.0,63.0,2.71,0.0190375462718138
9091,19.1,69.0,13.3,0,756.4,0.0,0.0,0.0,0.0252511898466419
7422,14.6,82.0,11.6,0,763.0,0.0,16.0,0.69,0.01913499344692
2071,17.6,45.0,5.5,2,755.0,0.0,274.0,11.78,0.0233112582781457
4879,20.9,70.0,15.3,0,763.9,0.0,46.0,1.98,0.0273596020421521
4694,17.0,92.0,15.7,0,760.5,0.0,27.0,1.16,0.0223537146614069
6984,19.4,66.0,12.9,0,763.2,0.0,0.0,0.0,0.02541928721174
10750,21.6,52.0,11.3,1,764.0,0.0,638.0,27.44,0.0282722513089005
3181,12.4,96.0,11.8,0,747.9,0.0,51.0,2.19,0.0165797566519588
5214,26.2,48.0,14.3,0,756.7,0.0,333.0,14.32,0.0346240253733315
3106,11.4,91.0,10.0,2,751.8,0.0,37.0,1.59,0.0151636073423782
11146,20.4,80.0,16.8,0,755.0,0.0,0.0,0.0,0.0270198675496688
5534,20.3,66.0,13.7,1,766.5,0.0,66.0,2.84,0.0264840182648401
9483,12.4,91.0,11.0,0,755.7,0.0,0.0,0.0,0.0164086277623395
7366,14.3,75.0,9.9,0,764.3,0.0,0.0,0.0,0.0187099306555017
6016,14.6,89.0,12.8,0,763.5,0.0,11.0,0.47,0.0191224623444662
5923,6.3,88.0,4.4,1,766.9,0.0,1.0,0.04,0.0082148911200938
7743,16.8,67.0,10.6,6,759.1,0.0,0.0,0.0,0.0221314714793834
7071,18.9,54.0,9.4,1,760.6,0.0,322.0,13.85,0.0248488035761241
5790,13.3,94.0,12.3,1,751.8,0.0,50.0,2.15,0.0176908752327746
9136,18.1,86.0,15.7,2,758.4,0.0,0.0,0.0,0.0238660337552742
5773,13.4,97.0,13.0,3,745.6,0.0,17.0,0.73,0.0179721030042918
9556,20.7,47.0,8.9,4,760.8,0.0,351.0,15.09,0.0272082018927444
7279,11.3,91.0,9.9,0,760.0,0.0,0.0,0.0,0.0148684210526315
3721,12.0,86.0,9.7,0,751.1,0.0,96.0,4.13,0.0159765677007056
9200,14.4,93.0,13.3,1,750.8,0.0,20.0,0.86,0.0191795418220564
5191,20.8,70.0,15.1,0,758.3,0.0,29.0,1.25,0.0274297771330607
3893,20.8,70.0,15.1,0,765.6,0.0,52.0,2.24,0.0271682340647857
7657,14.6,79.0,11.0,0,758.7,0.0,0.0,0.0,0.0192434427309872
3296,13.3,90.0,11.7,4,744.8,0.0,32.0,1.38,0.0178571428571428
6246,14.7,82.0,11.7,3,747.5,0.0,137.0,5.89,0.0196655518394648
2107,13.9,93.0,12.8,5,751.8,0.0,44.0,1.89,0.0184889598297419
1973,6.9,92.0,5.7,0,756.0,0.0,17.0,0.73,0.0091269841269841
4211,23.5,63.0,16.0,1,759.6,0.0,65.0,2.8,0.0309373354397051
11162,16.4,93.0,15.3,0,754.8,0.0,0.0,0.0,0.021727609962904
729,26.6,44.0,13.3,2,747.6,0.0,726.0,31.22,0.0355805243445692
10149,14.2,87.0,12.1,2,756.9,0.0,0.0,0.0,0.0187607345752411
11063,17.1,85.0,14.6,0,758.0,0.0,0.0,0.0,0.0225593667546174
8333,15.4,90.0,13.8,2,763.4,0.0,0.0,0.0,0.0201729106628242
7957,15.6,75.0,11.2,3,757.4,0.0,81.0,3.48,0.020596778452601
5660,11.9,70.0,6.6,3,746.9,0.0,23.0,0.99,0.0159325210871602
3871,16.7,95.0,15.9,0,764.7,0.0,22.0,0.95,0.0218386295279194
5481,16.8,92.0,15.5,0,762.4,0.0,37.0,1.59,0.0220356768100734
1844,13.4,90.0,11.8,1,753.7,0.0,58.0,2.49,0.0177789571447525
5052,14.4,89.0,12.6,0,763.4,0.0,40.0,1.72,0.0188629813990044
416,18.3,81.0,15.0,0,758.5,0.0,312.0,13.42,0.0241265655899802
5001,10.6,92.0,9.4,0,761.4,0.0,17.0,0.73,0.0139217231415812
1230,17.0,89.0,15.2,0,759.2,0.0,65.0,2.8,0.0223919915700737
11018,14.7,93.0,13.6,0,759.1,0.0,0.0,0.0,0.0193650375444605
3865,22.5,62.0,14.9,0,763.9,0.0,37.0,1.59,0.029454117031025
9723,9.7,80.0,6.4,0,759.2,0.0,0.0,0.0,0.0127766069546891
7964,21.3,52.0,11.0,3,757.9,0.0,796.0,34.23,0.0281039715001979
10371,21.0,68.0,14.9,1,764.7,0.0,237.0,10.19,0.0274617497057669
9349,15.5,70.0,10.0,4,753.1,0.0,52.0,2.24,0.020581596069579
3105,10.7,93.0,9.6,2,751.6,0.0,27.0,1.16,0.0142362959020755
9909,10.8,76.0,6.7,0,760.7,0.0,0.0,0.0,0.0141974497173655
2375,15.9,90.0,14.3,0,756.1,0.0,81.0,3.48,0.0210289644226954
433,19.2,74.0,14.5,2,756.7,0.0,127.0,5.46,0.0253733315712964
4877,22.3,64.0,15.1,0,763.9,0.0,44.0,1.89,0.0291923026574158
6711,13.4,91.0,12.0,0,767.4,0.0,32.0,1.38,0.017461558509252
11383,16.7,58.0,8.4,1,760.5,0.0,23.0,0.99,0.0219592373438527
4893,22.2,70.0,16.4,0,763.4,0.0,204.0,8.77,0.0290804296567985
8389,20.0,83.0,17.0,1,762.7,0.0,169.0,7.27,0.026222630129802
2872,18.9,82.0,15.8,2,762.5,0.0,76.0,3.27,0.0247868852459016
24,20.0,51.0,9.6,3,758.3,0.0,556.0,23.91,0.0263747857048661
9542,15.3,71.0,10.1,4,762.9,0.0,72.0,3.1,0.0200550530869052
3263,16.4,89.0,14.6,1,753.8,0.0,102.0,4.39,0.0217564340673918
2096,17.5,50.0,7.0,0,757.1,0.0,210.0,9.03,0.0231145159159952
376,22.3,44.0,9.4,3,760.0,0.0,478.0,20.56,0.0293421052631578
5989,14.1,73.0,9.3,2,761.9,0.0,85.0,3.66,0.0185063656647854
146,20.7,54.0,11.0,2,766.1,0.0,347.0,14.92,0.0270199712831223
3884,21.2,74.0,16.3,0,765.6,0.0,382.0,16.43,0.0276907001044932
6289,12.1,84.0,9.4,1,745.5,0.0,68.0,2.92,0.0162307176391683
11778,15.4,83.0,12.6,0,768.5,0.0,0.0,0.0,0.0200390370852309
9407,21.0,51.0,10.5,5,750.1,0.0,500.0,21.5,0.027996267164378
8552,24.3,68.0,18.0,2,758.7,0.0,300.0,12.9,0.0320284697508896
11375,18.7,52.0,8.7,3,761.9,0.0,390.0,16.77,0.0245439033993962
7222,14.3,89.0,12.5,0,754.5,0.0,2.0,0.09,0.0189529489728296
7452,22.9,48.0,11.3,4,758.8,0.0,66.0,2.84,0.0301792303637322
4699,11.7,95.0,10.9,0,760.7,0.0,2.0,0.09,0.015380570527146
4312,14.3,91.0,12.8,1,755.7,0.0,17.0,0.73,0.0189228529839883
934,16.9,89.0,15.1,0,754.5,0.0,295.0,12.69,0.0223989396951623
11360,9.6,87.0,7.5,0,763.9,0.0,4.0,0.17,0.0125670899332373
386,15.9,74.0,11.3,2,761.0,0.0,158.0,6.79,0.0208935611038107
2149,14.5,95.0,13.7,0,749.7,0.0,74.0,3.18,0.0193410697612378
5962,14.9,95.0,14.2,1,759.2,0.0,18.0,0.77,0.0196259220231822
10926,14.2,90.0,12.6,0,765.9,0.0,0.0,0.0,0.0185402794098446
6132,15.2,92.0,13.9,5,752.7,0.0,37.0,1.59,0.0201939683804968
2972,19.3,71.0,13.9,0,764.3,0.0,140.0,6.02,0.0252518644511317
7062,19.4,48.0,8.1,1,761.1,0.0,622.0,26.75,0.0254894232032584
11682,14.4,94.0,13.4,0,763.1,0.0,0.0,0.0,0.0188703970646049
4711,14.3,95.0,13.5,0,760.4,0.0,21.0,0.9,0.018805891635981
7202,17.7,68.0,11.7,0,754.8,0.0,81.0,3.48,0.023449920508744
2246,18.3,64.0,11.4,1,755.4,0.0,178.0,7.65,0.0242255758538522
4581,10.8,88.0,8.9,0,758.1,0.0,1.0,0.04,0.0142461416699643
9332,14.0,78.0,10.2,3,753.2,0.0,0.0,0.0,0.0185873605947955
3890,21.2,71.0,15.7,0,765.7,0.0,120.0,5.16,0.0276870837142483
8555,22.8,73.0,17.7,1,759.0,0.0,53.0,2.28,0.0300395256916996
8813,17.6,79.0,13.9,0,755.1,0.0,0.0,0.0,0.0233081711031651
9878,13.2,73.0,8.5,3,758.2,0.0,52.0,2.24,0.0174096544447375
9725,8.3,85.0,5.9,1,759.2,0.0,0.0,0.0,0.0109325605900948
10862,15.6,84.0,12.9,0,766.7,0.0,0.0,0.0,0.0203469414373288
2618,19.8,74.0,15.1,1,755.3,0.0,149.0,6.41,0.0262147491063153
8146,19.3,89.0,17.4,1,759.4,0.0,12.0,0.52,0.0254148011588095
11191,22.9,75.0,18.2,0,756.2,0.0,21.0,0.9,0.0302829939169531
8801,21.2,66.0,14.6,0,756.1,0.0,0.0,0.0,0.0280386192302605
1341,20.9,75.0,16.3,1,756.4,0.0,307.0,13.2,0.0276308831306187
2213,16.8,86.0,14.4,2,754.1,0.0,246.0,10.58,0.0222782124386686
3735,9.9,87.0,7.9,2,758.4,0.0,124.0,5.33,0.0130537974683544
10160,12.8,94.0,11.8,1,756.9,0.0,7.0,0.3,0.0169110846875412
1003,20.9,60.0,12.8,3,755.0,0.0,372.0,16.0,0.027682119205298
9322,18.0,65.0,11.3,4,752.7,0.0,98.0,4.21,0.0239139099242726
2600,13.9,94.0,12.9,0,756.7,0.0,10.0,0.43,0.0183692348354698
6833,18.7,63.0,11.5,3,763.0,0.0,232.0,9.98,0.0245085190039318
921,15.4,96.0,14.8,0,756.0,0.0,41.0,1.76,0.0203703703703703
7526,17.1,92.0,15.8,3,747.1,0.0,76.0,3.27,0.0228885022085396
2340,21.1,71.0,15.6,0,759.8,0.0,286.0,12.3,0.0277704659120821
5474,13.2,93.0,12.1,0,762.0,0.0,0.0,0.0,0.0173228346456692
1168,19.3,88.0,17.3,0,752.3,0.0,96.0,4.13,0.0256546590455935
5722,12.8,97.0,12.3,0,755.4,0.0,36.0,1.55,0.0169446650781043
3988,20.8,51.0,10.3,0,766.2,0.0,53.0,2.28,0.027146959018533
6552,14.8,68.0,9.0,1,767.3,0.0,0.0,0.0,0.0192884139189365
10552,17.6,80.0,14.1,0,758.3,0.0,162.0,6.97,0.0232098114202822
9278,16.1,67.0,9.9,4,748.5,0.0,0.0,0.0,0.0215096860387441
5049,9.9,92.0,8.6,0,763.6,0.0,15.0,0.65,0.0129649030906233
3391,13.8,89.0,12.0,3,759.9,0.0,55.0,2.37,0.0181602842479273
5979,9.4,95.0,8.6,0,761.1,0.0,1.0,0.04,0.0123505452634345
232,12.9,88.0,10.9,0,763.4,0.0,58.0,2.49,0.0168980875032748
11053,17.9,86.0,15.6,1,758.6,0.0,0.0,0.0,0.023596098075402
867,22.2,48.0,10.6,2,756.1,0.0,819.0,35.22,0.0293611956090464
8470,18.1,85.0,15.5,0,760.2,0.0,0.0,0.0,0.0238095238095238
6857,13.7,72.0,8.7,1,762.1,0.0,63.0,2.71,0.0179766434851069
812,20.2,51.0,9.8,2,755.3,0.0,413.0,17.76,0.026744339997352
1877,17.7,65.0,11.0,2,759.6,0.0,521.0,22.41,0.023301737756714
2483,19.1,61.0,11.4,0,759.6,0.0,158.0,6.79,0.025144813059505
4602,20.6,58.0,12.0,3,759.1,0.0,489.0,21.03,0.0271373995521011
4149,21.9,49.0,10.7,0,763.4,0.0,30.0,1.29,0.0286874508776526
4571,20.0,61.0,12.2,4,752.0,0.0,243.0,10.45,0.026595744680851
3052,9.4,93.0,8.4,2,740.3,0.0,182.0,7.83,0.0126975550452519
902,12.7,94.0,11.8,1,756.7,0.0,15.0,0.65,0.0167834016122637
8358,27.1,52.0,16.4,2,763.6,0.0,460.0,19.78,0.0354897852278679
5427,18.9,86.0,16.5,2,765.7,0.0,17.0,0.73,0.0246832963301554
5236,24.6,64.0,17.3,0,754.4,0.0,308.0,13.25,0.0326086956521739
9764,11.9,73.0,7.2,0,760.0,0.0,0.0,0.0,0.0156578947368421
10002,15.2,96.0,14.5,1,747.8,0.0,0.0,0.0,0.0203262904519925
1639,22.3,62.0,14.7,0,754.4,0.0,532.0,22.88,0.029559915164369
5868,16.3,94.0,15.4,3,757.4,0.0,9.0,0.39,0.0215209928703459
11197,19.2,87.0,17.0,0,757.0,0.0,0.0,0.0,0.0253632760898282
10281,19.3,67.0,13.0,0,760.8,0.0,55.0,2.37,0.0253680336487907
4286,18.7,70.0,13.1,3,757.4,0.0,143.0,6.15,0.0246897280168999
9146,17.8,86.0,15.4,0,757.5,0.0,0.0,0.0,0.0234983498349835
5873,18.3,82.0,15.2,5,758.2,0.0,351.0,15.09,0.0241361118438406
10194,16.9,82.0,13.8,3,756.9,0.0,0.0,0.0,0.0223279165015193
7263,14.8,85.0,12.3,1,757.6,1.02,48.0,2.06,0.0195353748680042
7517,16.7,91.0,15.2,6,747.7,0.0,0.0,0.0,0.0223351611608934
4197,22.9,63.0,15.5,0,761.6,0.0,199.0,8.56,0.0300682773109243
5919,14.6,57.0,6.1,4,755.2,0.0,326.0,14.02,0.019332627118644
7880,21.2,75.0,16.6,2,756.1,0.0,230.0,9.89,0.0280386192302605
3655,11.8,88.0,9.9,8,747.2,0.0,118.0,5.07,0.0157922912205567
3573,12.8,84.0,10.2,5,746.0,0.0,171.0,7.35,0.0171581769436997
11374,18.4,56.0,9.4,3,762.1,0.0,425.0,18.28,0.0241438131478808
4154,12.2,86.0,9.9,0,764.5,0.0,9.0,0.39,0.0159581425768476
10544,14.9,87.0,12.8,0,757.8,0.0,0.0,0.0,0.0196621799947215
7193,13.9,84.0,11.2,2,755.3,0.0,55.0,2.37,0.0184032834635244
7939,15.7,75.0,11.2,3,755.0,0.25,0.0,0.0,0.0207947019867549
429,21.2,60.0,13.1,2,757.2,0.0,311.0,13.37,0.0279978869519281
3536,9.3,88.0,7.4,1,747.1,0.0,54.0,2.32,0.0124481327800829
2538,18.8,79.0,15.1,0,761.8,0.0,400.0,17.2,0.0246783932790758
5952,14.8,89.0,13.0,4,762.7,0.0,55.0,2.37,0.0194047462960534
1143,25.9,57.0,16.8,1,749.1,0.0,313.0,13.46,0.0345748231210786
11419,16.1,75.0,11.6,5,756.2,0.0,444.0,19.09,0.0212906638455435
7129,16.2,75.0,11.8,0,758.4,0.0,0.0,0.0,0.0213607594936708
2026,12.8,86.0,10.5,0,751.0,0.0,80.0,3.44,0.0170439414114514
8116,27.6,52.0,16.8,1,762.5,0.0,600.0,25.8,0.0361967213114754
1309,22.4,67.0,16.0,0,755.3,0.0,73.0,3.14,0.0296570898980537
7618,14.4,77.0,10.5,1,758.6,0.0,40.0,1.72,0.0189823358818876
5054,16.8,79.0,13.2,0,763.5,0.0,84.0,3.61,0.0220039292730844
11350,11.8,82.0,8.9,0,764.7,0.0,0.0,0.0,0.0154308879299071
180,14.9,77.0,10.9,0,763.8,0.0,235.0,10.11,0.0195077245352186
3147,13.6,87.0,11.5,1,753.2,0.0,261.0,11.22,0.0180562931492299
5584,17.3,86.0,15.0,3,755.6,0.0,20.0,0.86,0.0228957120169401
5743,11.7,94.0,10.8,0,756.5,0.0,70.0,3.01,0.0154659616655651
858,16.9,74.0,12.2,1,756.8,0.0,487.0,20.94,0.0223308668076109
3553,11.2,76.0,7.1,3,748.8,0.0,75.0,3.23,0.0149572649572649
1047,22.4,62.0,14.8,2,759.4,0.0,847.0,36.43,0.0294969712931261
9323,17.7,65.0,11.0,4,752.6,0.0,56.0,2.41,0.0235184693064044
5585,17.1,85.0,14.6,3,755.6,0.0,19.0,0.82,0.0226310217046056
7238,11.1,91.0,9.6,0,755.1,0.0,14.0,0.6,0.0147000397298371
1436,23.8,57.0,14.8,1,754.9,0.0,221.0,9.5,0.0315273546165055
7855,13.9,95.0,13.1,0,758.7,0.0,5.0,0.22,0.0183208119151179
9603,20.3,46.0,8.3,5,751.8,0.0,538.0,23.14,0.0270018621973929
886,14.3,85.0,11.8,1,756.3,0.0,59.0,2.54,0.0189078408039137
10890,19.6,68.0,13.5,1,767.7,0.0,256.0,11.01,0.025530806304546
10775,13.3,82.0,10.3,0,763.5,0.0,0.0,0.0,0.0174197773411918
5155,19.8,76.0,15.5,0,763.4,0.0,229.0,9.85,0.0259365994236311
9073,24.4,57.0,15.4,2,754.7,0.0,375.0,16.13,0.0323307274413674
4842,17.2,87.0,15.0,1,763.0,0.0,58.0,2.49,0.0225425950196592
7870,19.4,80.0,15.8,1,757.8,0.0,370.0,15.91,0.0256004222750066
11257,13.7,87.0,11.5,2,762.4,0.0,0.0,0.0,0.0179695697796432
8267,21.1,83.0,18.1,1,756.0,0.0,14.0,0.6,0.0279100529100529
6496,23.9,51.0,13.1,1,764.6,0.0,311.0,13.37,0.0312581742087365
9435,14.9,81.0,11.7,2,753.5,0.0,0.0,0.0,0.0197743861977438
3446,18.8,80.0,15.3,2,757.7,0.0,167.0,7.18,0.0248119308433416
2072,17.1,46.0,5.4,2,755.0,0.0,183.0,7.87,0.0226490066225165
7919,21.1,81.0,17.7,1,752.1,0.0,269.0,11.57,0.0280547799494748
11509,17.0,84.0,14.3,3,764.0,0.0,40.0,1.72,0.0222513089005235
10472,19.5,74.0,14.7,0,760.2,0.0,60.0,2.58,0.0256511444356748
10081,21.1,53.0,11.1,1,759.0,0.0,464.0,19.95,0.0277997364953886
3470,16.1,90.0,14.5,1,755.9,0.0,96.0,4.13,0.0212991136393702
976,20.8,65.0,14.0,0,750.1,0.0,105.0,4.52,0.0277296360485268
4897,24.2,62.0,16.4,0,762.8,0.0,433.0,18.62,0.0317252228631358
7838,15.8,91.0,14.4,1,759.8,0.0,0.0,0.0,0.0207949460384311
3604,11.5,84.0,8.9,2,747.5,0.0,294.0,12.64,0.0153846153846153
6445,23.1,50.0,12.1,2,767.5,0.0,627.0,26.96,0.0300977198697068
494,18.3,64.0,11.3,1,754.1,0.0,205.0,8.82,0.024267338549264
11455,7.8,90.0,6.3,0,761.7,0.0,0.0,0.0,0.0102402520677432
5128,18.2,84.0,15.5,0,766.6,0.0,124.0,5.33,0.0237411948865118
3356,15.6,94.0,14.6,0,754.0,0.0,51.0,2.19,0.0206896551724137
8894,19.2,74.0,14.4,5,750.1,0.0,0.0,0.0,0.0255965871217171
1863,18.1,71.0,12.8,0,756.8,0.0,90.0,3.87,0.0239164904862579
7249,16.7,56.0,7.9,4,755.9,0.0,765.0,32.9,0.0220928694271729
8910,14.3,73.0,9.6,0,753.3,0.0,1.0,0.04,0.0189831408469401
4265,21.7,49.0,10.5,1,757.5,0.0,327.0,14.06,0.0286468646864686
140,17.4,79.0,13.7,0,762.4,0.0,262.0,11.27,0.022822665267576
7547,18.1,77.0,14.0,0,750.4,0.0,27.0,1.16,0.0241204690831556
7429,19.2,53.0,9.4,2,762.8,0.0,43.0,1.85,0.0251704247509176
6983,19.6,65.0,12.8,0,763.1,0.0,0.0,0.0,0.0256847071157122
6379,14.3,82.0,11.3,2,766.4,0.0,47.0,2.02,0.0186586638830897
8098,19.1,83.0,16.2,1,763.6,0.0,98.0,4.21,0.0250130958617077
7268,14.9,80.0,11.5,0,758.5,0.51,39.0,1.68,0.0196440342781806
8553,23.9,68.0,17.7,2,758.8,0.0,173.0,7.44,0.0314971006852925
669,22.6,42.0,9.0,1,760.5,0.0,515.0,22.15,0.0297172912557527
6373,12.2,83.0,9.4,1,765.4,0.0,5.0,0.22,0.0159393781029527
198,15.7,73.0,10.8,0,763.4,0.0,129.0,5.55,0.0205658894419701
7365,14.9,72.0,9.9,0,764.4,0.0,0.0,0.0,0.0194924123495552
11818,16.9,83.0,14.0,0,767.7,0.0,0.0,0.0,0.0220138074768789
2893,21.0,64.0,13.9,2,757.9,0.0,120.0,5.16,0.027708140915688
9160,22.2,76.0,17.7,1,754.8,0.0,256.0,11.01,0.0294117647058823
4229,20.2,52.0,10.0,0,760.6,0.0,158.0,6.79,0.0265579805416776
10772,12.2,82.0,9.2,0,763.8,0.0,0.0,0.0,0.0159727677402461
6772,18.1,84.0,15.3,2,763.7,0.25,146.0,6.28,0.0237004059185544
3602,10.0,88.0,8.1,1,747.6,0.0,161.0,6.92,0.0133761369716425
7719,16.2,76.0,11.9,5,759.9,0.0,323.0,13.89,0.0213185945519147
4275,14.8,90.0,13.2,0,757.0,0.0,11.0,0.47,0.0195508586525759
7149,16.2,82.0,13.1,2,757.2,0.0,113.0,4.86,0.0213946117274167
5716,15.0,89.0,13.2,2,755.4,0.0,42.0,1.81,0.0198570293884034
160,17.0,66.0,10.6,0,764.1,0.0,390.0,16.77,0.0222483968067006
1276,26.4,43.0,12.9,1,756.1,0.0,637.0,27.39,0.0349160163999471
4450,22.2,56.0,13.0,2,764.3,0.0,466.0,20.04,0.0290461860525971
6150,10.4,95.0,9.7,0,741.6,0.0,23.0,0.99,0.0140237324703344
8312,23.2,72.0,17.9,1,761.6,0.0,132.0,5.68,0.0304621848739495
5184,23.3,62.0,15.6,0,758.7,0.0,264.0,11.35,0.0307104257282193
8868,18.4,88.0,16.4,0,750.4,0.0,85.0,3.66,0.0245202558635394
1900,15.7,78.0,11.9,3,751.4,0.0,242.0,10.41,0.0208943305829119
996,22.9,46.0,10.7,2,754.9,0.0,804.0,34.58,0.030335143727646
252,19.9,67.0,13.6,0,762.3,0.0,207.0,8.9,0.0261052079233897
11409,12.4,93.0,11.3,1,756.7,0.0,6.0,0.26,0.0163869433064622
1708,19.3,65.0,12.5,2,750.8,0.0,191.0,8.21,0.0257059136920618
10452,17.0,90.0,15.3,1,762.0,0.0,69.0,2.97,0.0223097112860892
10425,19.7,65.0,12.9,1,763.8,0.0,23.0,0.99,0.0257920921707253
2264,18.8,63.0,11.6,1,757.1,0.0,272.0,11.7,0.0248315942411834
947,22.4,74.0,17.5,1,752.3,0.0,224.0,9.63,0.0297753555762328
6366,14.1,74.0,9.5,1,764.2,0.0,0.0,0.0,0.0184506673645642
10306,12.7,88.0,10.7,0,762.4,0.0,23.0,0.99,0.0166579223504721
2115,15.3,95.0,14.5,4,749.6,0.0,72.0,3.1,0.020410885805763
11561,18.6,75.0,14.0,0,768.0,0.0,229.0,9.85,0.02421875
8656,17.6,80.0,14.1,2,758.9,0.0,0.0,0.0,0.0231914613256028
